,,2018_2Q,2018_1Q,2017_4Q,2017_3Q,2017_2Q,2017_1Q,2016_4Q,2016_3Q
1727,每股盈餘,0.25,0.26,0.31,0.27,0.16,0.1,0.3,0.22
1730,營業收入淨額,614.0,592.0,625.0,516.0,494.0,536.0,599.0,510.0
1730,營業利益,55.0,61.0,51.0,47.0,47.0,60.0,49.0,60.0
1730,營業外收入及支出,30.0,7.0,12.0,27.0,14.0,1.0,9.0,12.0
1730,稅後淨利,56.0,54.0,49.0,37.0,37.0,48.0,46.0,58.0
1730,每股盈餘,1.03,0.77,0.73,0.92,0.74,0.76,0.77,0.89
1732,營業收入淨額,155.0,143.0,144.0,147.0,155.0,146.0,142.0,135.0
1732,營業利益,0.0,1.0,6.0,5.0,1.0,-3.0,-12.0,-5.0
1732,營業外收入及支出,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0
1732,稅後淨利,0.0,2.0,6.0,3.0,1.0,-3.0,-12.0,-6.0
1732,每股盈餘,-0.01,0.04,0.14,0.08,0.02,-0.08,-0.28,-0.13
1735,營業收入淨額,948.0,882.0,901.0,887.0,747.0,790.0,863.0,745.0
1735,營業利益,16.0,15.0,45.0,36.0,8.0,24.0,42.0,50.0
1735,營業外收入及支出,-8.0,5.0,-1.0,5.0,9.0,-19.0,-22.0,-21.0
1735,稅後淨利,-2.0,4.0,26.0,28.0,7.0,2.0,15.0,17.0
1735,每股盈餘,-0.02,0.04,0.26,0.29,0.07,0.02,0.14,0.17
1773,營業收入淨額,2106.0,1794.0,1753.0,1762.0,1632.0,1701.0,1665.0,1533.0
1773,營業利益,287.0,234.0,257.0,254.0,236.0,247.0,194.0,226.0
1773,營業外收入及支出,30.0,20.0,19.0,26.0,33.0,-9.0,58.0,10.0
1773,稅後淨利,247.0,206.0,230.0,233.0,216.0,199.0,215.0,199.0
1773,每股盈餘,1.65,1.37,1.53,1.56,1.44,1.32,1.43,1.33
1776,營業收入淨額,504.0,463.0,601.0,552.0,480.0,487.0,530.0,464.0
1776,營業利益,-12.0,-5.0,22.0,22.0,1.0,19.0,38.0,32.0
1776,營業外收入及支出,3.0,0.0,25.0,1.0,66.0,-4.0,22.0,-6.0
1776,稅後淨利,-6.0,-8.0,47.0,16.0,56.0,7.0,48.0,18.0
1776,每股盈餘,-0.11,-0.12,0.57,0.16,0.59,0.02,0.65,0.16
3708,營業收入淨額,1727.0,1149.0,1442.0,1328.0,1198.0,937.0,1329.0,
3708,營業利益,69.0,-40.0,109.0,92.0,25.0,-8.0,205.0,
3708,營業外收入及支出,20.0,-11.0,0.0,-9.0,97.0,24.0,-39.0,
3708,稅後淨利,54.0,-53.0,78.0,47.0,25.0,-12.0,88.0,
3708,每股盈餘,0.6,-0.47,0.72,0.44,1.28,0.01,0.54,
4720,營業收入淨額,809.0,732.0,741.0,785.0,682.0,647.0,729.0,661.0
4720,營業利益,-1.0,4.0,15.0,12.0,9.0,14.0,34.0,25.0
4720,營業外收入及支出,5.0,7.0,0.0,6.0,12.0,-20.0,5.0,-2.0
4720,稅後淨利,7.0,2.0,9.0,18.0,16.0,1.0,28.0,19.0
4720,每股盈餘,0.07,0.02,0.04,0.16,0.19,-0.06,0.33,0.19
4722,營業收入淨額,1280.0,1201.0,1297.0,1335.0,1179.0,1140.0,1209.0,1141.0
4722,營業利益,86.0,82.0,91.0,107.0,90.0,71.0,83.0,93.0
4722,營業外收入及支出,21.0,7.0,-10.0,22.0,10.0,-16.0,12.0,1.0
4722,稅後淨利,81.0,49.0,66.0,104.0,76.0,28.0,77.0,70.0
4722,每股盈餘,0.76,0.68,0.7,1.09,0.79,0.51,0.83,0.8
4725,營業收入淨額,4286.0,3496.0,3440.0,3039.0,3298.0,3416.0,2713.0,2697.0
4725,營業利益,264.0,62.0,57.0,-185.0,-212.0,100.0,1.0,-55.0
4725,營業外收入及支出,9.0,-25.0,-22.0,19.0,-53.0,-52.0,-45.0,-28.0
4725,稅後淨利,218.0,77.0,28.0,-165.0,-257.0,40.0,-44.0,-74.0
4725,每股盈餘,0.75,0.26,0.1,-0.57,-0.88,0.14,-0.15,-0.29
4739,營業收入淨額,1558.0,1611.0,1324.0,1298.0,1094.0,1265.0,1011.0,1038.0
4739,營業利益,160.0,170.0,163.0,149.0,90.0,130.0,34.0,38.0
4739,營業外收入及支出,0.0,18.0,-14.0,8.0,12.0,-9.0,-18.0,8.0
4739,稅後淨利,133.0,154.0,139.0,128.0,81.0,97.0,30.0,42.0
4739,每股盈餘,1.31,1.7,1.58,1.54,1.08,1.28,0.26,0.46
4755,營業收入淨額,1010.0,1024.0,1054.0,1046.0,976.0,902.0,920.0,947.0
4755,營業利益,103.0,122.0,126.0,130.0,125.0,92.0,81.0,95.0
4755,營業外收入及支出,25.0,5.0,-16.0,15.0,8.0,-6.0,-3.0,-6.0
4755,稅後淨利,94.0,106.0,110.0,120.0,101.0,73.0,57.0,73.0
4755,每股盈餘,1.04,1.17,1.01,1.33,1.11,0.8,0.68,0.81
4764,營業收入淨額,1272.0,1055.0,1018.0,1065.0,1033.0,989.0,1180.0,982.0
4764,營業利益,222.0,150.0,110.0,141.0,105.0,130.0,142.0,112.0
4764,營業外收入及支出,30.0,0.0,3.0,13.0,20.0,-34.0,5.0,-13.0
4764,稅後淨利,181.0,107.0,57.0,119.0,87.0,71.0,113.0,74.0
4764,每股盈餘,2.58,1.53,0.85,1.89,1.43,1.13,1.81,1.22
1598,營業收入淨額,1167.0,1547.0,1575.0,1065.0,784.0,1134.0,1560.0,1133.0
1598,營業利益,-73.0,-40.0,-19.0,-6.0,-68.0,69.0,141.0,91.0
1598,營業外收入及支出,105.0,-67.0,-32.0,-11.0,15.0,-149.0,79.0,-66.0
1598,稅後淨利,11.0,-77.0,-8.0,-23.0,-60.0,-65.0,159.0,30.0
1598,每股盈餘,0.67,-1.12,0.03,-0.18,-0.56,-0.91,2.08,0.23
1701,營業收入淨額,1860.0,2014.0,1685.0,1524.0,1491.0,1545.0,1428.0,1385.0
1701,營業利益,99.0,132.0,37.0,90.0,45.0,105.0,29.0,57.0
1701,營業外收入及支出,21.0,1.0,22.0,32.0,22.0,12.0,15.0,25.0
1701,稅後淨利,106.0,110.0,52.0,100.0,59.0,94.0,29.0,67.0
1701,每股盈餘,0.36,0.37,0.17,0.35,0.21,0.32,0.11,0.23
1707,營業收入淨額,2362.0,1932.0,2786.0,2244.0,2353.0,2004.0,2528.0,2297.0
1707,營業利益,550.0,460.0,758.0,546.0,504.0,447.0,635.0,566.0
1707,營業外收入及支出,21.0,15.0,13.0,24.0,100.0,14.0,27.0,17.0
1707,稅後淨利,429.0,376.0,637.0,483.0,440.0,382.0,554.0,491.0
1707,每股盈餘,2.14,1.93,3.28,2.45,2.38,1.92,2.92,2.51
1720,營業收入淨額,898.0,763.0,906.0,1057.0,976.0,910.0,955.0,920.0
1720,營業利益,95.0,59.0,98.0,187.0,137.0,120.0,102.0,114.0
1720,營業外收入及支出,47.0,0.0,-21.0,33.0,35.0,-37.0,-6.0,28.0
1720,稅後淨利,110.0,63.0,82.0,185.0,121.0,67.0,95.0,118.0
1720,每股盈餘,0.55,0.35,0.28,0.87,0.56,0.33,0.44,0.61
1731,營業收入淨額,280.0,305.0,390.0,418.0,400.0,381.0,387.0,372.0
1731,營業利益,36.0,41.0,38.0,45.0,39.0,38.0,42.0,32.0
1731,營業外收入及支出,-3.0,-5.0,-22.0,-1.0,-12.0,-9.0,-8.0,6.0
1731,稅後淨利,25.0,28.0,14.0,32.0,27.0,21.0,26.0,23.0
1731,每股盈餘,0.19,0.21,0.07,0.27,0.15,0.16,0.21,0.26
1733,營業收入淨額,498.0,470.0,472.0,478.0,420.0,425.0,369.0,403.0
1733,營業利益,33.0,45.0,79.0,25.0,42.0,15.0,33.0,36.0
1733,營業外收入及支出,26.0,-18.0,-18.0,4.0,19.0,-54.0,-145.0,-34.0
1733,稅後淨利,41.0,17.0,48.0,20.0,58.0,-39.0,37.0,1.0
1733,每股盈餘,0.45,0.17,0.45,0.22,0.58,-0.39,-1.31,0.01
1734,營業收入淨額,599.0,631.0,633.0,601.0,589.0,568.0,656.0,590.0
1734,營業利益,-37.0,-4.0,-2.0,-10.0,-20.0,-30.0,-16.0,-39.0
1734,營業外收入及支出,14.0,-3.0,7.0,3.0,7.0,-7.0,81.0,7.0
1734,稅後淨利,-33.0,-8.0,-7.0,-17.0,-22.0,-43.0,-27.0,-35.0
1734,每股盈餘,-0.01,0.1,0.13,0.08,0.06,-0.05,0.25,-0.04
1736,營業收入淨額,4516.0,4485.0,6570.0,4984.0,3894.0,4592.0,6462.0,5199.0
1736,營業利益,-322.0,-171.0,558.0,16.0,-333.0,-104.0,644.0,138.0
1736,營業外收入及支出,157.0,-19.0,-97.0,65.0,71.0,50.0,112.0,52.0
1736,稅後淨利,-172.0,-174.0,336.0,96.0,-189.0,-53.0,538.0,171.0
1736,每股盈餘,-0.48,-0.65,1.12,0.23,-0.72,-0.2,1.87,0.54
1760,營業收入淨額,349.0,263.0,346.0,314.0,270.0,282.0,339.0,248.0
1760,營業利益,64.0,14.0,31.0,39.0,21.0,54.0,86.0,27.0
1760,營業外收入及支出,4.0,-3.0,1.0,-2.0,1.0,-1.0,2.0,0.0
1760,稅後淨利,40.0,5.0,14.0,26.0,15.0,34.0,63.0,14.0
1760,每股盈餘,0.53,0.07,0.21,0.39,0.24,0.56,1.07,0.23
1762,營業收入淨額,333.0,276.0,344.0,360.0,192.0,272.0,302.0,334.0
1762,營業利益,18.0,6.0,23.0,68.0,-13.0,1.0,33.0,22.0
1762,營業外收入及支出,1.0,-3.0,40.0,4.0,1.0,-14.0,2.0,-5.0
1762,稅後淨利,16.0,3.0,6.0,62.0,-12.0,-12.0,28.0,14.0
1762,每股盈餘,0.19,0.05,0.62,0.8,-0.16,-0.15,0.37,0.18
1783,營業收入淨額,114.0,106.0,111.0,106.0,118.0,93.0,104.0,88.0
1783,營業利益,16.0,10.0,6.0,7.0,6.0,1.0,1.0,-2.0
1783,營業外收入及支出,9.0,-2.0,-3.0,1.0,2.0,-5.0,2.0,1.0
1783,稅後淨利,24.0,8.0,4.0,7.0,7.0,-4.0,4.0,-3.0
1783,每股盈餘,0.34,0.12,0.05,0.11,0.12,-0.06,0.05,-0.02
1786,營業收入淨額,51.0,104.0,87.0,54.0,68.0,49.0,72.0,61.0
1786,營業利益,1.0,40.0,23.0,3.0,5.0,1.0,14.0,10.0
1786,營業外收入及支出,4.0,-1.0,0.0,-2.0,-4.0,-3.0,3.0,-58.0
1786,稅後淨利,4.0,36.0,20.0,1.0,1.0,-2.0,22.0,-48.0
1786,每股盈餘,0.07,0.69,0.34,0.02,0.02,-0.04,0.42,-0.93
1789,營業收入淨額,986.0,861.0,933.0,849.0,997.0,962.0,1035.0,1004.0
1789,營業利益,160.0,121.0,100.0,152.0,86.0,221.0,210.0,233.0
1789,營業外收入及支出,-2.0,-31.0,-23.0,-25.0,-7.0,-29.0,3.0,-27.0
1789,稅後淨利,146.0,135.0,56.0,107.0,87.0,158.0,156.0,158.0
1789,每股盈餘,0.17,0.17,0.08,0.14,0.11,0.22,0.19,0.22
3164,營業收入淨額,60.0,133.0,116.0,161.0,143.0,132.0,120.0,146.0
3164,營業利益,42.0,8.0,-14.0,24.0,9.0,8.0,-11.0,-8.0
3164,營業外收入及支出,0.0,-2.0,0.0,7.0,3.0,-5.0,-202.0,0.0
3164,稅後淨利,-96.0,9.0,-16.0,23.0,41.0,-2.0,-15.0,-10.0
3164,每股盈餘,1.05,0.05,-0.18,0.26,0.46,-0.03,-2.44,-0.11
3705,營業收入淨額,1797.0,1748.0,1805.0,1710.0,1560.0,1548.0,1601.0,1563.0
3705,營業利益,186.0,212.0,97.0,118.0,120.0,187.0,119.0,106.0
3705,營業外收入及支出,54.0,29.0,31.0,4.0,48.0,15.0,5.0,5.0
3705,稅後淨利,181.0,168.0,85.0,90.0,103.0,164.0,116.0,87.0
3705,每股盈餘,0.67,0.63,0.41,0.39,0.5,0.63,0.39,0.37
4104,營業收入淨額,1566.0,1553.0,1574.0,1517.0,1517.0,1487.0,1605.0,1548.0
4104,營業利益,102.0,133.0,85.0,105.0,110.0,152.0,90.0,99.0
4104,營業外收入及支出,74.0,22.0,39.0,15.0,21.0,26.0,33.0,38.0
4104,稅後淨利,151.0,134.0,100.0,105.0,119.0,159.0,111.0,117.0
4104,每股盈餘,0.98,0.82,0.64,0.71,0.77,1.0,0.63,0.74
4106,營業收入淨額,544.0,499.0,505.0,555.0,529.0,456.0,512.0,411.0
4106,營業利益,30.0,33.0,7.0,39.0,65.0,40.0,29.0,25.0
4106,營業外收入及支出,6.0,0.0,6.0,2.0,-3.0,-4.0,-8.0,4.0
4106,稅後淨利,24.0,24.0,20.0,23.0,48.0,26.0,16.0,26.0
4106,每股盈餘,0.29,0.28,0.24,0.28,0.58,0.32,0.19,0.32
4108,營業收入淨額,28.0,30.0,16.0,19.0,11.0,7.0,9.0,7.0
4108,營業利益,-58.0,-54.0,-107.0,-59.0,-49.0,-53.0,-57.0,-51.0
4108,營業外收入及支出,20.0,34.0,3.0,14.0,4.0,4.0,4.0,15.0
4108,稅後淨利,-38.0,-20.0,-104.0,-45.0,-45.0,-50.0,-65.0,-38.0
4108,每股盈餘,-0.16,-0.21,-0.57,-0.23,-0.22,-0.25,-0.35,-0.18
4119,營業收入淨額,530.0,426.0,333.0,355.0,284.0,329.0,258.0,477.0
4119,營業利益,157.0,80.0,72.0,47.0,50.0,66.0,31.0,125.0
4119,營業外收入及支出,26.0,-7.0,0.0,1.0,3.0,-3.0,9.0,-12.0
4119,稅後淨利,149.0,59.0,58.0,41.0,39.0,49.0,33.0,95.0
4119,每股盈餘,1.88,0.77,0.75,0.51,0.5,0.65,0.44,1.19
4133,營業收入淨額,114.0,109.0,111.0,122.0,122.0,120.0,103.0,107.0
4133,營業利益,6.0,5.0,11.0,17.0,12.0,18.0,13.0,9.0
4133,營業外收入及支出,5.0,3.0,9.0,1.0,8.0,-5.0,9.0,0.0
4133,稅後淨利,13.0,3.0,11.0,16.0,17.0,12.0,17.0,8.0
4133,每股盈餘,0.21,0.14,0.22,0.28,0.29,0.2,0.3,0.14
4142,營業收入淨額,30.0,70.0,211.0,226.0,50.0,75.0,296.0,154.0
4142,營業利益,-155.0,-179.0,-181.0,-106.0,-231.0,-187.0,-195.0,-127.0
4142,營業外收入及支出,66.0,-6.0,-131.0,-9.0,80.0,-12.0,-23.0,-5.0
4142,稅後淨利,-89.0,-185.0,-184.0,-115.0,-151.0,-196.0,-219.0,-132.0
4142,每股盈餘,-0.33,-0.76,-1.29,-0.48,-0.63,-0.84,-0.91,-0.55
4155,營業收入淨額,256.0,295.0,257.0,349.0,338.0,289.0,305.0,250.0
4155,營業利益,12.0,39.0,20.0,41.0,36.0,34.0,3.0,17.0
4155,營業外收入及支出,29.0,15.0,12.0,11.0,13.0,-3.0,21.0,-1.0
4155,稅後淨利,29.0,42.0,28.0,39.0,33.0,26.0,17.0,4.0
4155,每股盈餘,0.39,0.59,0.44,0.63,0.53,0.42,0.27,0.05
4164,營業收入淨額,429.0,159.0,337.0,194.0,210.0,337.0,559.0,158.0
4164,營業利益,147.0,54.0,120.0,73.0,46.0,114.0,172.0,48.0
4164,營業外收入及支出,-5.0,-26.0,-301.0,-37.0,-18.0,-23.0,-21.0,-24.0
4164,稅後淨利,122.0,19.0,74.0,28.0,20.0,75.0,130.0,17.0
4164,每股盈餘,0.88,0.12,-1.44,0.16,0.15,0.52,0.89,0.11
4737,營業收入淨額,439.0,391.0,579.0,439.0,424.0,386.0,531.0,447.0
4737,營業利益,42.0,20.0,93.0,59.0,59.0,37.0,105.0,66.0
4737,營業外收入及支出,-10.0,-4.0,-29.0,-1.0,-25.0,-5.0,-19.0,-1.0
4737,稅後淨利,32.0,14.0,77.0,47.0,59.0,26.0,102.0,54.0
4737,每股盈餘,0.47,0.24,0.79,0.82,0.49,0.41,1.13,0.86
4746,營業收入淨額,693.0,613.0,668.0,626.0,668.0,577.0,780.0,768.0
4746,營業利益,14.0,1.0,53.0,57.0,147.0,121.0,151.0,165.0
4746,營業外收入及支出,21.0,137.0,-18.0,-4.0,14.0,-59.0,19.0,-40.0
4746,稅後淨利,38.0,-5.0,25.0,38.0,108.0,48.0,137.0,93.0
4746,每股盈餘,0.29,1.84,0.31,0.42,1.34,0.58,1.56,1.09
1802,營業收入淨額,11833.0,10995.0,12600.0,11940.0,10671.0,9732.0,11471.0,11296.0
1802,營業利益,897.0,764.0,882.0,833.0,520.0,406.0,587.0,214.0
1802,營業外收入及支出,-354.0,145.0,114.0,75.0,-67.0,-371.0,-942.0,-593.0
1802,稅後淨利,372.0,807.0,968.0,831.0,405.0,-25.0,-406.0,-331.0
1802,每股盈餘,0.13,0.26,0.32,0.28,0.13,0.0,-0.14,-0.12
1806,營業收入淨額,1782.0,974.0,1362.0,1466.0,1396.0,948.0,1288.0,1378.0
1806,營業利益,85.0,-291.0,52.0,72.0,74.0,-164.0,76.0,-24.0
1806,營業外收入及支出,-52.0,3.0,-34.0,3.0,-4.0,-48.0,-50.0,12.0
1806,稅後淨利,38.0,-287.0,6.0,59.0,57.0,-213.0,40.0,-35.0
1806,每股盈餘,0.02,-0.66,0.01,0.14,0.13,-0.49,0.1,-0.06
1809,營業收入淨額,694.0,544.0,619.0,693.0,568.0,539.0,597.0,594.0
1809,營業利益,7.0,-25.0,-45.0,21.0,-59.0,-11.0,-21.0,10.0
1809,營業外收入及支出,16.0,-7.0,-4.0,4.0,162.0,-21.0,9.0,-4.0
1809,稅後淨利,30.0,-42.0,-183.0,177.0,-92.0,-43.0,-11.0,11.0
1809,每股盈餘,0.17,-0.19,-0.12,0.09,0.15,-0.22,-0.01,0.09
1810,營業收入淨額,1378.0,1223.0,1576.0,1402.0,1427.0,1253.0,1684.0,1445.0
1810,營業利益,11.0,-9.0,69.0,32.0,53.0,-8.0,-30.0,-16.0
1810,營業外收入及支出,-15.0,2.0,10.0,44.0,12.0,34.0,41.0,372.0
1810,稅後淨利,-19.0,-11.0,55.0,36.0,13.0,-22.0,-40.0,-21.0
1810,每股盈餘,-0.05,-0.01,0.17,0.15,0.07,0.06,0.0,0.86
1817,營業收入淨額,581.0,545.0,649.0,594.0,583.0,505.0,634.0,560.0
1817,營業利益,81.0,80.0,92.0,88.0,88.0,62.0,105.0,86.0
1817,營業外收入及支出,4.0,4.0,2.0,4.0,3.0,1.0,3.0,2.0
1817,稅後淨利,59.0,56.0,80.0,68.0,64.0,48.0,81.0,64.0
1817,每股盈餘,0.81,0.78,1.1,0.94,0.88,0.66,1.12,0.89
1902,營業收入淨額,721.0,682.0,789.0,761.0,706.0,756.0,1222.0,1001.0
1902,營業利益,72.0,46.0,44.0,68.0,60.0,57.0,-170.0,24.0
1902,營業外收入及支出,92.0,205.0,70.0,22.0,19.0,-2.0,-235.0,48.0
1902,稅後淨利,120.0,45.0,29.0,69.0,60.0,37.0,-120.0,41.0
1902,每股盈餘,0.29,0.5,0.2,0.15,0.14,0.08,-0.96,0.14
1903,營業收入淨額,62.0,48.0,13.0,49.0,44.0,9.0,9.0,8.0
1903,營業利益,-53.0,-33.0,-51.0,-24.0,-48.0,-44.0,-46.0,-56.0
1903,營業外收入及支出,-4.0,-3.0,-4.0,9.0,-3.0,-5.0,1.0,45.0
1903,稅後淨利,-58.0,-36.0,-55.0,-16.0,-51.0,-49.0,-42.0,-11.0
1903,每股盈餘,-0.22,-0.14,-0.21,-0.06,-0.2,-0.19,-0.17,-0.04
1904,營業收入淨額,10733.0,10038.0,10684.0,13108.0,9332.0,9408.0,10582.0,10297.0
1904,營業利益,793.0,334.0,741.0,584.0,426.0,520.0,538.0,542.0
1904,營業外收入及支出,75.0,2337.0,-199.0,-59.0,-35.0,-145.0,-146.0,79.0
1904,稅後淨利,673.0,-54.0,496.0,457.0,328.0,233.0,216.0,170.0
1904,每股盈餘,0.63,1.77,0.39,0.28,0.31,0.32,0.23,0.35
1905,營業收入淨額,6227.0,5772.0,6195.0,5713.0,5346.0,5611.0,5886.0,5447.0
1905,營業利益,204.0,56.0,268.0,141.0,170.0,214.0,147.0,47.0
1905,營業外收入及支出,-29.0,50.0,14.0,82.0,29.0,-32.0,-20.0,-7.0
1905,稅後淨利,174.0,69.0,183.0,207.0,194.0,102.0,172.0,38.0
1905,每股盈餘,0.12,0.04,0.14,0.16,0.15,0.12,0.14,0.05
1906,營業收入淨額,500.0,623.0,613.0,512.0,448.0,242.0,432.0,459.0
1906,營業利益,5.0,2.0,12.0,1.0,0.0,-2.0,-1.0,0.0
1906,營業外收入及支出,466.0,-18.0,33.0,83.0,329.0,37.0,977.0,-20.0
1906,稅後淨利,448.0,-17.0,47.0,84.0,263.0,15.0,-62.0,-19.0
1906,每股盈餘,2.97,-0.11,0.3,0.56,1.74,0.17,5.86,-0.13
1907,營業收入淨額,19036.0,17819.0,17963.0,17466.0,15831.0,15510.0,16948.0,15562.0
1907,營業利益,860.0,256.0,766.0,734.0,863.0,598.0,116.0,329.0
1907,營業外收入及支出,34.0,93.0,-312.0,633.0,-16.0,-426.0,69.0,244.0
1907,稅後淨利,59.0,404.0,427.0,1337.0,914.0,346.0,-405.0,545.0
1907,每股盈餘,0.26,0.07,0.05,0.64,0.3,-0.03,0.01,0.21
1909,營業收入淨額,15245.0,11277.0,14804.0,12700.0,9759.0,9785.0,9238.0,7952.0
1909,營業利益,1150.0,595.0,1471.0,1418.0,839.0,1580.0,1047.0,577.0
1909,營業外收入及支出,-66.0,-162.0,-200.0,50.0,407.0,-219.0,750.0,-278.0
1909,稅後淨利,735.0,285.0,943.0,1198.0,776.0,1036.0,679.0,25.0
1909,每股盈餘,0.64,0.24,0.81,1.01,0.83,0.9,1.66,0.2
2002,營業收入淨額,100324.0,93390.0,90245.0,88917.0,84865.0,82984.0,82171.0,73593.0
2002,營業利益,8766.0,6041.0,8443.0,4841.0,5204.0,6434.0,7009.0,9220.0
2002,營業外收入及支出,-620.0,-306.0,114.0,191.0,-780.0,-1044.0,-1784.0,-395.0
2002,稅後淨利,7596.0,5546.0,6957.0,4176.0,4058.0,4691.0,5078.0,7775.0
2002,每股盈餘,0.42,0.3,0.4,0.23,0.22,0.24,0.23,0.43
2006,營業收入淨額,10049.0,8799.0,9217.0,7991.0,7097.0,7444.0,6179.0,5834.0
2006,營業利益,336.0,356.0,619.0,183.0,443.0,598.0,283.0,269.0
2006,營業外收入及支出,51.0,-11.0,38.0,130.0,13.0,-23.0,52.0,73.0
2006,稅後淨利,236.0,287.0,597.0,247.0,412.0,539.0,246.0,314.0
2006,每股盈餘,0.29,0.27,0.54,0.26,0.41,0.5,0.29,0.3
2007,營業收入淨額,2218.0,2367.0,1930.0,2090.0,1916.0,2065.0,1845.0,1771.0
2007,營業利益,40.0,62.0,23.0,-2.0,-43.0,35.0,-20.0,-43.0
2007,營業外收入及支出,-35.0,-47.0,-42.0,-41.0,-40.0,-58.0,-53.0,-61.0
2007,稅後淨利,0.0,16.0,-26.0,-52.0,-83.0,-22.0,-31.0,-98.0
2007,每股盈餘,0.01,0.03,-0.05,-0.1,-0.13,-0.04,-0.12,-0.17
2008,營業收入淨額,369.0,282.0,348.0,391.0,305.0,223.0,330.0,223.0
2008,營業利益,-56.0,-31.0,-36.0,-21.0,-52.0,-37.0,-24.0,-25.0
2008,營業外收入及支出,-6.0,-13.0,-47.0,-17.0,-3.0,-11.0,-20.0,-4.0
2008,稅後淨利,-61.0,-114.0,-47.0,-18.0,-56.0,-45.0,-36.0,-8.0
2008,每股盈餘,-0.31,-0.57,-0.38,-0.17,-0.25,-0.22,-0.18,-0.12
2009,營業收入淨額,805.0,787.0,839.0,745.0,768.0,698.0,715.0,651.0
2009,營業利益,21.0,39.0,54.0,26.0,37.0,51.0,3.0,-50.0
2009,營業外收入及支出,-19.0,-8.0,-6.0,127.0,19.0,-5.0,2.0,-5.0
2009,稅後淨利,28.0,39.0,38.0,22.0,31.0,44.0,-28.0,-51.0
2009,每股盈餘,-0.01,0.09,0.09,0.41,0.14,0.1,-0.08,-0.15
2010,營業收入淨額,5156.0,4180.0,4225.0,4494.0,4454.0,4093.0,3847.0,4044.0
2010,營業利益,76.0,49.0,68.0,48.0,47.0,188.0,120.0,165.0
2010,營業外收入及支出,36.0,15.0,128.0,16.0,10.0,47.0,44.0,45.0
2010,稅後淨利,79.0,70.0,146.0,56.0,18.0,180.0,122.0,161.0
2010,每股盈餘,0.12,0.11,0.2,0.09,0.04,0.27,0.2,0.25
2012,營業收入淨額,2395.0,2349.0,2436.0,2211.0,2292.0,2059.0,2306.0,2139.0
2012,營業利益,164.0,156.0,178.0,69.0,134.0,163.0,132.0,226.0
2012,營業外收入及支出,-17.0,4.0,-33.0,-6.0,3.0,-124.0,23.0,-84.0
2012,稅後淨利,121.0,141.0,121.0,54.0,116.0,30.0,131.0,118.0
2012,每股盈餘,0.38,0.44,0.33,0.16,0.34,0.05,0.45,0.31
2013,營業收入淨額,5704.0,3967.0,4001.0,4132.0,4127.0,4243.0,4403.0,4972.0
2013,營業利益,7.0,2.0,-22.0,-32.0,16.0,39.0,-16.0,51.0
2013,營業外收入及支出,24.0,-2.0,47.0,48.0,1.0,-20.0,17.0,-15.0
2013,稅後淨利,29.0,29.0,-15.0,-17.0,9.0,18.0,4.0,21.0
2013,每股盈餘,0.15,0.15,0.07,0.07,0.05,0.09,0.01,0.11
2014,營業收入淨額,12265.0,11127.0,10957.0,10348.0,9458.0,10029.0,9448.0,8052.0
2014,營業利益,831.0,733.0,1185.0,354.0,326.0,709.0,470.0,736.0
2014,營業外收入及支出,12.0,-5.0,-26.0,85.0,-14.0,-13.0,-61.0,31.0
2014,稅後淨利,851.0,727.0,1153.0,447.0,302.0,697.0,437.0,765.0
2014,每股盈餘,0.59,0.51,0.81,0.31,0.22,0.48,0.28,0.53
2015,營業收入淨額,8208.0,6762.0,7419.0,5831.0,5889.0,6503.0,6235.0,5213.0
2015,營業利益,826.0,742.0,1037.0,502.0,650.0,844.0,604.0,564.0
2015,營業外收入及支出,88.0,38.0,58.0,95.0,39.0,16.0,-206.0,49.0
2015,稅後淨利,698.0,671.0,920.0,505.0,575.0,718.0,615.0,516.0
2015,每股盈餘,1.2,1.15,1.58,0.87,0.99,1.24,0.58,0.89
2017,營業收入淨額,1239.0,1123.0,1102.0,1276.0,848.0,1168.0,1051.0,1075.0
2017,營業利益,17.0,39.0,61.0,114.0,44.0,118.0,51.0,100.0
2017,營業外收入及支出,-5.0,1.0,-4.0,-1.0,10.0,38.0,-4.0,-6.0
2017,稅後淨利,12.0,39.0,82.0,101.0,44.0,154.0,43.0,83.0
2017,每股盈餘,0.1,0.19,0.26,0.18,0.08,0.47,0.14,0.1
2020,營業收入淨額,1237.0,1187.0,1143.0,1364.0,1154.0,1207.0,1195.0,1150.0
2020,營業利益,74.0,57.0,85.0,22.0,115.0,162.0,105.0,136.0
2020,營業外收入及支出,49.0,68.0,9.0,78.0,27.0,5.0,11.0,19.0
2020,稅後淨利,116.0,64.0,87.0,81.0,94.0,133.0,92.0,159.0
2020,每股盈餘,0.5,0.46,0.31,0.28,0.34,0.52,0.35,0.48
2022,營業收入淨額,2807.0,2337.0,2110.0,2260.0,1757.0,1707.0,1547.0,1734.0
2022,營業利益,26.0,-15.0,63.0,44.0,-51.0,54.0,17.0,38.0
2022,營業外收入及支出,-57.0,140.0,22.0,-35.0,-43.0,-31.0,-37.0,-7.0
2022,稅後淨利,-54.0,116.0,86.0,-13.0,-103.0,21.0,-104.0,90.0
2022,每股盈餘,-0.05,0.11,0.13,-0.07,-0.2,-0.02,-0.16,-0.03
2023,營業收入淨額,19463.0,18852.0,17884.0,18887.0,15926.0,18580.0,15073.0,13683.0
