,,2018_2Q,2018_1Q,2017_4Q,2017_3Q,2017_2Q,2017_1Q,2016_4Q,2016_3Q
3057,稅後淨利,65.0,-55.0,-182.0,-86.0,-74.0,-128.0,-52.0,-51.0
3057,每股盈餘,0.43,-0.35,-1.99,-0.55,-0.37,-0.82,-0.97,-0.33
3060,營業收入淨額,1630.0,1746.0,2017.0,1950.0,1842.0,1855.0,2206.0,2160.0
3060,營業利益,-90.0,-98.0,-69.0,-63.0,-8.0,66.0,133.0,63.0
3060,營業外收入及支出,62.0,-46.0,-9.0,91.0,19.0,-26.0,65.0,22.0
3060,稅後淨利,-50.0,-184.0,-19.0,-62.0,-10.0,-2.0,153.0,76.0
3060,每股盈餘,-0.1,-1.17,-0.04,0.13,0.03,0.21,0.43,0.33
3231,營業收入淨額,189348.0,217053.0,261603.0,212232.0,193838.0,168408.0,210047.0,168538.0
3231,營業利益,2120.0,1856.0,2313.0,1676.0,1434.0,491.0,2253.0,1283.0
3231,營業外收入及支出,-264.0,-38.0,379.0,-252.0,-168.0,286.0,190.0,-486.0
3231,稅後淨利,-36.0,1514.0,1628.0,1180.0,823.0,2398.0,399.0,1959.0
3231,每股盈餘,0.23,0.34,0.61,0.35,0.31,0.22,0.59,0.21
3416,營業收入淨額,394.0,389.0,387.0,344.0,333.0,351.0,361.0,311.0
3416,營業利益,39.0,50.0,42.0,38.0,33.0,50.0,41.0,48.0
3416,營業外收入及支出,18.0,3.0,3.0,-1.0,2.0,-14.0,8.0,-4.0
3416,稅後淨利,47.0,43.0,43.0,38.0,34.0,30.0,47.0,38.0
3416,每股盈餘,0.65,0.6,0.7,0.52,0.49,0.5,0.69,0.64
3494,營業收入淨額,289.0,251.0,264.0,251.0,361.0,351.0,399.0,442.0
3494,營業利益,-99.0,-82.0,-103.0,-92.0,-32.0,-60.0,-94.0,-64.0
3494,營業外收入及支出,-9.0,3.0,-113.0,-7.0,3.0,-15.0,16.0,-9.0
3494,稅後淨利,-104.0,-77.0,-110.0,-91.0,-20.0,-74.0,-63.0,-71.0
3494,每股盈餘,-0.42,-0.3,-0.95,-0.5,-0.12,-0.31,-0.35,-0.39
3515,營業收入淨額,2375.0,2636.0,2555.0,2642.0,2378.0,1958.0,2037.0,1841.0
3515,營業利益,170.0,243.0,148.0,198.0,71.0,88.0,14.0,68.0
3515,營業外收入及支出,28.0,-12.0,13.0,11.0,18.0,15.0,6.0,-7.0
3515,稅後淨利,162.0,178.0,119.0,172.0,64.0,88.0,-2.0,50.0
3515,每股盈餘,1.35,1.56,1.01,1.52,0.7,0.82,0.08,0.51
3701,營業收入淨額,1348.0,1352.0,1876.0,2340.0,1793.0,1790.0,2258.0,2208.0
3701,營業利益,-106.0,-288.0,-130.0,-58.0,-67.0,-171.0,-2.0,28.0
3701,營業外收入及支出,532.0,162.0,75.0,18.0,103.0,310.0,105.0,88.0
3701,稅後淨利,-26.0,-299.0,-60.0,-55.0,-10.0,-41.0,40.0,82.0
3701,每股盈餘,0.56,-0.19,-0.1,0.0,0.04,0.36,0.07,0.11
3706,營業收入淨額,7662.0,8251.0,11009.0,13156.0,13819.0,10777.0,14937.0,12650.0
3706,營業利益,119.0,1.0,97.0,130.0,283.0,230.0,212.0,295.0
3706,營業外收入及支出,576.0,1221.0,609.0,660.0,512.0,381.0,1128.0,572.0
3706,稅後淨利,615.0,227.0,638.0,715.0,645.0,557.0,907.0,746.0
3706,每股盈餘,0.79,1.5,0.84,0.92,0.79,0.68,1.44,1.01
4916,營業收入淨額,2230.0,2074.0,1843.0,2023.0,1025.0,680.0,582.0,682.0
4916,營業利益,125.0,76.0,20.0,93.0,43.0,33.0,13.0,77.0
4916,營業外收入及支出,19.0,-2.0,33.0,-40.0,97.0,-23.0,11.0,-15.0
4916,稅後淨利,116.0,59.0,-39.0,79.0,27.0,5.0,24.0,56.0
4916,每股盈餘,1.02,0.52,0.14,-0.4,1.21,0.08,0.33,0.81
4938,營業收入淨額,272152.0,281574.0,378267.0,337571.0,241502.0,239974.0,361373.0,317341.0
4938,營業利益,1638.0,2150.0,4648.0,4388.0,4386.0,5577.0,9027.0,7815.0
4938,營業外收入及支出,1605.0,137.0,849.0,555.0,479.0,-469.0,-33.0,-1210.0
4938,稅後淨利,2636.0,1961.0,3840.0,4193.0,3749.0,4061.0,6577.0,6015.0
4938,每股盈餘,1.12,0.8,1.44,1.4,1.34,1.51,2.27,2.09
5258,營業收入淨額,616.0,608.0,894.0,450.0,609.0,658.0,736.0,572.0
5258,營業利益,37.0,-10.0,85.0,13.0,3.0,59.0,55.0,61.0
5258,營業外收入及支出,40.0,-6.0,-4.0,-5.0,12.0,-43.0,12.0,-22.0
5258,稅後淨利,58.0,-9.0,69.0,2.0,-4.0,12.0,51.0,31.0
5258,每股盈餘,0.68,-0.32,0.74,0.04,-0.09,0.11,0.73,0.37
6117,營業收入淨額,494.0,515.0,503.0,537.0,470.0,435.0,507.0,670.0
6117,營業利益,-59.0,-59.0,-82.0,-35.0,-76.0,-65.0,-77.0,-4.0
6117,營業外收入及支出,35.0,-7.0,651.0,0.0,-2.0,-22.0,3.0,-10.0
6117,稅後淨利,-44.0,-47.0,466.0,-29.0,-67.0,-77.0,-85.0,-14.0
6117,每股盈餘,-0.47,-0.5,5.05,-0.29,-0.72,-0.83,-0.95,-0.11
6128,營業收入淨額,1741.0,1696.0,393.0,403.0,477.0,433.0,463.0,476.0
6128,營業利益,151.0,131.0,10.0,38.0,94.0,88.0,101.0,116.0
6128,營業外收入及支出,-180.0,-80.0,309.0,-6.0,0.0,-30.0,16.0,-18.0
6128,稅後淨利,-90.0,37.0,-42.0,18.0,73.0,48.0,92.0,88.0
6128,每股盈餘,-0.7,0.42,3.65,0.2,0.83,0.54,1.05,0.89
6166,營業收入淨額,2683.0,2260.0,2756.0,2888.0,2721.0,2303.0,2856.0,2302.0
6166,營業利益,70.0,5.0,94.0,158.0,113.0,109.0,303.0,117.0
6166,營業外收入及支出,-11.0,13.0,12.0,52.0,36.0,-70.0,-13.0,-53.0
6166,稅後淨利,49.0,24.0,81.0,168.0,124.0,26.0,271.0,52.0
6166,每股盈餘,0.22,0.1,0.37,0.76,0.56,0.11,1.07,0.23
6172,營業收入淨額,94.0,84.0,87.0,81.0,60.0,54.0,70.0,90.0
6172,營業利益,-1.0,-1.0,1.0,-4.0,-2.0,-2.0,-3.0,-1.0
6172,營業外收入及支出,7.0,1.0,1.0,2.0,2.0,-4.0,27.0,-1.0
6172,稅後淨利,6.0,-2.0,-1.0,-1.0,0.0,-6.0,-8.0,-2.0
6172,每股盈餘,0.21,-0.07,0.07,-0.06,0.0,-0.2,0.46,-0.07
6206,營業收入淨額,2135.0,1730.0,1713.0,1547.0,1785.0,1520.0,1418.0,1451.0
6206,營業利益,346.0,216.0,215.0,212.0,281.0,227.0,197.0,243.0
6206,營業外收入及支出,34.0,-23.0,-16.0,1.0,3.0,-90.0,79.0,-46.0
6206,稅後淨利,322.0,164.0,188.0,180.0,251.0,119.0,198.0,174.0
6206,每股盈餘,2.26,1.16,1.27,1.24,1.68,0.85,1.62,1.21
6230,營業收入淨額,1832.0,1647.0,1874.0,1966.0,1715.0,1513.0,1887.0,1862.0
6230,營業利益,166.0,166.0,186.0,240.0,144.0,197.0,295.0,236.0
6230,營業外收入及支出,116.0,-73.0,-31.0,-20.0,-5.0,-46.0,90.0,-10.0
6230,稅後淨利,189.0,34.0,120.0,186.0,91.0,116.0,280.0,168.0
6230,每股盈餘,2.18,0.38,1.37,2.08,1.05,1.3,3.24,1.94
6235,營業收入淨額,898.0,831.0,921.0,802.0,708.0,677.0,665.0,563.0
6235,營業利益,22.0,3.0,100.0,30.0,32.0,61.0,-64.0,28.0
6235,營業外收入及支出,26.0,-14.0,-16.0,2.0,3.0,-54.0,6.0,8.0
6235,稅後淨利,42.0,-12.0,82.0,28.0,-11.0,-8.0,-59.0,25.0
6235,每股盈餘,0.26,-0.07,0.44,0.17,-0.06,-0.05,7.57,0.19
6277,營業收入淨額,1261.0,1273.0,1373.0,1238.0,1144.0,1192.0,1240.0,1278.0
6277,營業利益,217.0,250.0,273.0,223.0,167.0,224.0,215.0,261.0
6277,營業外收入及支出,18.0,14.0,19.0,21.0,9.0,11.0,18.0,20.0
6277,稅後淨利,194.0,189.0,219.0,199.0,161.0,180.0,179.0,214.0
6277,每股盈餘,1.6,1.54,1.76,1.58,1.22,1.52,1.54,1.82
6414,營業收入淨額,14674.0,10824.0,15129.0,11889.0,4232.0,3654.0,3958.0,3821.0
6414,營業利益,361.0,596.0,763.0,625.0,199.0,294.0,318.0,398.0
6414,營業外收入及支出,353.0,-21.0,273.0,60.0,171.0,-17.0,73.0,18.0
6414,稅後淨利,480.0,479.0,822.0,540.0,226.0,226.0,337.0,334.0
6414,每股盈餘,3.31,2.72,4.52,3.97,3.91,2.43,3.61,3.5
6579,營業收入淨額,1393.0,1281.0,1273.0,1335.0,1466.0,1337.0,1338.0,1515.0
6579,營業利益,114.0,50.0,80.0,99.0,176.0,103.0,192.0,178.0
6579,營業外收入及支出,270.0,225.0,100.0,60.0,83.0,2.0,19.0,-2.0
6579,稅後淨利,130.0,46.0,64.0,95.0,148.0,47.0,175.0,126.0
6579,每股盈餘,2.95,2.56,1.48,1.24,2.14,0.85,1.34,1.46
8114,營業收入淨額,2452.0,2236.0,2167.0,1179.0,1220.0,1108.0,1339.0,912.0
8114,營業利益,205.0,164.0,203.0,151.0,208.0,185.0,221.0,181.0
8114,營業外收入及支出,46.0,26.0,84.0,149.0,-15.0,-60.0,-25.0,-49.0
8114,稅後淨利,145.0,54.0,78.0,94.0,158.0,102.0,271.0,98.0
8114,每股盈餘,2.15,1.87,1.18,3.55,2.09,1.25,3.81,1.41
8163,營業收入淨額,5161.0,4001.0,4663.0,4676.0,4549.0,3776.0,4744.0,5154.0
8163,營業利益,502.0,114.0,167.0,209.0,162.0,96.0,187.0,177.0
8163,營業外收入及支出,-2.0,65.0,48.0,17.0,18.0,10.0,26.0,46.0
8163,稅後淨利,421.0,34.0,95.0,186.0,128.0,67.0,209.0,171.0
8163,每股盈餘,1.41,0.5,0.62,0.64,0.51,0.3,0.57,0.6
8210,營業收入淨額,1498.0,1389.0,1598.0,1366.0,1315.0,1235.0,1338.0,1268.0
8210,營業利益,128.0,128.0,216.0,113.0,148.0,205.0,205.0,197.0
8210,營業外收入及支出,44.0,-32.0,-23.0,-10.0,-9.0,-27.0,43.0,-16.0
8210,稅後淨利,132.0,55.0,147.0,80.0,105.0,125.0,185.0,134.0
8210,每股盈餘,1.1,0.45,1.23,0.66,0.87,1.04,1.55,1.12
9912,營業收入淨額,187.0,190.0,216.0,196.0,189.0,165.0,194.0,189.0
9912,營業利益,1.0,4.0,11.0,0.0,1.0,0.0,-2.0,2.0
9912,營業外收入及支出,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,-2.0
9912,稅後淨利,-4.0,3.0,6.0,2.0,3.0,1.0,-2.0,0.0
9912,每股盈餘,0.0,0.05,0.13,0.01,0.0,0.02,0.0,0.0
2323,營業收入淨額,2165.0,1931.0,2349.0,2255.0,2218.0,2183.0,2325.0,2781.0
2323,營業利益,-229.0,-360.0,-307.0,-284.0,-295.0,-443.0,-834.0,-356.0
2323,營業外收入及支出,103.0,-78.0,73.0,28.0,314.0,-68.0,-259.0,-29.0
2323,稅後淨利,-217.0,-378.0,-369.0,-251.0,-296.0,-548.0,-889.0,-420.0
2323,每股盈餘,-0.09,-0.25,-0.16,-0.16,-0.01,-0.28,-0.64,-0.22
2340,營業收入淨額,1388.0,1311.0,1237.0,1391.0,1389.0,1573.0,1256.0,1476.0
2340,營業利益,175.0,175.0,128.0,211.0,193.0,251.0,202.0,192.0
2340,營業外收入及支出,14.0,6.0,34.0,16.0,7.0,-28.0,14.0,130.0
2340,稅後淨利,157.0,159.0,128.0,190.0,169.0,182.0,179.0,152.0
2340,每股盈餘,0.34,0.36,0.25,0.39,0.3,0.34,0.32,0.53
2349,營業收入淨額,2420.0,2311.0,2679.0,2431.0,2358.0,2329.0,2472.0,2493.0
2349,營業利益,-232.0,-249.0,-396.0,-401.0,-359.0,-220.0,-272.0,-186.0
2349,營業外收入及支出,86.0,-84.0,-513.0,23.0,72.0,-147.0,-826.0,-136.0
2349,稅後淨利,-171.0,-352.0,-704.0,-489.0,-421.0,-425.0,-657.0,-382.0
2349,每股盈餘,-0.19,-0.21,-0.67,-0.27,-0.23,-0.23,-0.55,-0.23
2374,營業收入淨額,2035.0,1904.0,2588.0,2741.0,3087.0,2785.0,3024.0,2224.0
2374,營業利益,-199.0,-126.0,-69.0,55.0,70.0,8.0,71.0,-12.0
2374,營業外收入及支出,111.0,-13.0,46.0,85.0,11.0,22.0,93.0,258.0
2374,稅後淨利,-130.0,-115.0,-26.0,127.0,71.0,14.0,133.0,241.0
2374,每股盈餘,-0.29,-0.44,0.0,0.46,0.25,0.06,0.49,0.81
2393,營業收入淨額,5704.0,6506.0,7071.0,7092.0,7190.0,6973.0,7947.0,7832.0
2393,營業利益,222.0,195.0,251.0,385.0,482.0,575.0,384.0,696.0
2393,營業外收入及支出,92.0,-17.0,-30.0,-8.0,5.0,-152.0,131.0,-125.0
2393,稅後淨利,239.0,104.0,286.0,331.0,436.0,281.0,519.0,463.0
2393,每股盈餘,0.54,0.25,0.53,0.64,0.85,0.71,1.05,1.04
2406,營業收入淨額,2687.0,2760.0,3564.0,3339.0,2737.0,2969.0,3277.0,3479.0
2406,營業利益,-356.0,-157.0,-578.0,-27.0,-1567.0,-96.0,-44.0,-24.0
2406,營業外收入及支出,-20.0,65.0,-330.0,-35.0,163.0,-147.0,-33.0,274.0
2406,稅後淨利,-540.0,-219.0,-667.0,-95.0,-1534.0,-466.0,-148.0,-514.0
2406,每股盈餘,-1.05,-0.6,-2.27,-0.38,-4.4,-0.73,-0.4,-0.45
2409,營業收入淨額,75357.0,74831.0,81709.0,88100.0,84807.0,88845.0,92022.0,86140.0
2409,營業利益,2100.0,2953.0,5703.0,9743.0,11676.0,12017.0,11560.0,5759.0
2409,營業外收入及支出,145.0,1191.0,-440.0,764.0,-32.0,-68.0,-269.0,-340.0
2409,稅後淨利,287.0,2863.0,4076.0,8062.0,9050.0,8098.0,9659.0,4635.0
2409,每股盈餘,0.13,0.45,0.44,0.92,1.02,0.98,0.93,0.51
2426,營業收入淨額,844.0,806.0,785.0,782.0,820.0,717.0,789.0,828.0
2426,營業利益,44.0,75.0,65.0,83.0,107.0,71.0,73.0,95.0
2426,營業外收入及支出,412.0,-74.0,-4.0,-21.0,-23.0,-135.0,68.0,-81.0
2426,稅後淨利,62.0,1.0,79.0,55.0,89.0,-54.0,152.0,23.0
2426,每股盈餘,1.47,0.03,0.32,0.21,0.32,-0.19,0.56,0.07
2438,營業收入淨額,129.0,120.0,138.0,127.0,115.0,137.0,122.0,114.0
2438,營業利益,28.0,26.0,-2.0,17.0,1.0,30.0,13.0,15.0
2438,營業外收入及支出,4.0,1.0,-18.0,-11.0,-10.0,-1.0,4.0,0.0
2438,稅後淨利,24.0,20.0,-16.0,9.0,-15.0,23.0,11.0,10.0
2438,每股盈餘,0.1,0.06,-0.44,-0.17,-0.3,0.1,-0.02,-0.01
2448,營業收入淨額,5295.0,5148.0,5937.0,6958.0,6645.0,5731.0,6334.0,6592.0
2448,營業利益,53.0,127.0,418.0,851.0,621.0,417.0,425.0,190.0
2448,營業外收入及支出,164.0,-20.0,-179.0,122.0,311.0,-637.0,-761.0,-137.0
2448,稅後淨利,120.0,353.0,706.0,760.0,805.0,-325.0,1168.0,-186.0
2448,每股盈餘,0.11,0.37,0.37,0.75,0.69,-0.26,-0.15,0.0
2466,營業收入淨額,580.0,489.0,502.0,817.0,506.0,338.0,583.0,687.0
2466,營業利益,29.0,-68.0,-43.0,10.0,8.0,-47.0,23.0,-6.0
2466,營業外收入及支出,1.0,-13.0,114.0,13.0,0.0,-8.0,29.0,-1.0
2466,稅後淨利,20.0,-60.0,-114.0,8.0,-4.0,-47.0,28.0,-11.0
2466,每股盈餘,0.11,-0.37,0.16,0.13,0.02,-0.3,0.27,-0.08
2475,營業收入淨額,7145.0,6844.0,8954.0,9416.0,7625.0,9167.0,11104.0,7871.0
2475,營業利益,-1124.0,-1449.0,-806.0,74.0,-276.0,1255.0,1611.0,-402.0
2475,營業外收入及支出,-1608.0,-310.0,1106.0,69.0,1789.0,726.0,-863.0,833.0
2475,稅後淨利,-2505.0,-1693.0,924.0,181.0,-1137.0,1845.0,1076.0,335.0
2475,每股盈餘,-0.32,-0.16,-0.02,0.04,0.18,0.26,0.1,0.02
2486,營業收入淨額,1092.0,1015.0,992.0,1051.0,1078.0,1014.0,1105.0,1287.0
2486,營業利益,-41.0,-18.0,-57.0,-42.0,-8.0,-20.0,-32.0,18.0
2486,營業外收入及支出,55.0,-4.0,-14.0,0.0,16.0,-66.0,-12.0,-38.0
2486,稅後淨利,20.0,-37.0,-45.0,-36.0,3.0,-91.0,7.0,-20.0
2486,每股盈餘,0.06,-0.15,-0.29,-0.2,0.05,-0.43,-0.18,-0.06
2489,營業收入淨額,3382.0,2569.0,4792.0,4192.0,4233.0,3645.0,8717.0,6681.0
2489,營業利益,-85.0,-94.0,44.0,-63.0,-527.0,-248.0,-177.0,142.0
2489,營業外收入及支出,172.0,103.0,-282.0,197.0,144.0,-339.0,251.0,171.0
2489,稅後淨利,1.0,-81.0,173.0,-65.0,-393.0,-303.0,-102.0,135.0
2489,每股盈餘,0.04,0.03,-0.17,0.12,-0.42,-0.63,0.01,0.31
2491,營業收入淨額,68.0,75.0,140.0,86.0,94.0,87.0,101.0,84.0
2491,營業利益,-13.0,-2.0,-2.0,-1.0,-3.0,-5.0,-4.0,-12.0
2491,營業外收入及支出,-6.0,-3.0,2.0,-4.0,43.0,3.0,13.0,-5.0
2491,稅後淨利,-18.0,-6.0,0.0,-5.0,40.0,-3.0,9.0,-16.0
2491,每股盈餘,-0.16,-0.06,0.01,-0.04,0.57,-0.02,0.09,-0.15
2499,營業收入淨額,1424.0,1341.0,1554.0,1417.0,1301.0,1597.0,1775.0,2208.0
2499,營業利益,86.0,79.0,-1169.0,3.0,0.0,-35.0,-361.0,113.0
2499,營業外收入及支出,-15.0,-45.0,-400.0,-127.0,12.0,-140.0,-117.0,-109.0
2499,稅後淨利,55.0,32.0,-1234.0,-34.0,7.0,-163.0,-292.0,28.0
2499,每股盈餘,0.16,0.09,-4.19,-0.31,0.02,-0.44,-1.54,0.02
3008,營業收入淨額,12296.0,8877.0,16088.0,14918.0,11314.0,10807.0,15722.0,14315.0
3008,營業利益,7298.0,4689.0,10050.0,8791.0,6566.0,6687.0,9575.0,8365.0
3008,營業外收入及支出,862.0,112.0,149.0,355.0,327.0,-964.0,364.0,-280.0
3008,稅後淨利,5495.0,4016.0,8607.0,7755.0,4709.0,4884.0,8459.0,6947.0
3008,每股盈餘,41.01,29.96,64.17,57.93,35.14,36.41,63.07,51.89
3019,營業收入淨額,5069.0,4074.0,4648.0,5094.0,5181.0,3764.0,4356.0,5251.0
3019,營業利益,444.0,248.0,216.0,505.0,375.0,148.0,183.0,598.0
3019,營業外收入及支出,161.0,-74.0,-49.0,-30.0,-50.0,10.0,21.0,35.0
3019,稅後淨利,440.0,125.0,160.0,435.0,402.0,118.0,100.0,586.0
3019,每股盈餘,1.04,0.33,0.3,1.1,0.7,0.11,0.14,0.57
3024,營業收入淨額,438.0,331.0,454.0,634.0,703.0,677.0,702.0,713.0
3024,營業利益,20.0,3.0,-189.0,-5.0,0.0,-12.0,-323.0,-93.0
3024,營業外收入及支出,11.0,5.0,270.0,-12.0,-8.0,26.0,1152.0,130.0
3024,稅後淨利,30.0,4.0,114.0,-13.0,-10.0,3.0,-349.0,-86.0
3024,每股盈餘,0.11,0.01,0.2,-0.07,-0.03,0.02,3.01,0.17
3031,營業收入淨額,452.0,403.0,469.0,514.0,532.0,457.0,516.0,594.0
3031,營業利益,-17.0,-4.0,29.0,29.0,41.0,26.0,44.0,49.0
3031,營業外收入及支出,27.0,29.0,36.0,30.0,19.0,-7.0,17.0,-2.0
3031,稅後淨利,1.0,24.0,44.0,50.0,54.0,19.0,39.0,40.0
3031,每股盈餘,0.05,0.16,0.34,0.32,0.31,0.15,0.23,0.24
3038,營業收入淨額,660.0,705.0,762.0,769.0,747.0,727.0,686.0,782.0
3038,營業利益,4.0,9.0,18.0,22.0,35.0,30.0,5.0,67.0
3038,營業外收入及支出,70.0,-36.0,3.0,21.0,19.0,-81.0,52.0,-20.0
3038,稅後淨利,50.0,-8.0,3.0,20.0,26.0,-29.0,44.0,33.0
3038,每股盈餘,0.37,-0.1,0.17,0.21,0.21,-0.25,0.32,0.2
3049,營業收入淨額,801.0,692.0,526.0,668.0,704.0,820.0,918.0,833.0
3049,營業利益,152.0,-3.0,-90.0,-59.0,68.0,162.0,178.0,330.0
3049,營業外收入及支出,1.0,-94.0,273.0,-94.0,-56.0,-109.0,174.0,-131.0
3049,稅後淨利,158.0,-75.0,242.0,-112.0,52.0,84.0,435.0,267.0
3049,每股盈餘,0.21,-0.13,0.31,-0.21,0.02,0.07,0.48,0.27
3050,營業收入淨額,197.0,180.0,203.0,193.0,208.0,212.0,233.0,273.0
3050,營業利益,9.0,7.0,-13.0,-1.0,9.0,21.0,30.0,44.0
3050,營業外收入及支出,13.0,0.0,-16.0,71.0,61.0,10.0,-35.0,0.0
3050,稅後淨利,58.0,13.0,-12.0,-1.0,4.0,13.0,-30.0,37.0
3050,每股盈餘,0.11,0.03,-0.15,0.41,0.4,0.19,-0.05,0.26
3051,營業收入淨額,566.0,554.0,625.0,629.0,575.0,560.0,662.0,637.0
3051,營業利益,51.0,23.0,60.0,92.0,52.0,67.0,49.0,51.0
3051,營業外收入及支出,-34.0,-39.0,-71.0,-78.0,-54.0,-156.0,60.0,-96.0
3051,稅後淨利,9.0,-25.0,-145.0,16.0,-16.0,-89.0,81.0,-170.0
3051,每股盈餘,0.03,-0.08,-0.38,0.04,-0.05,-0.27,0.33,-0.53
3059,營業收入淨額,3455.0,2336.0,2784.0,2635.0,2473.0,2661.0,3439.0,2924.0
3059,營業利益,51.0,16.0,88.0,25.0,-1.0,47.0,108.0,17.0
3059,營業外收入及支出,52.0,-3.0,5.0,-6.0,-4.0,-16.0,73.0,27.0
3059,稅後淨利,89.0,3.0,61.0,-7.0,-11.0,24.0,112.0,28.0
3059,每股盈餘,0.21,-0.1,0.03,-0.04,-0.06,0.12,0.33,0.05
3149,營業收入淨額,1218.0,808.0,1146.0,1048.0,912.0,520.0,764.0,682.0
3149,營業利益,-3.0,-42.0,-50.0,-93.0,-96.0,-265.0,-247.0,-332.0
3149,營業外收入及支出,53.0,-6.0,34.0,67.0,143.0,276.0,-34.0,141.0
3149,稅後淨利,50.0,-49.0,-54.0,-28.0,-2.0,-214.0,-201.0,-202.0
3149,每股盈餘,0.26,-0.25,-0.07,-0.15,0.28,0.07,-1.64,-1.1
3356,營業收入淨額,398.0,340.0,389.0,410.0,390.0,398.0,443.0,467.0
3356,營業利益,-37.0,-34.0,-39.0,-13.0,-37.0,-7.0,9.0,62.0
3356,營業外收入及支出,102.0,-39.0,-24.0,5.0,23.0,-110.0,26.0,-49.0
3356,稅後淨利,8.0,-43.0,-53.0,-11.0,-23.0,-102.0,30.0,5.0
3356,每股盈餘,0.74,-0.62,-0.69,-0.08,-0.16,-1.24,0.39,0.12
3383,營業收入淨額,293.0,248.0,297.0,327.0,329.0,272.0,230.0,367.0
3383,營業利益,-41.0,-84.0,-234.0,-114.0,-147.0,-214.0,-385.0,-316.0
3383,營業外收入及支出,-17.0,6.0,97.0,10.0,15.0,-25.0,-599.0,-50.0
3383,稅後淨利,-59.0,-91.0,-237.0,-131.0,-173.0,-239.0,-420.0,-365.0
3383,每股盈餘,-0.19,-0.21,-0.38,-0.39,-0.48,-0.75,-3.1,-1.18
3406,營業收入淨額,1621.0,1822.0,2801.0,2362.0,1423.0,1514.0,2200.0,2051.0
3406,營業利益,241.0,322.0,748.0,388.0,229.0,174.0,450.0,229.0
3406,營業外收入及支出,6.0,-57.0,-50.0,-11.0,-35.0,-147.0,-46.0,-84.0
3406,稅後淨利,186.0,195.0,605.0,281.0,154.0,7.0,331.0,97.0
3406,每股盈餘,1.77,1.98,5.8,3.14,1.48,0.08,3.18,1.15
3437,營業收入淨額,1167.0,1029.0,1541.0,1732.0,1344.0,1362.0,1840.0,1727.0
3437,營業利益,-146.0,-182.0,23.0,114.0,5.0,-9.0,39.0,52.0
3437,營業外收入及支出,2.0,-7.0,-10.0,9.0,-1.0,-14.0,3.0,-6.0
3437,稅後淨利,-89.0,-179.0,13.0,118.0,19.0,-74.0,86.0,19.0
3437,每股盈餘,-0.83,-1.23,0.07,0.73,0.01,-0.14,0.18,0.26
3454,營業收入淨額,1380.0,1104.0,1627.0,1413.0,1576.0,1261.0,1206.0,1178.0
3454,營業利益,99.0,55.0,177.0,113.0,139.0,81.0,134.0,151.0
3454,營業外收入及支出,40.0,-15.0,-13.0,-3.0,12.0,-51.0,38.0,-25.0
3454,稅後淨利,110.0,31.0,98.0,98.0,124.0,27.0,173.0,105.0
3454,每股盈餘,1.54,0.64,1.69,1.46,1.58,0.55,2.01,1.37
3481,營業收入淨額,66462.0,66763.0,79132.0,79508.0,84509.0,86026.0,89382.0,74485.0
3481,營業利益,647.0,3829.0,5672.0,10895.0,15823.0,14632.0,13995.0,3858.0
3481,營業外收入及支出,367.0,91.0,55.0,781.0,361.0,722.0,-1135.0,-323.0
3481,稅後淨利,93.0,1949.0,7197.0,8358.0,10763.0,9958.0,13679.0,3223.0
3481,每股盈餘,-0.19,0.3,0.43,0.88,1.22,1.19,1.09,0.31
3504,營業收入淨額,1611.0,1196.0,1376.0,1193.0,1050.0,850.0,1177.0,993.0
3504,營業利益,34.0,10.0,15.0,-39.0,-56.0,-57.0,-40.0,-20.0
3504,營業外收入及支出,35.0,3.0,-5.0,6.0,3.0,-3.0,11.0,-2.0
3504,稅後淨利,54.0,4.0,2.0,-38.0,-45.0,-66.0,-28.0,-24.0
3504,每股盈餘,0.47,0.04,0.0,-0.34,-0.39,-0.58,-0.23,-0.25
3514,營業收入淨額,2105.0,2310.0,3937.0,3804.0,3228.0,3420.0,3037.0,2178.0
3514,營業利益,-567.0,-484.0,-397.0,-17.0,-334.0,-665.0,-343.0,-2537.0
3514,營業外收入及支出,215.0,-71.0,20.0,19.0,-6.0,-115.0,51.0,-76.0
3514,稅後淨利,-620.0,-555.0,-376.0,2.0,-339.0,-776.0,-312.0,-2562.0
3514,每股盈餘,-0.66,-1.07,-0.74,0.0,-0.65,-1.62,-0.68,-5.71
3535,營業收入淨額,312.0,310.0,457.0,239.0,155.0,186.0,574.0,248.0
3535,營業利益,-21.0,8.0,17.0,-26.0,-32.0,-35.0,68.0,-23.0
3535,營業外收入及支出,39.0,-18.0,-13.0,-5.0,3.0,-36.0,21.0,-22.0
3535,稅後淨利,12.0,-11.0,6.0,-30.0,-30.0,-68.0,89.0,-45.0
3535,每股盈餘,0.23,-0.13,0.03,-0.39,-0.37,-0.91,1.13,-0.57
3557,營業收入淨額,3.0,5.0,12.0,10.0,8.0,20.0,107.0,136.0
3557,營業利益,-14.0,-18.0,-80.0,-46.0,-19.0,-32.0,-13.0,-23.0
3557,營業外收入及支出,9.0,-3.0,-18.0,0.0,3.0,-13.0,-6.0,-11.0
3557,稅後淨利,-4.0,-22.0,-108.0,-46.0,-17.0,-45.0,-10.0,-34.0
3557,每股盈餘,-0.06,-0.27,-1.59,-0.59,-0.11,-0.31,-0.18,-0.37
3561,營業收入淨額,1129.0,1312.0,1411.0,1797.0,1813.0,1307.0,1696.0,1700.0
