,0
979,1.01
980,-0.1317749031366198
981,1.11
982,0.78
983,3.98
984,0.19
985,-1.1824525071699274
986,0.23
987,-0.18
988,-0.89
989,-0.27
990,0.3288844465335578
991,0.33
992,-0.51
993,1.05
994,-0.41
995,0.5074764883883414
996,0.53
997,0.87
998,0.87
999,0.69
1000,1.734719112902818
1001,0.51
1002,-2.65
1003,-1.1
1004,-5.82
1005,0.12031055032866128
1006,1.93
1007,2.47
1008,3.35
1009,2.84
1010,2.4728380963509022
1011,3.12
1012,3.09
1013,3.27
1014,2.53
1015,5.6078453958638885
1016,1.42
1017,1.47
1018,2.02
1019,2.14
1020,0.6623108025733307
1021,-1.26
1022,-1.19
1023,-1.24
1024,-1.97
1025,1.2101331388621424
1026,2.41
1027,5.34
1028,5.17
1029,3.83
1030,0.29780376992876106
1031,0.97
1032,0.91
1033,0.77
1034,1.1
1035,0.18145260244563463
1036,-3.24
1037,-2.54
1038,-3.24
1039,-3.04
1040,0.9475089039415832
1041,2.0
1042,1.36
1043,1.77
1044,1.4
1045,-0.22584608416152768
1046,-0.62
1047,1.14
1048,1.73
1049,2.04
1050,4.921065210298154
1051,2.52
1052,2.82
1053,1.91
1054,1.22
1055,1.831494720791321
1056,2.62
1057,5.5
1058,3.32
1059,3.11
1060,0.5720161023453187
1061,0.73
1062,-0.62
1063,-1.97
1064,0.06
1065,2.1303299213069353
1066,-0.21
1067,0.08
1068,-0.17
1069,-1.15
1070,1.8233697589658706
1071,-0.09
1072,0.62
1073,0.39
1074,0.87
1075,0.44417371529341204
1076,0.46
1077,0.81
1078,0.35
1079,0.49
1080,0.3188997561609516
1081,3.58
1082,3.4
1083,3.18
1084,2.51
1085,2.4317335022702387
1086,0.58
1087,-0.69
1088,0.45
1089,0.05
1090,0.3086714913041317
1091,-0.66
1092,-0.7
1093,-0.61
1094,-1.71
1095,19.54173311161237
1096,1.29
1097,1.17
1098,1.06
1099,0.7
1100,17.045208411530464
1101,0.56
1102,0.35
1103,0.66
1104,0.02
1105,0.433411099593842
1106,2.77
1107,6.56
1108,0.53
1109,1.18
1110,1.6844035322528588
1111,0.97
1112,0.08
1113,0.3
1114,0.36
1115,0.48532629949030864
1116,3.5
1117,2.79
1118,1.12
1119,1.09
1120,-0.8568912153864151
1121,1.09
1122,1.04
1123,0.49
1124,1.43
1125,1.1824321773117659
1126,1.72
1127,1.49
1128,1.27
1129,1.06
1130,5.189501735086944
1131,-0.35
1132,-0.41
1133,-0.79
1134,-0.99
1135,1.3472856109559754
1136,-1.02
1137,-0.59
1138,0.68
1139,-1.34
1140,0.4810795014957591
1141,0.75
1142,-0.44
1143,-0.95
1144,0.37
1145,0.5902975846037013
1146,0.6
1147,1.02
1148,1.02
1149,0.72
1150,3.3725370608139227
1151,0.88
1152,0.95
1153,0.56
1154,0.53
1155,-0.2952806930865364
1156,0.28
1157,0.37
1158,0.9
1159,1.33
1160,6.537511425629259
1161,1.82
1162,1.33
1163,-0.81
1164,0.15
1165,2.677450227053434
1166,4.69
1167,3.12
1168,3.45
1169,2.87
1170,2.8999920912190755
1171,1.0
1172,0.57
1173,-0.59
1174,-0.44
1175,0.35658644069520784
1176,1.46
1177,1.65
1178,-1.45
1179,0.92
1180,19.57804183489993
1181,-0.16
1182,-0.16
1183,-1.06
1184,0.0
1185,-5.044492994052768
1186,0.75
1187,1.46
1188,-0.56
1189,0.74
1190,16.028781941121213
1191,1.05
1192,1.03
1193,0.34
1194,1.26
1195,7.050986710558271
1196,0.55
1197,0.33
1198,-1.45
1199,-0.3
1200,11.00064567800734
1201,1.25
1202,0.61
1203,-0.36
1204,2.44
1205,4.395688600451568
1206,1.95
1207,0.04
1208,-3.13
1209,-2.06
1210,-0.051898562645017486
1211,2.32
1212,3.96
1213,-0.29
1214,1.36
1215,0.7017517573731133
1216,1.98
1217,1.08
1218,-1.01
1219,1.51
1220,-1.2255109431268274
1221,3.49
1222,2.67
1223,-1.45
1224,0.83
1225,6.636377745226406
1226,0.12
1227,0.56
1228,0.26
1229,0.44
1230,0.014322511122142619
1231,0.29
1232,0.56
1233,-0.05
1234,-0.2
1235,2.9340195677576966
1236,2.0
1237,1.95
1238,1.44
1239,2.66
1240,0.122992500144098
1241,0.06
1242,0.65
1243,-1.16
1244,-0.89
1245,0.26118318765536497
1246,1.55
1247,2.36
1248,0.55
1249,1.2
1250,4.285513730386372
1251,3.52
1252,4.2
1253,4.53
1254,-1.32
1255,-0.23240859169475817
1256,3.84
1257,3.7
1258,3.03
1259,3.88
1260,-0.6939161044031168
1261,0.32
1262,0.39
1263,1.02
1264,0.35
1265,1.8588926484940094
1266,0.79
1267,1.25
1268,0.97
1269,0.4
1270,77.44966420993399
1271,-1.52
1272,-0.02
1273,1.2
1274,0.95
1275,1.9687146762900418
1276,1.06
1277,1.2
1278,0.64
1279,1.38
1280,-0.6966366007803714
1281,3.69
1282,2.5
1283,1.45
1284,4.76
1285,12.977087789965532
1286,1.71
1287,4.09
1288,3.94
1289,4.94
1290,-0.5474173610516252
1291,0.38
1292,3.54
1293,4.04
1294,4.5
1295,-0.11641205499081214
1296,0.47
1297,0.71
1298,1.6
1299,6.57
1300,4.172816509712654
1301,1.74
1302,1.71
1303,2.72
1304,0.56
1305,-0.2864604415290011
1306,-2.94
1307,0.13
1308,0.32
1309,2.36
1310,1.274594542621102
1311,5.02
1312,5.19
1313,6.2
1314,7.34
1315,1.253064720168275
1316,3.46
1317,6.3
1318,8.13
1319,4.0
1320,2.3047134636566753
1321,1.56
1322,0.91
1323,2.29
1324,1.51
1325,5.231395376439567
1326,3.01
1327,2.34
1328,2.32
1329,1.88
1330,3.857779416661143
1331,0.6
1332,-0.37
1333,3.48
1334,-0.32
1335,4.3809860403789065
1336,18.52
1337,19.66
1338,17.9
1339,16.84
1340,-0.911641732047131
1341,22.14
1342,15.44
1343,13.89
1344,21.75
1345,4.905518657221371
1346,-0.2
1347,0.08
1348,0.03
1349,0.74
1350,2.2577014370664448
1351,0.79
1352,0.68
1353,1.08
1354,0.97
1355,0.7327451792323556
1356,-0.89
1357,0.63
1358,1.3
1359,0.82
1360,5.01630666147989
1361,13.23
1362,12.89
1363,11.82
1364,10.18
1365,0.14343080570890726
1366,3.12
1367,-0.07
1368,-1.19
1369,-1.83
1370,2.029689772294194
1371,-0.33
1372,-0.71
1373,-0.15
1374,0.25
1375,17.21086747476857
1376,-0.32
1377,-0.33
1378,-2.65
1379,-1.09
1380,0.7500759829222325
1381,1.54
1382,0.81
1383,0.9
1384,0.83
1385,1.2872353156737084
1386,3.93
1387,4.0
1388,3.16
1389,3.95
1390,6.978788914843134
1391,-0.5
1392,-0.34
1393,0.02
1394,-0.19
1395,-0.07937059043161417
1396,0.35
1397,0.62
1398,-0.21
1399,0.5
1400,-0.4321516054037533
1401,6.71
1402,6.02
1403,4.81
1404,7.71
1405,-1.1201681681879885
1406,0.1
1407,0.41
1408,1.82
1409,-3.18
1410,0.35396110101550904
1411,0.72
1412,0.2
1413,1.0
1414,0.72
1415,1.837335710065703
1416,14.36
1417,8.67
1418,7.07
1419,11.77
1420,-0.2439955861947925
1421,-1.83
1422,-1.14
1423,-2.61
1424,2.45
1425,-0.032513736005017224
1426,1.02
1427,0.64
1428,0.55
1429,0.94
1430,-2.2103645785157973
1431,4.41
1432,3.94
1433,3.47
1434,3.98
1435,5.033086852325944
1436,1.88
1437,2.56
1438,1.93
1439,2.15
1440,-0.524864434573368
1441,6.17
1442,6.69
1443,7.48
1444,8.67
1445,-3.1879260333306676
1446,15.56
1447,15.16
1448,16.6
1449,30.04
1450,4.259379169173794
1451,2.58
1452,1.57
1453,1.98
1454,3.62
1455,6.885131250157394
1456,-0.92
1457,1.66
1458,1.2
1459,0.28
1460,7.926945503221473
1461,3.11
1462,2.19
1463,1.85
1464,4.34
1465,-2.2130659013854377
1466,2.47
1467,2.38
1468,2.2
1469,2.4
1470,3.6327710858421782
1471,0.74
1472,0.08
1473,0.25
1474,0.18
1475,6.379963397103892
1476,8.26
1477,8.22
1478,10.52
1479,11.85
1480,4.480658465471122
1481,3.4
1482,1.14
1483,1.26
1484,1.65
1485,-0.35579996360407956
1486,-1.6
1487,-1.95
1488,-0.29
1489,0.9
1490,-0.23635227846808296
1491,0.69
1492,0.59
1493,-0.96
1494,0.14
1495,-0.8779225926961295
1496,0.63
1497,0.86
1498,1.01
1499,1.0
1500,-0.8644333826848513
1501,1.1
1502,5.01
1503,6.51
1504,8.11
1505,1.961287887875034
1506,1.02
1507,1.9
1508,2.39
1509,5.58
1510,9.20831926958441
1511,13.63
1512,9.05
1513,8.11
1514,5.38
1515,5.672695689732702
1516,6.38
1517,4.11
1518,3.69
1519,3.27
1520,0.8740239900262607
1521,-1.49
1522,-2.14
1523,-3.71
1524,-5.54
1525,-0.04566291177077827
1526,3.02
1527,1.98
1528,0.15
1529,-0.07
1530,-0.44946255685159453
1531,2.89
1532,0.94
1533,1.65
1534,1.4
1535,5.873436266060966
1536,0.05
1537,0.22
1538,-0.8
1539,-5.73
1540,-0.36651083698957804
1541,-0.28
1542,0.73
1543,0.67
1544,1.04
1545,-3.1707737249954704
1546,-2.68
1547,-5.92
1548,-8.31
1549,-4.91
1550,14.263369896741242
1551,4.05
1552,3.6
1553,1.06
1554,3.04
1555,1.4434405705582356
1556,0.45
1557,2.25
1558,2.15
1559,2.3
1560,4.835109122852715
1561,-1.98
1562,-2.1
1563,-1.73
1564,-1.55
1565,-0.2724367201332369
1566,
1567,
1568,
1569,
1570,1.661102200824297
1571,3.32
1572,2.95
1573,2.26
1574,1.65
1575,2.1099893934828384
1576,3.3
1577,3.8
1578,3.57
1579,2.86
1580,-0.2605874537775968
1581,2.59
1582,2.74
1583,3.26
1584,1.35
1585,1.5817885341297642
1586,7.23
1587,6.19
1588,3.66
1589,4.04
1590,3.0245166297074393
1591,4.17
1592,2.01
1593,2.25
1594,3.12
1595,2.4733463254524906
1596,1.8
1597,1.4
1598,1.52
1599,1.1
1600,2.036033822704
1601,1.41
1602,1.67
1603,2.32
1604,3.12
1605,-0.014237777777778049
1606,4.1
1607,3.47
1608,3.57
1609,
1610,1.7067686267099724
1611,7.51
1612,6.2
1613,5.2
1614,4.24
1615,0.6730178529345002
1616,-1.47
1617,-1.34
1618,-1.7
1619,-1.19
1620,0.1955935733920044
1621,2.76
1622,2.17
1623,2.11
1624,2.9
1625,7.780289296030287
1626,5.91
1627,6.29
1628,6.39
1629,9.27
1630,-0.8374288535052206
1631,3.58
1632,6.07
1633,7.58
1634,19.6
1635,1.8661493890272405
1636,0.54
1637,-0.86
1638,0.11
1639,0.01
1640,-1.4872066130235493
1641,0.04
1642,1.51
1643,3.22
1644,1.55
1645,6.437813743794975
1646,7.32
1647,8.77
1648,7.05
1649,6.02
1650,-1.805231245529604
1651,1.43
1652,1.63
1653,1.57
1654,3.79
1655,0.6096142637880971
1656,3.7
1657,4.67
1658,5.06
1659,7.09
1660,0.3221185879024847
1661,1.39
1662,0.93
1663,0.29
1664,1.76
1665,5.866390384899212
1666,3.15
1667,2.31
1668,2.55
1669,1.91
1670,0.5020196006657673
1671,3.57
1672,1.78
1673,2.54
1674,3.87
1675,4.604388975824166
1676,0.48
1677,0.88
1678,0.7
1679,0.96
1680,-0.1262585140400708
1681,4.02
1682,2.74
1683,1.53
1684,3.63
1685,-3.0286942505296754
1686,1.13
1687,4.05
1688,3.11
1689,2.79
1690,-0.24537741626839232
1691,2.54
1692,0.08
1693,0.11
1694,0.76
1695,1.516136406027873
1696,1.32
1697,1.88
1698,2.01
1699,1.63
1700,1.4424933445756838
1701,0.4
1702,-1.7
1703,2.07
1704,2.09
1705,2.0590261767163587
1706,2.69
1707,2.21
1708,1.1
1709,1.51
1710,5.678180413095919
1711,0.93
1712,-1.62
1713,0.2
1714,0.66
1715,0.714051538280149
1716,1.88
1717,1.57
1718,1.55
1719,1.98
1720,8.1745077993208
1721,20.93
1722,25.85
1723,23.02
1724,26.21
1725,2.354190773699226
1726,1.12
1727,0.92
1728,1.57
1729,3.55
1730,10.026069679134563
1731,-1.24
1732,-1.95
1733,-0.97
1734,-1.08
1735,-1.7938820211733018
1736,0.19
1737,-1.09
1738,0.32
1739,0.42
1740,3.0453526567832823
1741,4.41
1742,3.64
1743,3.05
1744,3.82
1745,3.2030520397790148
1746,5.84
1747,5.79
1748,4.39
1749,3.57
1750,-0.11598219933853375
1751,-3.06
1752,-1.45
1753,-1.01
1754,-0.39
1755,0.8712751119367732
1756,3.73
1757,3.93
1758,4.62
1759,4.9
1760,-0.748673348442689
1761,0.9
1762,2.11
1763,2.35
1764,1.95
1765,4.107141186652813
1766,8.84
1767,8.96
1768,8.08
1769,7.8
1770,-0.21961834423059978
1771,3.65
1772,4.59
1773,3.13
1774,2.95
1775,-1.0913256633649075
1776,0.56
1777,-0.18
1778,-0.59
1779,-0.37
1780,3.3922710878132256
1781,-0.46
1782,-0.29
1783,-0.63
1784,-0.71
1785,0.46099984245622383
1786,-0.3
1787,-0.49
1788,-1.39
1789,-0.74
1790,0.8394710382298649
1791,-1.64
1792,-1.52
1793,-0.89
1794,-0.21
1795,6.6376326508682935
1796,-0.52
1797,0.84
1798,1.67
1799,2.48
1800,36.117455927907955
1801,-0.44
1802,0.13
1803,0.25
1804,0.72
1805,-0.4525363288951874
1806,-1.08
1807,-1.94
1808,0.49
1809,-1.26
1810,2.1539580181256817
1811,0.73
1812,0.59
1813,0.41
1814,0.77
1815,0.8891466948508485
1816,3.38
1817,3.68
1818,2.19
1819,1.51
1820,3.4175157904896074
1821,1.25
1822,1.14
1823,0.39
1824,0.72
1825,2.1706259486816815
1826,2.51
1827,2.43
1828,2.1
1829,2.06
1830,2.6335390788123205
1831,2.82
1832,4.16
1833,3.55
1834,4.51
1835,-0.6292255341827273
1836,-3.09
1837,-3.15
1838,-1.55
1839,-2.76
1840,1.455665278154189
1841,-3.73
1842,-2.03
1843,0.48
1844,2.56
1845,1.3737146892525722
1846,0.34
1847,1.23
1848,4.33
