,0
1849,4.16
1850,0.34802400698731295
1851,1.48
1852,1.2
1853,0.55
1854,1.5
1855,-0.527665343797919
1856,2.18
1857,3.06
1858,3.52
1859,4.12
1860,2.713266129315897
1861,-1.88
1862,-0.81
1863,-0.15
1864,0.47
1865,-0.04012993653341842
1866,4.02
1867,1.39
1868,2.09
1869,4.4
1870,-0.3785620545035639
1871,0.29
1872,0.35
1873,-1.03
1874,-1.03
1875,23.057943903958968
1876,3.24
1877,3.44
1878,2.32
1879,1.03
1880,2.600853629193198
1881,1.06
1882,2.01
1883,-0.39
1884,0.16
1885,0.5263919646169857
1886,5.66
1887,7.5
1888,9.23
1889,6.24
1890,6.88242714909922
1891,0.8
1892,4.58
1893,1.55
1894,1.42
1895,-0.7287094421004933
1896,3.2
1897,-1.91
1898,-2.63
1899,0.43
1900,-19.435059862359935
1901,5.22
1902,4.2
1903,3.7
1904,3.08
1905,-2.4099030296003847
1906,1.79
1907,2.0
1908,3.03
1909,3.21
1910,1.8871125848405317
1911,-0.19
1912,0.31
1913,0.24
1914,0.87
1915,0.23381220558392926
1916,5.06
1917,6.02
1918,7.02
1919,7.25
1920,-364.01722759668615
1921,5.79
1922,10.95
1923,7.77
1924,6.6
1925,-0.4129970238832366
1926,0.5
1927,8.19
1928,0.29
1929,-1.24
1930,0.07093206916695198
1931,6.08
1932,6.6
1933,5.9
1934,6.37
1935,0.8203626742577039
1936,14.81
1937,14.01
1938,12.57
1939,8.63
1940,-55.434868260822604
1941,5.6
1942,5.32
1943,3.34
1944,4.13
1945,0.2963744441982822
1946,8.0
1947,9.34
1948,9.12
1949,8.88
1950,-0.9761621371547596
1951,2.07
1952,1.58
1953,2.0
1954,0.24
1955,0.015088504942516028
1956,3.8
1957,5.01
1958,4.22
1959,4.52
1960,1.1416843462815995
1961,0.16
1962,-0.16
1963,-1.08
1964,0.01
1965,-12.078913901889004
1966,-0.61
1967,-1.17
1968,-1.31
1969,-0.67
1970,
1971,1.33
1972,1.57
1973,1.05
1974,1.03
1975,
1976,-1.4
1977,-1.28
1978,-0.84
1979,-1.29
1980,7.067764157862435
1981,0.77
1982,1.39
1983,1.71
1984,0.33
1985,3.853317372232291
1986,2.74
1987,4.13
1988,4.27
1989,5.12
1990,7.453337720568046
1991,-7.78
1992,0.1
1993,0.01
1994,0.01
1995,-2.8684346698341456
1996,3.36
1997,0.81
1998,0.51
1999,1.83
2000,
2001,0.66
2002,0.91
2003,1.22
2004,1.5
2005,0.3550683974541723
2006,-0.81
2007,-0.08
2008,0.07
2009,0.04
2010,0.5566362548932352
2011,1.55
2012,-3.33
2013,-2.81
2014,1.98
2015,4.48149132057901
2016,0.01
2017,0.04
2018,-0.55
2019,-0.87
2020,-0.017877126167934503
2021,0.46
2022,-0.27
2023,-1.35
2024,-0.61
2025,0.6943696758644458
2026,-0.86
2027,-0.52
2028,-1.38
2029,1.02
2030,4.31993601537516
2031,-1.1
2032,2.02
2033,2.12
2034,1.01
2035,2.6342859487088903
2036,0.51
2037,-0.36
2038,0.47
2039,3.52
2040,0.6226509349731953
2041,-4.93
2042,-1.41
2043,0.63
2044,1.21
2045,3.796111442431802
2046,193.65
2047,169.47
2048,180.08
2049,144.91
2050,0.8636565843626073
2051,2.21
2052,1.2
2053,0.37
2054,-1.19
2055,0.30424129056730626
2056,0.12
2057,2.77
2058,-1.2
2059,-1.12
2060,0.1607754602796295
2061,1.12
2062,0.9
2063,-0.07
2064,0.46
2065,1.8412784659695467
2066,0.33
2067,1.03
2068,1.25
2069,0.79
2070,1.3174211838943208
2071,0.19
2072,-0.67
2073,0.17
2074,0.58
2075,2.342006727069021
2076,0.86
2077,0.57
2078,0.84
2079,-0.36
2080,-2.337947508628888
2081,-0.66
2082,-0.84
2083,0.94
2084,1.65
2085,1.072980058493419
2086,0.05
2087,0.2
2088,1.02
2089,0.8
2090,0.10757015951064124
2091,0.11
2092,-2.66
2093,-19.1
2094,-7.93
2095,1.627807734756521
2096,-1.98
2097,1.8
2098,4.58
2099,7.0
2100,0.8090483667222452
2101,-2.01
2102,-6.84
2103,-5.75
2104,0.38
2105,-0.884051728088473
2106,10.5
2107,-1.54
2108,-11.3
2109,-6.95
2110,0.903244688380899
2111,0.68
2112,0.41
2113,2.38
2114,3.07
2115,1.861566971789131
2116,5.27
2117,6.57
2118,6.2
2119,5.01
2120,1.3804403157803633
2121,3.72
2122,0.19
2123,1.09
2124,2.31
2125,1.8205485659448404
2126,-1.31
2127,-1.74
2128,1.13
2129,1.69
2130,-0.5459793021915706
2131,-2.93
2132,-5.02
2133,-0.23
2134,-0.93
2135,1.5821093462521476
2136,-1.63
2137,0.1
2138,0.67
2139,-0.46
2140,2.190926177435187
2141,-2.97
2142,-0.96
2143,-0.59
2144,-3.54
2145,2.6201288696854967
2146,-2.51
2147,-1.3
2148,-0.91
2149,0.42
2150,0.5544824782524542
2151,-4.08
2152,-6.53
2153,-1.71
2154,0.28
2155,1.5769513526469292
2156,-1.55
2157,-0.71
2158,-1.07
2159,-0.34
2160,-2.640804589514317
2161,-0.04
2162,-1.01
2163,-17.36
2164,-11.92
2165,1.1032845579677062
2166,0.47
2167,1.36
2168,-0.28
2169,0.22
2170,-3.1778557608785323
2171,0.25
2172,-1.28
2173,0.45
2174,1.17
2175,2.5835591452905717
2176,-2.67
2177,-0.85
2178,1.1
2179,0.66
2180,7.095658953199543
2181,1.75
2182,2.26
2183,-3.49
2184,2.59
2185,-0.6722743926867778
2186,0.62
2187,0.07
2188,0.0
2189,1.14
2190,0.12770001228409503
2191,-2.18
2192,-2.88
2193,2.03
2194,4.36
2195,7.51854056726762
2196,0.1
2197,-0.48
2198,-1.14
2199,-0.36
2200,6.204212107920069
2201,5.07
2202,3.78
2203,2.86
2204,3.25
2205,-0.19559446398781916
2206,-4.7
2207,-12.01
2208,-8.47
2209,-2.5
2210,2.3066689350194984
2211,-0.9
2212,0.14
2213,-1.52
2214,-1.08
2215,
2216,2.07
2217,1.25
2218,-0.68
2219,0.16
2220,
2221,0.58
2222,0.35
2223,-0.57
2224,2.41
2225,
2226,1.7
2227,-1.09
2228,-4.86
2229,-1.55
2230,
2231,0.37
2232,1.14
2233,0.45
2234,1.11
2235,
2236,1.12
2237,-0.77
2238,-0.07
2239,1.82
2240,
2241,6.57
2242,6.81
2243,6.61
2244,8.01
2245,
2246,-0.85
2247,0.02
2248,-0.78
2249,-0.86
2250,
2251,-0.13
2252,-0.25
2253,-0.68
2254,-2.16
2255,
2256,0.18
2257,0.54
2258,-0.72
2259,0.33
2260,
2261,2.64
2262,1.95
2263,3.05
2264,3.78
2265,-4.2870285989932455
2266,0.47
2267,0.68
2268,0.42
2269,0.07
2270,
2271,-0.5
2272,-0.59
2273,-0.99
2274,-1.55
2275,
2276,0.32
2277,0.04
2278,0.16
2279,5.54
2280,
2281,-2.2
2282,0.03
2283,0.53
2284,0.56
2285,
2286,0.91
2287,-0.72
2288,1.3
2289,2.1
2290,
2291,1.37
2292,1.43
2293,1.01
2294,0.2
2295,
2296,1.64
2297,-1.31
2298,1.58
2299,3.31
2300,
2301,0.73
2302,0.81
2303,0.1
2304,-1.33
2305,
2306,-0.21
2307,0.16
2308,-0.27
2309,-0.29
2310,
2311,-0.3
2312,-1.5
2313,-2.9
2314,0.1
2315,
2316,4.68
2317,3.51
2318,2.19
2319,1.21
2320,
2321,5.01
2322,5.16
2323,5.52
2324,4.98
2325,
2326,1.42
2327,1.99
2328,1.01
2329,0.64
2330,
2331,18.94
2332,11.0
2333,3.48
2334,6.72
2335,
2336,0.14
2337,0.62
2338,0.3
2339,0.57
2340,
2341,3.3
2342,4.02
2343,3.17
2344,2.13
2345,
2346,2.15
2347,2.12
2348,2.4
2349,1.9
2350,
2351,0.1
2352,1.67
2353,2.66
2354,1.91
2355,
2356,9.37
2357,2.9
2358,-0.64
2359,-2.32
2360,
2361,-20.58
2362,-12.81
2363,-18.79
2364,1.8
2365,
2366,0.22
2367,0.4
2368,-0.18
2369,0.17
2370,
2371,-2.31
2372,0.23
2373,0.39
2374,0.36
2375,
2376,5.21
2377,5.63
2378,5.76
2379,5.56
2380,0.4713799195749246
2381,-0.98
2382,0.45
2383,0.77
2384,0.66
2385,2.0605244338634945
2386,0.43
2387,1.02
2388,1.41
2389,1.05
2390,4.875298580759795
2391,-0.46
2392,-0.61
2393,0.79
2394,-7.32
2395,0.12038262778031467
2396,1.26
2397,1.4
2398,-0.74
2399,1.1
2400,0.8854362302957497
2401,-0.67
2402,0.83
2403,-0.5
2404,-0.29
2405,0.47991440397174895
2406,3.21
2407,7.19
2408,3.06
2409,4.29
2410,
2411,-0.93
2412,-1.19
2413,-0.41
2414,-2.35
2415,-1.3715773197022456
2416,0.26
2417,0.6
2418,0.3
2419,-4.33
2420,5.07982559500027
2421,-1.32
2422,0.65
2423,-1.35
2424,0.37
2425,-1.7524692161750302
2426,3.33
2427,3.5
2428,3.52
2429,3.52
2430,185.11799020364862
2431,1.01
2432,1.89
2433,0.69
2434,0.23
2435,-0.1469339943478813
2436,5.38
2437,6.02
2438,5.57
2439,4.21
2440,3.2752009962837323
2441,1.72
2442,2.02
2443,1.98
2444,2.01
2445,5.059811538292328
2446,-0.77
2447,0.6
2448,-0.56
2449,-0.9
2450,3.9646527727063803
2451,-1.16
2452,-0.32
2453,-1.99
2454,-1.61
2455,3.559604591672276
2456,2.38
2457,3.07
2458,2.99
2459,2.43
2460,207.05428553755158
2461,5.76
2462,5.95
2463,5.97
2464,4.28
2465,6.906097073834108
2466,5.61
2467,6.67
2468,6.08
2469,3.8
2470,-1.2162210806199714
2471,0.71
2472,4.39
2473,5.05
2474,3.88
2475,0.7345948838777401
2476,0.36
2477,0.73
2478,0.03
2479,1.38
2480,2.8625560823262672
2481,-1.63
2482,-3.73
2483,-0.87
2484,0.45
2485,-0.31595698917893
2486,-2.32
2487,-1.91
2488,-1.78
2489,-0.39
2490,1.4562459449190575
2491,5.42
2492,6.06
2493,5.28
2494,5.71
2495,2.4174596400786483
2496,9.54
2497,16.49
2498,20.18
2499,18.98
2500,1.1307254541914395
2501,7.08
2502,7.24
2503,7.67
2504,8.49
2505,4.004306949396951
2506,3.0
2507,1.36
2508,2.41
2509,1.67
2510,1.37518881488111
2511,-0.03
2512,0.17
2513,15.03
2514,1.15
2515,2.4658410421702865
2516,16.09
2517,6.83
2518,5.48
2519,2.3
2520,5.936820035884377
2521,1.33
2522,2.15
2523,0.55
2524,0.4
2525,0.31619771978528144
2526,3.78
2527,6.26
2528,4.97
2529,4.45
2530,-0.12304846868823557
2531,1.24
2532,-1.27
2533,0.97
2534,0.9
2535,11.884938685582703
2536,-0.5
2537,0.26
2538,0.18
2539,1.13
2540,-1.5995914062929666
2541,2.52
2542,-0.66
2543,0.52
2544,1.0
2545,2.027972049363258
2546,8.74
2547,8.7
2548,7.55
2549,4.91
2550,2.0717935752030234
2551,5.92
2552,5.24
2553,5.66
2554,6.22
2555,2.8099570367232602
2556,2.6
2557,1.55
2558,3.22
2559,3.51
2560,0.5050928646288343
2561,-0.97
2562,0.1
2563,0.16
2564,3.22
2565,4.289293008148174
2566,-0.98
2567,0.17
2568,1.32
2569,0.42
2570,2.3384829803781138
2571,1.65
2572,2.37
2573,0.82
2574,2.02
2575,9.392716980426483
2576,3.02
2577,3.71
2578,4.26
2579,3.84
2580,0.9089840221075889
2581,2.62
2582,2.28
2583,1.77
2584,1.51
2585,6.324685178199614
2586,8.47
2587,7.03
2588,5.4
2589,4.87
2590,0.3564735762530245
2591,-2.21
2592,0.22
2593,-2.31
2594,-2.71
2595,0.3873124226853368
2596,-0.34
2597,0.88
2598,0.32
2599,1.28
2600,4.40087178932179
2601,0.84
2602,0.07
2603,-0.18
2604,-0.08
2605,-1.5579605578450044
2606,5.64
2607,5.34
2608,4.41
2609,2.7
2610,1.7120670917327556
2611,0.02
2612,-1.09
2613,-1.83
2614,0.53
2615,0.10022095660077283
2616,-0.01
2617,0.27
2618,-0.24
2619,0.51
2620,7.382468853533393
2621,0.21
2622,1.2
2623,1.67
2624,1.48
2625,5.343097302221839
2626,2.7
2627,1.39
2628,-3.12
2629,1.53
2630,-2.288588712594651
2631,3.57
2632,3.33
2633,2.83
2634,3.6
2635,-0.6776621952832071
2636,2.1
2637,2.61
2638,2.19
2639,1.75
2640,1.467426537327398
2641,1.05
2642,1.01
2643,0.94
2644,0.67
2645,0.3043949917851164
2646,1.46
2647,1.61
2648,1.74
2649,1.63
2650,0.3969202112228525
2651,1.05
2652,1.48
2653,1.67
2654,1.83
2655,-0.4468311725868348
2656,5.15
2657,3.95
2658,1.86
2659,0.81
2660,-0.1368172130238667
2661,2.16
2662,2.85
2663,2.51
2664,3.28
2665,-0.46462900190928647
2666,3.2
2667,2.49
2668,2.45
2669,2.59
2670,1.1955185680822127
2671,-0.91
2672,0.03
2673,-0.94
2674,-0.62
2675,-5.174906578801966
2676,1.64
2677,1.61
2678,1.73
2679,1.71
2680,-1.8999095282520737
2681,1.15
2682,1.05
2683,0.82
2684,0.75
2685,-0.6742454828238948
2686,5.44
2687,5.15
2688,4.53
2689,3.82
2690,0.4863368181810543
2691,4.4
2692,2.26
2693,2.67
2694,4.05
2695,-1.9681242211548367
2696,2.15
2697,3.81
2698,2.62
2699,2.06
2700,0.28584148741078425
2701,0.28
2702,0.01
2703,0.19
2704,0.32
2705,8.563461131692856
2706,3.11
2707,3.28
2708,3.03
2709,3.21
2710,0.444514321633352
2711,8.31
2712,6.8
2713,5.39
2714,5.02
2715,9.610811689123418
2716,-0.21
2717,0.58
2718,0.09
2719,0.11
2720,-0.6409601800692601
2721,3.5
2722,2.35
2723,2.23
2724,2.44
2725,-2.3206653626705274
2726,-0.18
2727,-1.75
2728,-0.44
2729,0.53
2730,5.1993296649894365
2731,0.02
2732,1.22
2733,0.08
2734,0.37
2735,0.5682268757854605
2736,-0.57
2737,-0.2
2738,0.0
2739,-0.33
2740,2.161381586933994
2741,-2.86
2742,-2.68
2743,2.21
2744,4.53
2745,-0.39324935196981137
2746,0.51
2747,2.71
2748,1.9
2749,2.38
2750,1.5121538412025113
2751,4.1
2752,6.13
2753,9.02
2754,6.36
2755,1.1407861396039174
2756,-0.34
2757,0.11
2758,0.17
2759,0.63
2760,0.1604460427918734
2761,4.46
2762,5.94
2763,6.32
2764,4.03
2765,-0.7041889360834085
2766,10.23
2767,7.38
2768,8.52
2769,11.53
2770,0.016439940496952563
2771,1.46
2772,1.26
2773,0.96
2774,1.21
2775,-1.0687422964976327
2776,0.02
2777,-1.44
2778,-1.87
2779,-1.83
2780,-0.5565145804520563
2781,0.61
2782,1.57
2783,1.22
2784,3.65
2785,1.6554190628466403
2786,-3.25
2787,-2.53
2788,5.42
2789,6.05
2790,-3.5045967680827204
2791,2.35
2792,1.76
2793,1.36
2794,2.03
2795,0.6406869972105365
2796,2.19
2797,2.32
2798,2.14
2799,3.83
2800,3.702081770526266
2801,5.5
2802,7.59
2803,4.28
2804,3.67
2805,-1.1165006049255515
2806,0.21
2807,2.96
2808,7.53
2809,8.01
2810,3.671387497340661
2811,4.67
2812,4.4
2813,4.06
2814,3.57
2815,-0.027732508205780708
2816,4.28
2817,2.9
2818,-0.7
2819,-4.85
2820,-1.0627203378136205
2821,5.22
2822,6.14
2823,5.89
2824,6.74
2825,10.566165834634749
2826,1.9
2827,2.1
2828,0.81
2829,1.57
2830,15.289192248390446
2831,1.71
2832,3.16
2833,0.12
2834,2.07
2835,2.8779297516263935
2836,2.44
2837,4.08
2838,3.39
2839,3.5
2840,-0.8025731483411108
2841,0.21
2842,0.1
2843,0.36
2844,0.46
2845,-1.3652279520938986
2846,1.63
2847,-1.11
2848,-3.16
2849,0.1
2850,-1.4988505654290867
2851,0.07
2852,0.23
2853,1.91
2854,1.25
2855,7.180939695336008
2856,0.5
2857,0.96
2858,1.22
2859,1.45
2860,7.813835148424201
2861,-0.16
2862,-0.51
2863,-0.51
2864,-1.39
2865,3.7346710436669404
2866,0.8
2867,1.04
2868,-0.64
2869,0.25
2870,1.5520329164390065
2871,1.82
2872,2.4
2873,1.53
2874,1.79
2875,-2.325850994478042
2876,1.9
2877,3.34
2878,3.1
2879,3.67
2880,5.350369972103274
2881,4.11
2882,3.13
2883,1.92
2884,1.62
2885,0.1113785360061127
2886,4.1
2887,5.07
2888,5.83
2889,5.01
2890,-1.4998269110763103
2891,0.03
2892,0.04
2893,-0.33
2894,0.85
2895,4.737097790059241
2896,10.07
2897,8.42
2898,10.83
2899,6.71
2900,-3.437687981654536
2901,0.6
2902,1.01
2903,1.29
2904,2.11
2905,-1.8966081954480094
2906,4.21
2907,3.71
2908,3.22
2909,3.16
2910,2.3150671967933016
2911,2.67
2912,2.9
2913,2.87
2914,3.05
2915,2.4928368377190298
2916,3.55
2917,2.81
2918,3.61
2919,4.32
2920,5.912128006442796
2921,-3.03
2922,-1.07
2923,1.33
2924,2.5
2925,15.490723553413657
2926,2.07
2927,3.0
2928,1.21
2929,5.18
2930,-0.7297492729186466
2931,2.83
2932,3.08
2933,4.02
2934,5.82
2935,-0.27281537424032964
2936,1.65
2937,2.03
2938,2.31
2939,2.43
2940,-0.1393585930056265
2941,3.67
2942,2.92
2943,2.01
2944,3.16
2945,1.6076283694145348
2946,1.59
2947,1.44
2948,1.38
2949,1.56
2950,-0.2551435064935065
2951,1.64
2952,2.88
2953,1.79
2954,0.66
2955,-1.6183911473016153
2956,4.13
2957,3.72
2958,3.52
2959,3.48
2960,-4.4423759605141475
2961,6.09
2962,4.52
2963,4.88
2964,5.52
2965,-6.976330451870579
2966,2.02
2967,1.37
2968,1.58
2969,1.71
2970,3.960111949610809
2971,1.95
2972,1.33
2973,1.7
2974,1.94
2975,0.7584693155618484
2976,5.26
2977,3.61
2978,4.49
2979,5.18
2980,-0.3601265954825588
2981,1.63
2982,1.07
2983,2.11
2984,2.61
2985,-0.6179942988016475
2986,0.4
2987,1.16
2988,4.68
2989,2.25
2990,5.447868779383957
2991,1.94
2992,1.8
2993,3.34
2994,3.11
2995,0.03768054160970929
2996,-2.22
2997,0.48
2998,-2.76
2999,0.93
3000,-5.596807552282942
3001,2.57
3002,2.64
3003,3.41
3004,3.19
3005,7.680215479037383
3006,4.1
3007,3.18
3008,3.27
3009,3.51
3010,1.0922676135837677
3011,5.98
3012,7.25
3013,5.89
3014,5.44
3015,2.719364114575337
3016,-6.31
3017,0.01
3018,0.45
3019,0.42
3020,3.108967602153668
3021,1.96
3022,2.5
3023,3.22
3024,3.48
3025,0.19952762909593785
3026,4.57
3027,4.98
3028,4.37
3029,4.3
3030,2.1956527014140295
3031,13.64
3032,11.37
3033,13.57
3034,5.29
3035,-0.8098577043814765
3036,-0.25
3037,0.31
3038,1.38
3039,2.85
3040,-0.19856502206393573
3041,3.95
3042,3.7
3043,1.2
3044,1.29
3045,-0.24480251390410285
3046,0.39
3047,0.27
3048,0.18
3049,0.12
3050,0.18475727941261522
3051,0.91
3052,0.66
3053,0.65
3054,0.97
3055,-1.0665306612347927
3056,0.53
3057,0.65
3058,0.82
3059,0.6
3060,4.09717280877831
3061,0.69
3062,1.79
3063,0.78
3064,1.3
3065,1.0538769390986336
3066,2.56
3067,2.25
3068,2.02
3069,2.01
3070,-1.3722538656517065
3071,1.61
3072,1.85
3073,1.65
3074,1.18
3075,2.063404282336131
3076,9.6
3077,12.04
3078,9.99
3079,9.41
3080,1.7481980633432355
3081,-2.56
3082,-0.98
3083,0.27
3084,3.98
3085,1.0325991879682548
3086,2.72
3087,3.15
3088,5.6
3089,7.06
3090,
3091,2.8
3092,2.48
3093,2.45
3094,2.5
3095,3.8718904861995607
3096,1.7
3097,1.37
3098,1.23
3099,1.31
3100,0.8575327331067665
3101,4.79
3102,4.5
3103,2.29
3104,3.07
3105,-0.9790156015037594
3106,0.28
3107,0.87
3108,1.02
3109,1.72
3110,3.608246099493803
3111,8.01
3112,8.6
3113,9.42
3114,8.85
3115,0.6689239542439122
3116,7.05
3117,7.59
3118,8.76
3119,6.84
3120,-9.93837084020749
3121,0.34
3122,0.95
3123,2.15
3124,1.91
3125,1.3327053206963289
3126,6.41
3127,4.53
3128,3.28
3129,3.51
3130,3.927902570711408
3131,6.67
3132,4.02
3133,3.8
3134,3.46
3135,1.6916318953805514
3136,-0.65
3137,-0.23
3138,0.81
3139,-0.35
3140,-0.36975716021992117
3141,5.1
3142,6.52
3143,5.24
3144,3.14
3145,1.8756411422646104
3146,1.96
3147,1.76
3148,1.68
3149,1.35
3150,3.2086919990397855
3151,3.85
3152,2.98
3153,3.67
3154,3.4
3155,0.6084245458422168
3156,1.12
3157,1.63
3158,1.12
3159,0.56
3160,1.593700817844334
3161,2.15
3162,2.55
3163,2.98
3164,2.09
3165,6.304982078742485
3166,28.35
3167,28.58
3168,32.61
3169,23.52
3170,5.833005210715845
3171,1.6
3172,1.49
3173,1.22
3174,-0.76
3175,-0.17597383900968683
3176,-1.13
3177,0.3
3178,0.25
3179,-0.17
3180,6.442094486899257
3181,2.37
3182,5.64
3183,2.98
3184,2.26
3185,2.6768626459415703
3186,0.42
3187,1.07
3188,1.04
3189,0.67
3190,2.3920831685856614
3191,-0.77
3192,0.1
3193,1.78
3194,4.51
3195,2.605201617730756
3196,0.88
3197,0.28
3198,-1.01
3199,0.72
3200,0.42126975032508346
3201,2.52
3202,1.82
3203,4.23
3204,5.34
3205,2.7831333702649994
3206,-0.29
3207,-0.34
3208,-0.37
3209,-0.83
3210,0.381899455983132
3211,0.77
3212,2.11
3213,0.94
3214,2.53
3215,3.049082889351191
3216,5.66
3217,10.77
3218,12.46
3219,9.77
3220,8.534586042353975
3221,-3.09
3222,-5.09
3223,-1.98
3224,-2.92
3225,1.075812729439996
3226,7.11
3227,9.02
3228,7.45
3229,5.64
3230,4.243040804698512
3231,2.76
3232,2.97
3233,1.02
3234,1.32
3235,7.231149198985877
3236,4.47
3237,4.35
3238,4.86
3239,5.34
3240,3.0655393913822087
3241,3.77
3242,3.12
3243,2.78
3244,2.33
3245,-1.9835928834887664
3246,2.3
3247,3.39
3248,2.24
3249,1.74
3250,4.178051823512343
3251,0.63
3252,0.57
3253,0.32
3254,1.54
3255,1.7598125703885343
3256,0.26
3257,1.09
3258,0.1
3259,-3.72
3260,3.599287637010877
3261,17.46
3262,18.25
3263,19.05
3264,14.33
3265,-1.1517685330144156
3266,1.5
3267,1.55
3268,2.34
3269,2.28
3270,-0.865729106313156
3271,-1.57
3272,-1.16
3273,-2.75
3274,-3.01
3275,4.97409523086224
3276,4.24
3277,3.09
3278,1.9
3279,2.02
3280,2.2672104783209805
3281,8.42
3282,7.95
3283,4.97
3284,0.95
3285,2.7807981635000427
3286,1.65
3287,1.61
3288,1.8
3289,2.93
3290,0.49221514125489685
3291,1.54
3292,1.42
3293,1.21
3294,1.31
3295,-3.0298565286249004
3296,1.41
3297,1.25
3298,1.38
3299,1.03
3300,3.04044508430483
3301,2.02
3302,1.7
3303,1.84
3304,1.6
3305,0.3586827759505515
3306,1.69
3307,1.81
3308,1.58
3309,1.57
3310,2.4661320964518763
3311,2.22
3312,2.28
3313,1.59
3314,1.06
3315,-2.9125090987020466
3316,3.15
3317,0.57
3318,-0.55
3319,5.35
3320,5.769195475840229
3321,-0.05
3322,-0.07
3323,0.11
3324,0.04
3325,3.946719680539732
3326,2.02
3327,2.05
3328,2.44
3329,1.96
3330,3.51562597894739
3331,-0.03
3332,-1.39
3333,1.42
3334,0.11
3335,6.357673569303564
3336,2.38
3337,4.41
3338,4.3
3339,3.73
3340,1.4137852623128568
3341,1.25
3342,2.06
3343,1.4
3344,1.78
3345,-0.41702220911441523
3346,2.01
3347,-3.27
3348,0.01
3349,0.53
3350,12.2689606365248
3351,0.25
3352,0.01
3353,0.61
3354,0.1
3355,5.094672467538451
3356,0.03
3357,0.33
3358,0.32
3359,0.88
3360,3.3106426065485053
3361,0.19
3362,-0.37
3363,4.0
3364,-1.34
3365,3.290249646087395
3366,0.79
3367,0.99
3368,1.38
3369,1.51
3370,6.9922300913287705
3371,0.17
3372,0.17
3373,0.34
3374,0.34
3375,2.7281977577972394
3376,-2.39
3377,0.09
3378,0.54
3379,0.65
3380,1.4548528124361435
3381,0.7
3382,1.49
3383,1.16
3384,5.82
3385,-1.1337950141029698
3386,2.02
3387,1.49
3388,0.61
3389,2.6
3390,0.5638064582908247
3391,0.13
3392,0.24
3393,2.68
3394,3.38
3395,0.8070299704868739
3396,-1.18
3397,-0.16
3398,0.01
3399,0.47
3400,-1.082960558404636
3401,-0.43
3402,1.57
3403,2.59
3404,-0.65
3405,3.241251617606742
3406,4.39
3407,1.46
3408,0.68
3409,-0.4
3410,1.0642190187407314
3411,2.14
3412,3.12
3413,1.58
3414,2.54
3415,2.7028156913350663
3416,2.35
3417,3.21
3418,4.41
3419,3.46
3420,0.20495729654859718
3421,-0.17
3422,1.25
3423,2.52
3424,1.15
3425,4.097642817097945
3426,0.12
3427,-0.23
3428,4.02
3429,3.18
3430,2.6526725757681606
3431,2.61
3432,2.84
3433,3.51
3434,4.64
3435,-7.663861289377557
3436,0.12
3437,1.78
3438,1.46
3439,0.73
3440,2.499052277242782
3441,1.69
3442,5.57
3443,7.06
3444,11.44
3445,
3446,0.04
3447,0.47
3448,0.49
3449,1.31
3450,
3451,0.7
3452,6.01
3453,0.28
3454,5.6
3455,
3456,2.79
3457,1.93
3458,1.27
3459,1.68
3460,1.5092518975667089
3461,-0.85
3462,-5.56
3463,-1.54
3464,-0.48
3465,3.588590678872888
3466,7.87
3467,8.73
3468,9.59
3469,5.08
3470,2.3811202595631906
3471,2.55
3472,4.5
3473,5.14
3474,8.38
3475,0.9389481867901952
3476,0.63
3477,0.34
3478,2.92
3479,8.13
3480,3.498528040128025
3481,1.0
3482,0.22
3483,0.7
3484,0.94
3485,-0.5765827775035599
3486,3.24
3487,4.34
3488,3.63
3489,2.43
3490,-1.5502361103260924
3491,0.08
3492,0.12
3493,-1.31
3494,4.02
3495,
3496,0.96
3497,0.64
3498,0.65
3499,-1.11
3500,0.18232623332279876
3501,0.51
3502,0.13
3503,-0.51
3504,0.53
3505,0.5824453924510304
3506,1.19
3507,1.3
3508,1.4
3509,3.15
3510,3.1614928198674215
3511,-1.01
3512,0.26
3513,0.24
3514,-0.46
3515,1.1827886418558913
3516,2.4
3517,4.19
3518,7.74
3519,5.99
3520,-1.1381512748227454
3521,1.2
3522,0.24
3523,2.4
3524,2.46
3525,-0.14905278865309918
3526,0.63
3527,0.57
3528,0.25
3529,1.37
3530,-2.9137281499404364
3531,1.17
3532,0.94
3533,2.18
3534,3.83
3535,0.9382939626628526
3536,10.48
3537,9.69
3538,2.44
3539,7.22
3540,1.1446069231818885
3541,5.17
3542,1.83
3543,3.66
3544,9.02
3545,0.17052105507940027
3546,1.31
3547,0.69
3548,0.63
3549,-0.83
3550,0.08826026785714286
3551,1.51
3552,1.53
3553,3.02
3554,0.21
3555,1.3645956394118353
3556,-7.91
3557,-1.73
3558,0.63
3559,0.61
3560,1.0761667059594942
3561,1.97
3562,-1.88
3563,-1.26
3564,0.33
3565,0.03746412841503185
3566,0.9
3567,1.06
3568,1.66
3569,1.51
3570,6.468073102388865
3571,1.18
3572,-1.04
3573,0.96
3574,2.43
3575,-0.5031294010419144
3576,0.83
3577,0.76
3578,0.79
3579,0.63
3580,1.9338967386891548
3581,2.54
3582,2.68
3583,2.74
3584,2.05
3585,2.9367097011882044
3586,0.17
3587,-9.22
3588,-2.24
3589,0.1
3590,3.279072098309659
3591,0.4
3592,0.1
3593,1.06
3594,-0.14
3595,1.0592802971038129
3596,0.06
3597,-0.36
3598,0.2
3599,0.4
3600,6.55815827324653
3601,0.5
3602,0.21
3603,1.3
3604,1.3
3605,5.200029477873263
3606,0.52
3607,0.53
