,,2018_2Q,2018_1Q,2017_4Q,2017_3Q,2017_2Q,2017_1Q,2016_4Q,2016_3Q
3038,本期產生現金流量,-169.0,-13.0,96.0,247.0,0.0,61.0,-122.0,-90.0
3049,來自營運之現金流量,203.0,582.0,792.0,334.0,108.0,375.0,305.0,405.0
3049,投資活動之現金流量,-236.0,-292.0,-24.0,-402.0,-269.0,-409.0,-3943.0,-1777.0
3049,籌資活動之現金流量,450.0,-458.0,-795.0,115.0,268.0,-192.0,3595.0,435.0
3049,本期產生現金流量,417.0,-169.0,-27.0,47.0,107.0,-226.0,-43.0,-937.0
3050,來自營運之現金流量,35.0,-59.0,22.0,37.0,75.0,-42.0,109.0,13.0
3050,投資活動之現金流量,-4.0,-19.0,23.0,216.0,122.0,45.0,39.0,-4.0
3050,籌資活動之現金流量,-25.0,-72.0,-99.0,-35.0,-5.0,15.0,-55.0,-73.0
3050,本期產生現金流量,6.0,-151.0,-50.0,218.0,190.0,19.0,88.0,-63.0
3051,來自營運之現金流量,-138.0,235.0,88.0,120.0,26.0,166.0,-3.0,222.0
3051,投資活動之現金流量,-74.0,109.0,-65.0,107.0,-116.0,132.0,-206.0,106.0
3051,籌資活動之現金流量,11.0,-149.0,-140.0,-208.0,-192.0,-199.0,-36.0,-293.0
3051,本期產生現金流量,-201.0,92.0,-126.0,10.0,-285.0,31.0,-343.0,25.0
3059,來自營運之現金流量,-225.0,-137.0,389.0,-560.0,548.0,444.0,181.0,-211.0
3059,投資活動之現金流量,-10.0,-7.0,-56.0,9.0,88.0,-38.0,2.0,-31.0
3059,籌資活動之現金流量,91.0,84.0,-146.0,364.0,256.0,42.0,-102.0,23.0
3059,本期產生現金流量,20.0,-101.0,117.0,-173.0,955.0,126.0,128.0,-413.0
3149,來自營運之現金流量,-148.0,99.0,-202.0,-3.0,-148.0,-72.0,260.0,-284.0
3149,投資活動之現金流量,267.0,-24.0,-15.0,-45.0,356.0,354.0,147.0,278.0
3149,籌資活動之現金流量,-59.0,-167.0,28.0,-365.0,24.0,-353.0,-634.0,-689.0
3149,本期產生現金流量,58.0,-88.0,-190.0,-415.0,209.0,-74.0,-334.0,-627.0
3356,來自營運之現金流量,-11.0,-143.0,-6.0,-57.0,-10.0,-166.0,127.0,-58.0
3356,投資活動之現金流量,-132.0,-153.0,-52.0,-92.0,-5.0,187.0,-168.0,-235.0
3356,籌資活動之現金流量,100.0,93.0,31.0,-65.0,70.0,-376.0,93.0,202.0
3356,本期產生現金流量,-38.0,-203.0,-28.0,-215.0,54.0,-367.0,49.0,-87.0
3383,來自營運之現金流量,37.0,-62.0,85.0,1.0,35.0,-5.0,36.0,-12.0
3383,投資活動之現金流量,-3.0,33.0,-58.0,354.0,23.0,28.0,-32.0,4.0
3383,籌資活動之現金流量,-2.0,0.0,0.0,-366.0,0.0,-72.0,4.0,-108.0
3383,本期產生現金流量,35.0,-30.0,27.0,-12.0,59.0,-60.0,11.0,-116.0
3406,來自營運之現金流量,220.0,912.0,854.0,467.0,232.0,849.0,691.0,755.0
3406,投資活動之現金流量,-547.0,-284.0,-310.0,-540.0,-419.0,-78.0,20.0,-321.0
3406,籌資活動之現金流量,-227.0,-264.0,-180.0,29.0,11.0,-618.0,-441.0,-687.0
3406,本期產生現金流量,-543.0,352.0,341.0,-55.0,-191.0,198.0,273.0,-207.0
3437,來自營運之現金流量,-99.0,-71.0,175.0,180.0,-73.0,-21.0,173.0,0.0
3437,投資活動之現金流量,-50.0,-243.0,-50.0,-31.0,-40.0,-97.0,-47.0,-88.0
3437,籌資活動之現金流量,-53.0,82.0,1.0,-129.0,48.0,36.0,9.0,-214.0
3437,本期產生現金流量,-202.0,-232.0,127.0,20.0,-64.0,-83.0,137.0,-304.0
3454,來自營運之現金流量,3.0,-254.0,206.0,36.0,314.0,-129.0,330.0,22.0
3454,投資活動之現金流量,-19.0,-24.0,-30.0,-266.0,-65.0,-86.0,2.0,-58.0
3454,籌資活動之現金流量,-7.0,-2.0,22.0,-237.0,0.0,21.0,6.0,-317.0
3454,本期產生現金流量,-13.0,-285.0,195.0,-470.0,249.0,-210.0,342.0,-359.0
3481,來自營運之現金流量,11041.0,16374.0,20232.0,12840.0,22402.0,27168.0,15935.0,14134.0
3481,投資活動之現金流量,-13124.0,-11362.0,-9766.0,-4131.0,-2791.0,-4644.0,-8979.0,-20147.0
3481,籌資活動之現金流量,-101.0,-5602.0,-125.0,-9464.0,-129.0,-19885.0,-3460.0,216.0
3481,本期產生現金流量,-2127.0,-31.0,10219.0,-450.0,20338.0,497.0,2799.0,-7041.0
3504,來自營運之現金流量,199.0,-27.0,146.0,-123.0,-93.0,59.0,275.0,-55.0
3504,投資活動之現金流量,-86.0,-119.0,-82.0,-70.0,-38.0,-41.0,-42.0,-39.0
3504,籌資活動之現金流量,71.0,144.0,-10.0,41.0,-113.0,-64.0,70.0,24.0
3504,本期產生現金流量,175.0,28.0,58.0,-125.0,-202.0,-155.0,285.0,-142.0
3514,來自營運之現金流量,-281.0,-410.0,93.0,1014.0,830.0,-1243.0,349.0,739.0
3514,投資活動之現金流量,-412.0,-99.0,-24.0,-390.0,-113.0,-197.0,-474.0,-316.0
3514,籌資活動之現金流量,7.0,-205.0,236.0,-829.0,438.0,1375.0,-627.0,720.0
3514,本期產生現金流量,-667.0,-756.0,281.0,-213.0,1163.0,-79.0,-559.0,1087.0
3535,來自營運之現金流量,-16.0,-157.0,23.0,-20.0,-62.0,-116.0,-111.0,409.0
3535,投資活動之現金流量,20.0,-127.0,-2.0,88.0,24.0,-24.0,-54.0,-85.0
3535,籌資活動之現金流量,-2.0,247.0,45.0,-96.0,33.0,40.0,-71.0,11.0
3535,本期產生現金流量,3.0,-40.0,64.0,-38.0,-3.0,-101.0,-238.0,341.0
3557,來自營運之現金流量,-4.0,-6.0,-5.0,-11.0,27.0,-5.0,-3.0,-9.0
3557,投資活動之現金流量,-127.0,57.0,10.0,0.0,4.0,118.0,14.0,12.0
3557,籌資活動之現金流量,0.0,0.0,0.0,0.0,-28.0,-157.0,-64.0,168.0
3557,本期產生現金流量,-131.0,51.0,2.0,-12.0,4.0,-46.0,-49.0,169.0
3561,來自營運之現金流量,8.0,-115.0,-132.0,95.0,109.0,-209.0,-39.0,151.0
3561,投資活動之現金流量,-332.0,-24.0,-22.0,-147.0,-73.0,-161.0,-102.0,-76.0
3561,籌資活動之現金流量,280.0,523.0,-123.0,150.0,-45.0,179.0,-8.0,-151.0
3561,本期產生現金流量,-41.0,384.0,-275.0,99.0,-9.0,-192.0,-130.0,-75.0
3576,來自營運之現金流量,-719.0,340.0,918.0,-1085.0,1517.0,-916.0,-448.0,33.0
3576,投資活動之現金流量,19.0,-982.0,-2515.0,99.0,-1128.0,-1137.0,-3838.0,-514.0
3576,籌資活動之現金流量,426.0,243.0,-961.0,534.0,-110.0,1295.0,2238.0,53.0
3576,本期產生現金流量,-228.0,-426.0,-2589.0,-441.0,311.0,-858.0,-2046.0,-450.0
3591,來自營運之現金流量,17.0,-112.0,-26.0,54.0,124.0,-30.0,68.0,18.0
3591,投資活動之現金流量,132.0,-163.0,6.0,-1.0,-4.0,-6.0,-57.0,-14.0
3591,籌資活動之現金流量,-237.0,260.0,78.0,-64.0,-91.0,-11.0,3.0,-117.0
3591,本期產生現金流量,-84.0,-3.0,58.0,4.0,50.0,-94.0,5.0,-140.0
3622,來自營運之現金流量,-6.0,-62.0,-168.0,73.0,-46.0,-26.0,42.0,-108.0
3622,投資活動之現金流量,-63.0,-100.0,-350.0,-65.0,-267.0,272.0,194.0,46.0
3622,籌資活動之現金流量,0.0,40.0,0.0,0.0,4.0,0.0,-2.0,1.0
3622,本期產生現金流量,-69.0,-121.0,-355.0,9.0,-308.0,273.0,228.0,-38.0
3669,來自營運之現金流量,-34.0,-79.0,36.0,45.0,-22.0,-122.0,103.0,119.0
3669,投資活動之現金流量,-6.0,0.0,-12.0,-7.0,-11.0,-16.0,-12.0,-7.0
3669,籌資活動之現金流量,3.0,0.0,0.0,-82.0,0.0,0.0,0.0,-19.0
3669,本期產生現金流量,-33.0,-81.0,23.0,-45.0,-34.0,-150.0,95.0,88.0
3698,來自營運之現金流量,88.0,179.0,302.0,441.0,770.0,184.0,569.0,334.0
3698,投資活動之現金流量,-285.0,-118.0,-265.0,910.0,704.0,-33.0,-137.0,-122.0
3698,籌資活動之現金流量,0.0,-3.0,-31.0,-1686.0,-538.0,-392.0,-10.0,-363.0
3698,本期產生現金流量,-170.0,96.0,45.0,-334.0,950.0,-293.0,423.0,-175.0
4934,來自營運之現金流量,-16.0,64.0,113.0,99.0,84.0,-101.0,133.0,91.0
4934,投資活動之現金流量,-63.0,-427.0,-129.0,-151.0,-174.0,-60.0,-400.0,101.0
4934,籌資活動之現金流量,176.0,219.0,115.0,-120.0,328.0,103.0,226.0,-197.0
4934,本期產生現金流量,97.0,-137.0,101.0,-167.0,243.0,-100.0,-73.0,-66.0
4942,來自營運之現金流量,259.0,1.0,257.0,-76.0,59.0,34.0,247.0,184.0
4942,投資活動之現金流量,-97.0,-281.0,-213.0,227.0,-310.0,-202.0,-51.0,3.0
4942,籌資活動之現金流量,-81.0,-222.0,58.0,-15.0,-10.0,165.0,-175.0,-29.0
4942,本期產生現金流量,97.0,-427.0,56.0,212.0,-174.0,-210.0,78.0,1.0
4956,來自營運之現金流量,44.0,0.0,89.0,68.0,143.0,42.0,85.0,42.0
4956,投資活動之現金流量,-45.0,-44.0,-58.0,-75.0,-43.0,-51.0,-66.0,121.0
4956,籌資活動之現金流量,-55.0,50.0,27.0,74.0,-83.0,7.0,-109.0,-95.0
4956,本期產生現金流量,-57.0,7.0,58.0,67.0,17.0,-3.0,-90.0,68.0
4960,來自營運之現金流量,893.0,-1045.0,32.0,-268.0,-770.0,-684.0,-607.0,-543.0
4960,投資活動之現金流量,-2172.0,-1893.0,-533.0,-57.0,-416.0,-828.0,-1201.0,-471.0
4960,籌資活動之現金流量,892.0,2844.0,-191.0,2833.0,158.0,906.0,2678.0,687.0
4960,本期產生現金流量,-379.0,-95.0,-738.0,2523.0,-1027.0,-603.0,869.0,-356.0
4976,來自營運之現金流量,96.0,-7.0,92.0,69.0,57.0,-55.0,122.0,8.0
4976,投資活動之現金流量,-21.0,-29.0,-15.0,-18.0,-5.0,28.0,-6.0,-16.0
4976,籌資活動之現金流量,-21.0,-21.0,-21.0,276.0,-20.0,-25.0,-25.0,-12.0
4976,本期產生現金流量,54.0,-57.0,57.0,327.0,32.0,-52.0,92.0,-19.0
5234,來自營運之現金流量,131.0,165.0,221.0,133.0,158.0,106.0,220.0,61.0
5234,投資活動之現金流量,-30.0,-122.0,-130.0,-64.0,-58.0,-108.0,-39.0,55.0
5234,籌資活動之現金流量,-56.0,0.0,-16.0,-190.0,-69.0,-8.0,-174.0,-89.0
5234,本期產生現金流量,45.0,43.0,74.0,-122.0,32.0,-9.0,7.0,27.0
5259,來自營運之現金流量,-35.0,8.0,-39.0,-21.0,6.0,-27.0,-4.0,-21.0
5259,投資活動之現金流量,16.0,0.0,-1.0,0.0,0.0,-2.0,1.0,0.0
5259,籌資活動之現金流量,17.0,-5.0,38.0,24.0,-6.0,29.0,3.0,20.0
5259,本期產生現金流量,-3.0,3.0,-1.0,2.0,0.0,0.0,0.0,-2.0
5484,來自營運之現金流量,-5.0,-47.0,-28.0,15.0,38.0,-13.0,57.0,85.0
5484,投資活動之現金流量,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
5484,籌資活動之現金流量,-5.0,-10.0,-1.0,0.0,0.0,-2.0,-3.0,-8.0
5484,本期產生現金流量,-15.0,-60.0,-23.0,14.0,35.0,-17.0,53.0,78.0
6116,來自營運之現金流量,980.0,1755.0,710.0,-433.0,3086.0,-972.0,3030.0,2009.0
6116,投資活動之現金流量,829.0,-2790.0,-774.0,-377.0,658.0,-858.0,-930.0,-530.0
6116,籌資活動之現金流量,-116.0,-21.0,-149.0,-1689.0,-432.0,-78.0,11.0,-818.0
6116,本期產生現金流量,1800.0,-1109.0,-243.0,-2519.0,3292.0,-1849.0,2138.0,715.0
6120,來自營運之現金流量,3.0,-16.0,1275.0,-391.0,449.0,-380.0,257.0,-201.0
6120,投資活動之現金流量,-1228.0,241.0,-225.0,-181.0,-722.0,-538.0,-121.0,-159.0
6120,籌資活動之現金流量,40.0,0.0,0.0,-466.0,172.0,691.0,-236.0,-43.0
6120,本期產生現金流量,-1253.0,350.0,1047.0,-876.0,33.0,-662.0,-204.0,-660.0
6131,來自營運之現金流量,,-483.0,-428.0,-11.0,-11.0,-11.0,-15.0,-40.0
6131,投資活動之現金流量,,-23.0,726.0,262.0,8.0,6.0,1.0,-16.0
6131,籌資活動之現金流量,,268.0,81.0,-250.0,0.0,0.0,0.0,106.0
6131,本期產生現金流量,,-237.0,379.0,2.0,-3.0,-5.0,-14.0,49.0
6164,來自營運之現金流量,-23.0,102.0,86.0,34.0,78.0,-7.0,48.0,67.0
6164,投資活動之現金流量,91.0,-109.0,-70.0,-123.0,26.0,9.0,126.0,-54.0
6164,籌資活動之現金流量,28.0,14.0,-100.0,-51.0,-45.0,19.0,-81.0,-53.0
6164,本期產生現金流量,107.0,2.0,-91.0,-137.0,66.0,-15.0,97.0,-57.0
6168,來自營運之現金流量,102.0,42.0,30.0,261.0,79.0,26.0,20.0,131.0
6168,投資活動之現金流量,-259.0,6.0,42.0,-36.0,165.0,-89.0,-159.0,88.0
6168,籌資活動之現金流量,-16.0,4.0,118.0,-286.0,10.0,3.0,9.0,14.0
6168,本期產生現金流量,-172.0,52.0,171.0,-62.0,254.0,-42.0,-132.0,227.0
6176,來自營運之現金流量,3616.0,-1177.0,1732.0,671.0,1248.0,917.0,1453.0,-553.0
6176,投資活動之現金流量,-3685.0,-1074.0,42.0,-1300.0,-1782.0,-1293.0,977.0,-422.0
6176,籌資活動之現金流量,3027.0,1260.0,-2035.0,1942.0,695.0,1256.0,-869.0,-3966.0
6176,本期產生現金流量,3601.0,-1017.0,-342.0,1828.0,22.0,-33.0,1044.0,-5351.0
6209,來自營運之現金流量,-78.0,-20.0,103.0,57.0,-52.0,204.0,183.0,93.0
6209,投資活動之現金流量,-20.0,-95.0,-44.0,-30.0,-47.0,56.0,-83.0,-52.0
6209,籌資活動之現金流量,-33.0,-39.0,-15.0,-177.0,81.0,-156.0,-76.0,241.0
6209,本期產生現金流量,-69.0,-183.0,23.0,-154.0,46.0,-79.0,49.0,189.0
6225,來自營運之現金流量,-4.0,-2.0,-1.0,-5.0,-3.0,-5.0,-2.0,-3.0
6225,投資活動之現金流量,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6225,籌資活動之現金流量,10.0,0.0,3.0,5.0,2.0,3.0,5.0,5.0
6225,本期產生現金流量,6.0,-2.0,2.0,-1.0,-1.0,-2.0,3.0,2.0
6226,來自營運之現金流量,52.0,153.0,101.0,-20.0,-7.0,77.0,-20.0,69.0
6226,投資活動之現金流量,1.0,-144.0,52.0,-19.0,-29.0,0.0,66.0,-38.0
6226,籌資活動之現金流量,-37.0,-87.0,-21.0,38.0,71.0,-59.0,-25.0,56.0
6226,本期產生現金流量,16.0,-76.0,128.0,6.0,53.0,-24.0,21.0,60.0
6278,來自營運之現金流量,-1054.0,1056.0,637.0,548.0,166.0,362.0,460.0,0.0
6278,投資活動之現金流量,-203.0,-195.0,404.0,86.0,-246.0,-43.0,-56.0,42.0
6278,籌資活動之現金流量,-486.0,-660.0,-89.0,-291.0,-252.0,-40.0,4.0,206.0
6278,本期產生現金流量,-1593.0,77.0,774.0,255.0,-328.0,-119.0,737.0,43.0
6288,來自營運之現金流量,37.0,-99.0,-25.0,-29.0,5.0,20.0,135.0,-56.0
6288,投資活動之現金流量,-138.0,-40.0,85.0,-157.0,-31.0,44.0,-28.0,-69.0
6288,籌資活動之現金流量,140.0,62.0,163.0,138.0,104.0,86.0,-8.0,32.0
6288,本期產生現金流量,37.0,-75.0,204.0,-32.0,80.0,122.0,94.0,-105.0
6289,來自營運之現金流量,-19.0,-7.0,-36.0,-21.0,-88.0,-59.0,-12.0,-66.0
6289,投資活動之現金流量,40.0,5.0,48.0,40.0,130.0,21.0,-31.0,-1.0
6289,籌資活動之現金流量,-21.0,-3.0,-42.0,6.0,-139.0,153.0,34.0,64.0
6289,本期產生現金流量,0.0,-5.0,-29.0,24.0,-97.0,116.0,-9.0,-2.0
6405,來自營運之現金流量,71.0,-1.0,88.0,35.0,-6.0,-24.0,88.0,48.0
6405,投資活動之現金流量,1.0,-14.0,-58.0,-18.0,8.0,-69.0,-2.0,-26.0
6405,籌資活動之現金流量,-13.0,-18.0,-13.0,-78.0,35.0,-15.0,-5.0,-7.0
6405,本期產生現金流量,59.0,-33.0,16.0,-61.0,37.0,-108.0,81.0,15.0
6443,來自營運之現金流量,139.0,-274.0,-20.0,-299.0,283.0,66.0,395.0,-161.0
6443,投資活動之現金流量,-395.0,-621.0,-396.0,-383.0,-802.0,-383.0,-899.0,-439.0
6443,籌資活動之現金流量,47.0,434.0,656.0,245.0,756.0,234.0,495.0,-100.0
6443,本期產生現金流量,-201.0,-468.0,234.0,-436.0,243.0,-124.0,4.0,-719.0
6477,來自營運之現金流量,205.0,-148.0,137.0,-42.0,88.0,-84.0,114.0,-154.0
6477,投資活動之現金流量,-39.0,-46.0,-106.0,-102.0,-150.0,-98.0,-130.0,-110.0
6477,籌資活動之現金流量,-90.0,159.0,100.0,107.0,123.0,-1.0,61.0,334.0
6477,本期產生現金流量,76.0,-35.0,132.0,-37.0,61.0,-183.0,44.0,70.0
8105,來自營運之現金流量,-140.0,-127.0,587.0,804.0,315.0,90.0,798.0,594.0
8105,投資活動之現金流量,-99.0,-202.0,-102.0,-77.0,-2812.0,-939.0,-135.0,-305.0
8105,籌資活動之現金流量,-300.0,-352.0,-39.0,-145.0,1065.0,1221.0,-1114.0,202.0
8105,本期產生現金流量,-544.0,-656.0,446.0,592.0,-1429.0,331.0,-463.0,455.0
8215,來自營運之現金流量,795.0,159.0,-251.0,-42.0,-114.0,732.0,1089.0,-269.0
8215,投資活動之現金流量,-154.0,-58.0,-74.0,-1113.0,-162.0,-154.0,-272.0,-216.0
8215,籌資活動之現金流量,-604.0,-251.0,356.0,1167.0,98.0,-448.0,-902.0,283.0
8215,本期產生現金流量,29.0,-146.0,32.0,18.0,-173.0,126.0,-90.0,-210.0
2314,來自營運之現金流量,-41.0,96.0,-27.0,-173.0,-103.0,196.0,75.0,23.0
2314,投資活動之現金流量,-73.0,-79.0,20.0,-20.0,-29.0,-33.0,-20.0,-21.0
2314,籌資活動之現金流量,164.0,-32.0,-62.0,30.0,292.0,-191.0,50.0,-36.0
2314,本期產生現金流量,56.0,-18.0,-98.0,-136.0,163.0,-60.0,180.0,-57.0
2321,來自營運之現金流量,53.0,119.0,-134.0,111.0,22.0,357.0,-166.0,152.0
2321,投資活動之現金流量,-39.0,-98.0,-29.0,58.0,25.0,-19.0,5.0,6.0
2321,籌資活動之現金流量,-32.0,45.0,86.0,-118.0,45.0,-372.0,136.0,-214.0
2321,本期產生現金流量,-18.0,66.0,-78.0,51.0,92.0,-34.0,-26.0,-56.0
2332,來自營運之現金流量,178.0,175.0,296.0,-282.0,-146.0,166.0,319.0,685.0
2332,投資活動之現金流量,-11.0,22.0,107.0,-50.0,-18.0,-17.0,60.0,-18.0
2332,籌資活動之現金流量,-123.0,-523.0,855.0,-271.0,-136.0,-731.0,755.0,-166.0
2332,本期產生現金流量,230.0,-483.0,1167.0,-588.0,-225.0,-963.0,1249.0,258.0
2345,來自營運之現金流量,-2190.0,2127.0,495.0,-380.0,-346.0,-838.0,1754.0,1418.0
2345,投資活動之現金流量,1004.0,-405.0,-581.0,718.0,632.0,-702.0,-362.0,168.0
2345,籌資活動之現金流量,6.0,24.0,23.0,-1595.0,6.0,16.0,46.0,-965.0
2345,本期產生現金流量,-1077.0,1700.0,-50.0,-1129.0,264.0,-1663.0,1487.0,686.0
2412,來自營運之現金流量,17124.0,7324.0,25002.0,19361.0,15920.0,10648.0,31669.0,13381.0
2412,投資活動之現金流量,-7297.0,-4637.0,-21551.0,-5769.0,-5521.0,-3879.0,-11658.0,-3752.0
2412,籌資活動之現金流量,2503.0,-1.0,-197.0,-36451.0,-167.0,206.0,93.0,-43383.0
2412,本期產生現金流量,12314.0,2704.0,3359.0,-22844.0,10305.0,6905.0,20256.0,-33799.0
2419,來自營運之現金流量,-96.0,-155.0,522.0,-202.0,498.0,282.0,-114.0,-27.0
2419,投資活動之現金流量,14.0,-22.0,-28.0,-7.0,3.0,-10.0,19.0,-46.0
2419,籌資活動之現金流量,-92.0,270.0,-28.0,-323.0,-116.0,73.0,-221.0,-82.0
2419,本期產生現金流量,-178.0,90.0,480.0,-547.0,367.0,358.0,-286.0,-155.0
2439,來自營運之現金流量,-808.0,-354.0,1033.0,411.0,456.0,141.0,2001.0,653.0
2439,投資活動之現金流量,-264.0,-341.0,1444.0,-412.0,-240.0,-711.0,-394.0,-69.0
2439,籌資活動之現金流量,-355.0,-306.0,317.0,-251.0,8.0,-18.0,305.0,-520.0
2439,本期產生現金流量,-1229.0,-1084.0,2905.0,-295.0,157.0,-758.0,2040.0,-170.0
2444,來自營運之現金流量,-56.0,-102.0,195.0,-26.0,-11.0,-59.0,125.0,38.0
2444,投資活動之現金流量,-14.0,2.0,-36.0,-1.0,-49.0,-19.0,-13.0,-5.0
2444,籌資活動之現金流量,-113.0,0.0,-109.0,-53.0,14.0,-3.0,-1.0,12.0
2444,本期產生現金流量,-183.0,-100.0,50.0,-82.0,-43.0,-83.0,114.0,44.0
2450,來自營運之現金流量,-200.0,301.0,822.0,174.0,1184.0,-1100.0,201.0,-123.0
2450,投資活動之現金流量,-104.0,-68.0,-131.0,98.0,58.0,-81.0,32.0,108.0
2450,籌資活動之現金流量,327.0,0.0,-243.0,-694.0,-260.0,301.0,0.0,-677.0
2450,本期產生現金流量,24.0,233.0,448.0,-423.0,983.0,-882.0,233.0,-696.0
2455,來自營運之現金流量,179.0,271.0,48.0,182.0,105.0,121.0,224.0,141.0
2455,投資活動之現金流量,-475.0,-344.0,-52.0,-78.0,-16.0,-39.0,-41.0,-36.0
2455,籌資活動之現金流量,680.0,0.0,103.0,-422.0,0.0,0.0,-609.0,-530.0
2455,本期產生現金流量,397.0,-74.0,94.0,-314.0,98.0,68.0,-412.0,-433.0
2485,來自營運之現金流量,-929.0,186.0,-235.0,287.0,6.0,481.0,174.0,240.0
2485,投資活動之現金流量,-51.0,-807.0,-60.0,-92.0,-187.0,-42.0,-105.0,512.0
2485,籌資活動之現金流量,5.0,0.0,0.0,-445.0,0.0,0.0,0.0,-636.0
2485,本期產生現金流量,-981.0,-610.0,-293.0,-241.0,-171.0,414.0,61.0,101.0
2496,來自營運之現金流量,202.0,-112.0,158.0,-85.0,185.0,10.0,34.0,11.0
2496,投資活動之現金流量,-32.0,-5.0,-13.0,11.0,-6.0,223.0,-26.0,-599.0
2496,籌資活動之現金流量,15.0,10.0,-19.0,-77.0,-145.0,-23.0,0.0,602.0
2496,本期產生現金流量,186.0,-108.0,123.0,-150.0,37.0,205.0,9.0,13.0
2498,來自營運之現金流量,-954.0,-4043.0,-3016.0,-2088.0,-8272.0,-5634.0,1948.0,-6216.0
2498,投資活動之現金流量,-8607.0,32148.0,690.0,-1769.0,656.0,607.0,-1890.0,142.0
2498,籌資活動之現金流量,21.0,111.0,-2000.0,-6550.0,5793.0,2741.0,-1.0,-4.0
2498,本期產生現金流量,-9248.0,28116.0,-4503.0,-10173.0,-1446.0,-3515.0,-163.0,-6907.0
3025,來自營運之現金流量,49.0,-30.0,-16.0,-46.0,47.0,-24.0,51.0,10.0
3025,投資活動之現金流量,-51.0,50.0,-4.0,50.0,-55.0,64.0,-88.0,12.0
3025,籌資活動之現金流量,-15.0,0.0,-1.0,-21.0,-1.0,-1.0,-2.0,-2.0
3025,本期產生現金流量,-13.0,19.0,-22.0,-17.0,-8.0,32.0,-32.0,15.0
3027,來自營運之現金流量,-42.0,-38.0,-69.0,48.0,339.0,93.0,-6.0,79.0
3027,投資活動之現金流量,-4.0,-19.0,88.0,-1.0,-61.0,-2.0,165.0,-21.0
3027,籌資活動之現金流量,44.0,-62.0,166.0,44.0,-234.0,-179.0,-103.0,-29.0
3027,本期產生現金流量,16.0,-129.0,173.0,81.0,50.0,-96.0,52.0,17.0
3045,來自營運之現金流量,7512.0,7957.0,7989.0,6977.0,7866.0,7488.0,7936.0,7892.0
3045,投資活動之現金流量,-278.0,-2165.0,-9698.0,-3432.0,-2842.0,-1700.0,-2359.0,-3555.0
3045,籌資活動之現金流量,-7278.0,-4762.0,2368.0,-3753.0,-6776.0,-5556.0,-4443.0,-5314.0
3045,本期產生現金流量,-44.0,1032.0,658.0,-207.0,-1747.0,223.0,1134.0,-980.0
3047,來自營運之現金流量,49.0,79.0,-42.0,-76.0,-86.0,-80.0,54.0,32.0
3047,投資活動之現金流量,-10.0,227.0,-24.0,-60.0,-48.0,-95.0,3.0,-28.0
3047,籌資活動之現金流量,253.0,-335.0,46.0,87.0,124.0,159.0,-220.0,50.0
3047,本期產生現金流量,300.0,-28.0,-21.0,-47.0,-4.0,-45.0,-160.0,37.0
3062,來自營運之現金流量,-197.0,409.0,-27.0,-491.0,-96.0,-16.0,-658.0,-159.0
3062,投資活動之現金流量,7.0,5.0,112.0,36.0,-247.0,430.0,414.0,-378.0
3062,籌資活動之現金流量,-367.0,380.0,-451.0,180.0,4.0,-41.0,-431.0,101.0
3062,本期產生現金流量,-556.0,807.0,-350.0,-282.0,-338.0,353.0,-710.0,-423.0
3311,來自營運之現金流量,-92.0,-181.0,146.0,-14.0,30.0,-316.0,139.0,-39.0
3311,投資活動之現金流量,5.0,-52.0,-33.0,-24.0,-27.0,32.0,1.0,17.0
3311,籌資活動之現金流量,-1.0,0.0,0.0,-1.0,-1440.0,1.0,0.0,-106.0
3311,本期產生現金流量,-97.0,-195.0,112.0,-17.0,-1402.0,-385.0,124.0,-208.0
3380,來自營運之現金流量,485.0,-15.0,302.0,-179.0,392.0,167.0,566.0,960.0
3380,投資活動之現金流量,-2531.0,-150.0,254.0,679.0,-1389.0,946.0,-269.0,-1211.0
3380,籌資活動之現金流量,0.0,2300.0,-13.0,-441.0,-5.0,7.0,-625.0,-400.0
3380,本期產生現金流量,-2088.0,2175.0,567.0,120.0,-943.0,1028.0,-344.0,-732.0
3419,來自營運之現金流量,-45.0,126.0,138.0,-80.0,-17.0,176.0,43.0,-116.0
3419,投資活動之現金流量,-10.0,-15.0,-2.0,-9.0,5.0,-16.0,-11.0,42.0
3419,籌資活動之現金流量,5.0,56.0,-112.0,67.0,-100.0,-51.0,7.0,-15.0
3419,本期產生現金流量,-56.0,179.0,23.0,-9.0,-94.0,66.0,70.0,-106.0
3596,來自營運之現金流量,-191.0,986.0,231.0,416.0,239.0,189.0,59.0,1115.0
3596,投資活動之現金流量,-108.0,-39.0,170.0,180.0,-3.0,-43.0,-250.0,-174.0
3596,籌資活動之現金流量,183.0,452.0,62.0,-780.0,589.0,79.0,11.0,-302.0
3596,本期產生現金流量,-96.0,1381.0,446.0,-181.0,830.0,185.0,-189.0,606.0
3682,來自營運之現金流量,462.0,-116.0,22.0,-99.0,159.0,145.0,224.0,-275.0
3682,投資活動之現金流量,-1094.0,-496.0,-78.0,-1984.0,-1123.0,-559.0,-1854.0,-700.0
3682,籌資活動之現金流量,46.0,-7.0,7.0,-5.0,1.0,-17.0,12.0,17.0
3682,本期產生現金流量,-587.0,-619.0,-49.0,-2088.0,-963.0,-430.0,-1617.0,-958.0
3694,來自營運之現金流量,-145.0,92.0,122.0,-108.0,-45.0,-34.0,403.0,-156.0
