,,2018_2Q,2018_1Q,2017_4Q,2017_3Q,2017_2Q,2017_1Q,2016_4Q,2016_3Q
4746,投資活動之現金流量,-248.0,-326.0,-126.0,-209.0,-155.0,-153.0,-171.0,-121.0
4746,籌資活動之現金流量,165.0,265.0,157.0,-90.0,291.0,160.0,-286.0,-375.0
4746,本期產生現金流量,-82.0,-103.0,62.0,-149.0,133.0,225.0,-150.0,-129.0
1802,來自營運之現金流量,1971.0,435.0,2323.0,1471.0,911.0,1317.0,1922.0,1787.0
1802,投資活動之現金流量,-1798.0,-571.0,-799.0,-825.0,-703.0,-767.0,-860.0,-303.0
1802,籌資活動之現金流量,716.0,-949.0,-1241.0,-475.0,646.0,-1675.0,-806.0,-1779.0
1802,本期產生現金流量,1180.0,-1164.0,272.0,157.0,799.0,-947.0,305.0,-108.0
1806,來自營運之現金流量,60.0,-107.0,125.0,171.0,264.0,-18.0,280.0,133.0
1806,投資活動之現金流量,-95.0,-61.0,-139.0,-31.0,-56.0,32.0,-120.0,184.0
1806,籌資活動之現金流量,405.0,145.0,-130.0,-155.0,558.0,21.0,-461.0,-421.0
1806,本期產生現金流量,367.0,-18.0,-142.0,-11.0,771.0,20.0,-306.0,-111.0
1809,來自營運之現金流量,-131.0,30.0,9.0,-51.0,-166.0,38.0,182.0,110.0
1809,投資活動之現金流量,17.0,-53.0,-40.0,-117.0,434.0,358.0,-135.0,58.0
1809,籌資活動之現金流量,-3.0,20.0,-20.0,-69.0,33.0,92.0,-220.0,-40.0
1809,本期產生現金流量,-111.0,11.0,-52.0,-185.0,332.0,389.0,-142.0,67.0
1810,來自營運之現金流量,-48.0,73.0,2.0,109.0,117.0,165.0,-60.0,-128.0
1810,投資活動之現金流量,-103.0,88.0,45.0,2.0,-55.0,-25.0,284.0,24.0
1810,籌資活動之現金流量,-98.0,-38.0,-53.0,-47.0,-83.0,-81.0,44.0,11.0
1810,本期產生現金流量,-235.0,110.0,-13.0,65.0,-18.0,34.0,281.0,-124.0
1817,來自營運之現金流量,114.0,56.0,103.0,32.0,23.0,25.0,149.0,66.0
1817,投資活動之現金流量,-81.0,-52.0,-33.0,-61.0,-9.0,-9.0,-8.0,-3.0
1817,籌資活動之現金流量,15.0,-21.0,-42.0,-40.0,-5.0,-24.0,-62.0,-95.0
1817,本期產生現金流量,77.0,-37.0,13.0,-70.0,13.0,-49.0,90.0,-42.0
1902,來自營運之現金流量,108.0,-74.0,97.0,-6.0,76.0,127.0,169.0,496.0
1902,投資活動之現金流量,42.0,361.0,29.0,6.0,-95.0,24.0,90.0,-106.0
1902,籌資活動之現金流量,11.0,-237.0,-86.0,64.0,-134.0,20.0,-87.0,-398.0
1902,本期產生現金流量,187.0,14.0,40.0,71.0,-24.0,-1.0,163.0,-37.0
1903,來自營運之現金流量,9.0,-4.0,-129.0,47.0,-7.0,-17.0,-130.0,36.0
1903,投資活動之現金流量,-3.0,0.0,25.0,-22.0,-56.0,-5.0,-4.0,-2.0
1903,籌資活動之現金流量,0.0,-13.0,108.0,-26.0,9.0,-7.0,255.0,-34.0
1903,本期產生現金流量,5.0,-16.0,5.0,0.0,-54.0,-29.0,122.0,-1.0
1904,來自營運之現金流量,1506.0,1539.0,1409.0,583.0,-662.0,-145.0,1113.0,1299.0
1904,投資活動之現金流量,-1061.0,3171.0,-2333.0,-2175.0,-748.0,49.0,-303.0,-704.0
1904,籌資活動之現金流量,-4178.0,-280.0,1704.0,1207.0,-762.0,642.0,791.0,-1439.0
1904,本期產生現金流量,-3569.0,4579.0,942.0,-92.0,-2181.0,393.0,1800.0,-785.0
1905,來自營運之現金流量,208.0,18.0,619.0,815.0,99.0,365.0,857.0,331.0
1905,投資活動之現金流量,-572.0,-445.0,351.0,-428.0,-768.0,-377.0,-500.0,-85.0
1905,籌資活動之現金流量,429.0,60.0,-196.0,-2073.0,2474.0,-154.0,-272.0,-642.0
1905,本期產生現金流量,71.0,-363.0,772.0,-1683.0,1809.0,-175.0,78.0,-398.0
1906,來自營運之現金流量,-131.0,-366.0,58.0,59.0,-109.0,-133.0,114.0,98.0
1906,投資活動之現金流量,-418.0,-19.0,-12.0,72.0,-1.0,0.0,891.0,160.0
1906,籌資活動之現金流量,97.0,1120.0,-77.0,-139.0,-503.0,145.0,-565.0,-242.0
1906,本期產生現金流量,-451.0,735.0,-31.0,-7.0,-613.0,12.0,440.0,16.0
1907,來自營運之現金流量,214.0,1059.0,1460.0,1795.0,373.0,298.0,1037.0,2541.0
1907,投資活動之現金流量,-436.0,-1198.0,-1369.0,-1191.0,-794.0,-1757.0,-546.0,-707.0
1907,籌資活動之現金流量,-187.0,982.0,-412.0,-3259.0,5331.0,65.0,536.0,-2578.0
1907,本期產生現金流量,-393.0,855.0,-333.0,-2641.0,4911.0,-1503.0,999.0,-790.0
1909,來自營運之現金流量,-313.0,2234.0,-1447.0,494.0,-263.0,12.0,20.0,2208.0
1909,投資活動之現金流量,-1716.0,-2287.0,-636.0,-2119.0,-1214.0,-3105.0,-1638.0,-1416.0
1909,籌資活動之現金流量,1903.0,445.0,16.0,213.0,1642.0,5089.0,3100.0,-1370.0
1909,本期產生現金流量,99.0,186.0,-1642.0,-1457.0,328.0,1546.0,1301.0,-264.0
2002,來自營運之現金流量,19281.0,10792.0,20748.0,13642.0,8724.0,6357.0,9146.0,14998.0
2002,投資活動之現金流量,-21508.0,-10059.0,-5382.0,4248.0,-11125.0,-6894.0,-3000.0,-4970.0
2002,籌資活動之現金流量,9119.0,1071.0,-17763.0,-14132.0,-1939.0,270.0,-7054.0,-10478.0
2002,本期產生現金流量,7493.0,1515.0,-2250.0,4236.0,-4230.0,-1212.0,-834.0,-768.0
2006,來自營運之現金流量,-967.0,-971.0,228.0,-108.0,-231.0,-17.0,1331.0,157.0
2006,投資活動之現金流量,-374.0,-493.0,-584.0,-1399.0,-853.0,-915.0,-641.0,-535.0
2006,籌資活動之現金流量,1651.0,1512.0,2247.0,1090.0,618.0,396.0,-337.0,-335.0
2006,本期產生現金流量,355.0,-56.0,177.0,-431.0,-445.0,-369.0,302.0,-784.0
2007,來自營運之現金流量,-250.0,55.0,-591.0,409.0,-269.0,-449.0,132.0,-124.0
2007,投資活動之現金流量,-752.0,-425.0,-395.0,-515.0,-341.0,-610.0,-492.0,-217.0
2007,籌資活動之現金流量,1185.0,330.0,814.0,157.0,604.0,977.0,130.0,310.0
2007,本期產生現金流量,183.0,-39.0,-171.0,51.0,-7.0,-82.0,-230.0,-30.0
2008,來自營運之現金流量,-9.0,-86.0,20.0,170.0,-188.0,-340.0,-2.0,-34.0
2008,投資活動之現金流量,-94.0,255.0,99.0,220.0,22.0,19.0,-81.0,219.0
2008,籌資活動之現金流量,110.0,-213.0,-49.0,-275.0,177.0,287.0,-143.0,65.0
2008,本期產生現金流量,6.0,-44.0,70.0,115.0,11.0,-34.0,-226.0,250.0
2009,來自營運之現金流量,165.0,-69.0,-59.0,-54.0,34.0,-37.0,12.0,-63.0
2009,投資活動之現金流量,-7.0,-4.0,-28.0,197.0,-9.0,-13.0,-10.0,-3.0
2009,籌資活動之現金流量,-18.0,-45.0,177.0,-135.0,-11.0,-77.0,115.0,-40.0
2009,本期產生現金流量,140.0,-118.0,90.0,9.0,14.0,-127.0,117.0,-106.0
2010,來自營運之現金流量,-40.0,-24.0,281.0,-129.0,-1091.0,-472.0,-184.0,226.0
2010,投資活動之現金流量,-232.0,-78.0,-18.0,-268.0,-9.0,41.0,-201.0,184.0
2010,籌資活動之現金流量,128.0,130.0,-120.0,98.0,1184.0,484.0,355.0,-154.0
2010,本期產生現金流量,-202.0,84.0,157.0,-263.0,123.0,-28.0,-139.0,246.0
2012,來自營運之現金流量,-96.0,60.0,307.0,407.0,101.0,-4.0,96.0,69.0
2012,投資活動之現金流量,-155.0,-68.0,-93.0,-58.0,-53.0,-59.0,-60.0,-51.0
2012,籌資活動之現金流量,371.0,-1040.0,-239.0,-516.0,-103.0,148.0,-849.0,248.0
2012,本期產生現金流量,118.0,-1022.0,-6.0,-161.0,-32.0,85.0,-840.0,235.0
2013,來自營運之現金流量,-619.0,-757.0,939.0,-156.0,-394.0,506.0,21.0,63.0
2013,投資活動之現金流量,-59.0,-54.0,34.0,88.0,-15.0,132.0,-260.0,107.0
2013,籌資活動之現金流量,806.0,778.0,-1163.0,178.0,384.0,-614.0,175.0,-135.0
2013,本期產生現金流量,124.0,-26.0,-195.0,124.0,-17.0,2.0,-90.0,33.0
2014,來自營運之現金流量,-216.0,1612.0,1103.0,1839.0,-205.0,165.0,1246.0,511.0
2014,投資活動之現金流量,150.0,-50.0,-153.0,-48.0,-100.0,-144.0,-242.0,-75.0
2014,籌資活動之現金流量,-425.0,-1141.0,-806.0,-1792.0,279.0,66.0,-1041.0,-436.0
2014,本期產生現金流量,-492.0,421.0,144.0,-2.0,-26.0,87.0,-37.0,1.0
2015,來自營運之現金流量,-564.0,140.0,1587.0,-333.0,1372.0,-16.0,1415.0,531.0
2015,投資活動之現金流量,-25.0,-542.0,-729.0,-513.0,-1213.0,-308.0,-296.0,-599.0
2015,籌資活動之現金流量,-67.0,159.0,-76.0,-1704.0,-359.0,200.0,84.0,-1409.0
2015,本期產生現金流量,-657.0,-243.0,782.0,-2550.0,-200.0,-125.0,1203.0,-1478.0
2017,來自營運之現金流量,-224.0,222.0,-148.0,525.0,-60.0,302.0,107.0,310.0
2017,投資活動之現金流量,-132.0,-210.0,-127.0,-52.0,-60.0,-20.0,-173.0,-125.0
2017,籌資活動之現金流量,375.0,-79.0,255.0,-427.0,109.0,-248.0,3.0,-285.0
2017,本期產生現金流量,18.0,-66.0,-20.0,46.0,-10.0,34.0,-64.0,-100.0
2020,來自營運之現金流量,-68.0,-61.0,189.0,-71.0,231.0,-136.0,113.0,183.0
2020,投資活動之現金流量,63.0,14.0,13.0,9.0,-86.0,131.0,-13.0,-202.0
2020,籌資活動之現金流量,150.0,28.0,-148.0,-122.0,-134.0,1.0,-76.0,52.0
2020,本期產生現金流量,154.0,-26.0,50.0,-184.0,11.0,-15.0,22.0,26.0
2022,來自營運之現金流量,249.0,253.0,183.0,-903.0,-416.0,340.0,-255.0,26.0
2022,投資活動之現金流量,-19.0,-169.0,-522.0,-208.0,-188.0,-42.0,-220.0,-144.0
2022,籌資活動之現金流量,-80.0,67.0,64.0,1018.0,704.0,-170.0,301.0,-130.0
2022,本期產生現金流量,162.0,138.0,-31.0,-128.0,100.0,76.0,-176.0,-229.0
2023,來自營運之現金流量,-697.0,-1169.0,-163.0,1014.0,-395.0,-1919.0,2525.0,-1192.0
2023,投資活動之現金流量,-1131.0,-1103.0,-1610.0,-612.0,49.0,-2098.0,-1219.0,-1031.0
2023,籌資活動之現金流量,2295.0,816.0,2111.0,693.0,92.0,2488.0,-591.0,1084.0
2023,本期產生現金流量,618.0,-1568.0,274.0,1020.0,-351.0,-1372.0,844.0,-1091.0
2024,來自營運之現金流量,-24.0,5.0,64.0,35.0,-61.0,68.0,47.0,31.0
2024,投資活動之現金流量,-5.0,-56.0,-3.0,-23.0,-15.0,-10.0,-5.0,-4.0
2024,籌資活動之現金流量,45.0,40.0,-60.0,-10.0,59.0,-24.0,-33.0,-28.0
2024,本期產生現金流量,14.0,-11.0,1.0,2.0,-17.0,34.0,8.0,-1.0
2025,來自營運之現金流量,118.0,-459.0,263.0,713.0,-348.0,22.0,375.0,25.0
2025,投資活動之現金流量,-22.0,-2.0,-10.0,-1.0,-7.0,2.0,-2.0,2.0
2025,籌資活動之現金流量,-90.0,452.0,-299.0,-666.0,310.0,-73.0,-289.0,-58.0
2025,本期產生現金流量,6.0,-9.0,-47.0,45.0,-45.0,-49.0,84.0,-31.0
2027,來自營運之現金流量,-333.0,-111.0,-2392.0,108.0,-981.0,520.0,-401.0,-32.0
2027,投資活動之現金流量,-933.0,-117.0,-924.0,-1176.0,-1302.0,-36.0,-226.0,-116.0
2027,籌資活動之現金流量,934.0,966.0,2324.0,1829.0,884.0,630.0,155.0,1354.0
2027,本期產生現金流量,-300.0,728.0,-1006.0,772.0,-1386.0,1019.0,-464.0,1155.0
2028,來自營運之現金流量,92.0,-11.0,273.0,261.0,-6.0,-8.0,161.0,6.0
2028,投資活動之現金流量,-64.0,-44.0,-28.0,-35.0,-28.0,-33.0,-69.0,-35.0
2028,籌資活動之現金流量,-177.0,104.0,-131.0,-207.0,31.0,-146.0,62.0,69.0
2028,本期產生現金流量,-150.0,50.0,114.0,19.0,-2.0,-187.0,154.0,40.0
2029,來自營運之現金流量,239.0,381.0,4.0,-16.0,71.0,-88.0,899.0,-143.0
2029,投資活動之現金流量,-418.0,-62.0,-638.0,-29.0,-191.0,-222.0,-195.0,-124.0
2029,籌資活動之現金流量,-17.0,8.0,78.0,-900.0,-55.0,27.0,69.0,-314.0
2029,本期產生現金流量,-195.0,328.0,-555.0,-942.0,-171.0,-297.0,771.0,-587.0
2030,來自營運之現金流量,-27.0,-271.0,-604.0,553.0,239.0,275.0,-175.0,19.0
2030,投資活動之現金流量,-33.0,2.0,41.0,-43.0,-21.0,-2.0,-20.0,-5.0
2030,籌資活動之現金流量,339.0,166.0,460.0,-474.0,-281.0,-407.0,390.0,-135.0
2030,本期產生現金流量,212.0,-80.0,-19.0,109.0,-7.0,-290.0,179.0,-159.0
2031,來自營運之現金流量,83.0,-9.0,634.0,264.0,280.0,-659.0,63.0,311.0
2031,投資活動之現金流量,-60.0,-61.0,-426.0,-217.0,-296.0,-80.0,-13.0,-449.0
2031,籌資活動之現金流量,736.0,184.0,-115.0,-191.0,-277.0,1231.0,34.0,272.0
2031,本期產生現金流量,764.0,113.0,92.0,-144.0,-290.0,485.0,90.0,134.0
2032,來自營運之現金流量,12.0,42.0,-86.0,-5.0,97.0,-57.0,-17.0,-20.0
2032,投資活動之現金流量,-22.0,-4.0,59.0,4.0,10.0,15.0,18.0,31.0
2032,籌資活動之現金流量,-25.0,-2.0,15.0,-39.0,-52.0,58.0,-10.0,-16.0
2032,本期產生現金流量,-36.0,36.0,-12.0,-40.0,55.0,16.0,-9.0,-5.0
2033,來自營運之現金流量,-63.0,-8.0,29.0,27.0,15.0,39.0,54.0,39.0
2033,投資活動之現金流量,-14.0,-9.0,-8.0,-1.0,7.0,4.0,-19.0,-39.0
2033,籌資活動之現金流量,54.0,16.0,-8.0,-47.0,-43.0,-28.0,-66.0,25.0
2033,本期產生現金流量,-23.0,-1.0,13.0,-21.0,-21.0,16.0,-32.0,25.0
2034,來自營運之現金流量,864.0,-219.0,-72.0,1405.0,553.0,-875.0,214.0,406.0
2034,投資活動之現金流量,-251.0,-272.0,-142.0,-75.0,-29.0,-106.0,-915.0,-29.0
2034,籌資活動之現金流量,-565.0,288.0,379.0,-1354.0,-351.0,865.0,707.0,-498.0
2034,本期產生現金流量,48.0,-204.0,165.0,-23.0,174.0,-115.0,5.0,-122.0
2038,來自營運之現金流量,225.0,-16.0,-717.0,-84.0,-371.0,-68.0,462.0,-191.0
2038,投資活動之現金流量,-77.0,-294.0,-8.0,191.0,-172.0,-70.0,332.0,6.0
2038,籌資活動之現金流量,-133.0,77.0,752.0,121.0,423.0,63.0,-438.0,71.0
2038,本期產生現金流量,14.0,-233.0,27.0,227.0,-120.0,-75.0,356.0,-114.0
2069,來自營運之現金流量,-221.0,-340.0,22.0,238.0,105.0,-168.0,-71.0,91.0
2069,投資活動之現金流量,-278.0,-313.0,497.0,-103.0,-252.0,-520.0,-69.0,-645.0
2069,籌資活動之現金流量,418.0,600.0,-373.0,-205.0,217.0,693.0,198.0,552.0
2069,本期產生現金流量,-39.0,-69.0,133.0,-79.0,70.0,-2.0,51.0,1.0
3004,來自營運之現金流量,126.0,20.0,119.0,1.0,33.0,92.0,78.0,55.0
3004,投資活動之現金流量,-112.0,-115.0,-50.0,-68.0,-72.0,-54.0,-1197.0,-171.0
3004,籌資活動之現金流量,51.0,77.0,-41.0,70.0,-8.0,-39.0,1109.0,158.0
3004,本期產生現金流量,64.0,-17.0,27.0,6.0,-42.0,-6.0,-9.0,54.0
5007,來自營運之現金流量,253.0,191.0,549.0,234.0,266.0,78.0,521.0,402.0
5007,投資活動之現金流量,-91.0,-31.0,-3.0,-39.0,-47.0,-13.0,-47.0,-43.0
5007,籌資活動之現金流量,-4.0,0.0,-107.0,-635.0,22.0,-291.0,-111.0,-701.0
5007,本期產生現金流量,159.0,168.0,446.0,-436.0,250.0,-239.0,348.0,-357.0
9958,來自營運之現金流量,115.0,199.0,228.0,-76.0,205.0,-91.0,158.0,126.0
9958,投資活動之現金流量,-401.0,-42.0,41.0,-130.0,-55.0,-135.0,-114.0,-42.0
9958,籌資活動之現金流量,166.0,-209.0,196.0,193.0,38.0,62.0,71.0,55.0
9958,本期產生現金流量,-111.0,-56.0,461.0,-16.0,187.0,-176.0,126.0,113.0
2101,來自營運之現金流量,333.0,40.0,18.0,811.0,203.0,-280.0,409.0,447.0
2101,投資活動之現金流量,-189.0,-187.0,-224.0,-234.0,-150.0,-334.0,-305.0,-319.0
2101,籌資活動之現金流量,-423.0,9.0,299.0,-252.0,-359.0,747.0,122.0,35.0
2101,本期產生現金流量,-303.0,-97.0,104.0,384.0,-236.0,-7.0,163.0,86.0
2102,來自營運之現金流量,-5.0,-49.0,117.0,-85.0,-591.0,-103.0,262.0,-161.0
2102,投資活動之現金流量,-147.0,-174.0,-204.0,-258.0,-527.0,-549.0,-614.0,-424.0
2102,籌資活動之現金流量,235.0,241.0,-221.0,532.0,1006.0,657.0,30.0,320.0
2102,本期產生現金流量,90.0,25.0,-279.0,237.0,-61.0,-140.0,-327.0,-292.0
2103,來自營運之現金流量,762.0,-317.0,592.0,2233.0,767.0,-2000.0,-395.0,1157.0
2103,投資活動之現金流量,77.0,-292.0,-200.0,-31.0,-93.0,-72.0,-150.0,-20.0
2103,籌資活動之現金流量,-449.0,567.0,-646.0,-1931.0,-1244.0,2984.0,304.0,-923.0
2103,本期產生現金流量,627.0,-87.0,-303.0,-278.0,396.0,237.0,-244.0,8.0
2104,來自營運之現金流量,99.0,731.0,457.0,1639.0,419.0,94.0,521.0,572.0
2104,投資活動之現金流量,-640.0,-856.0,-748.0,-928.0,-515.0,-655.0,-611.0,-377.0
2104,籌資活動之現金流量,633.0,962.0,128.0,884.0,935.0,900.0,-619.0,255.0
2104,本期產生現金流量,338.0,730.0,-335.0,1549.0,899.0,147.0,-578.0,353.0
2105,來自營運之現金流量,3558.0,1127.0,3324.0,2620.0,473.0,2484.0,5766.0,5776.0
2105,投資活動之現金流量,-3420.0,-3513.0,-3111.0,-2618.0,-4556.0,-3625.0,-4618.0,-3414.0
2105,籌資活動之現金流量,3327.0,801.0,3963.0,-6932.0,6352.0,4954.0,499.0,-6626.0
2105,本期產生現金流量,4217.0,-1365.0,4380.0,-7282.0,3247.0,1685.0,1388.0,-4400.0
2106,來自營運之現金流量,603.0,-717.0,-326.0,475.0,-227.0,-573.0,897.0,1181.0
2106,投資活動之現金流量,-485.0,-339.0,205.0,-1924.0,-505.0,-403.0,-732.0,-1273.0
2106,籌資活動之現金流量,-317.0,112.0,-866.0,-308.0,-184.0,-222.0,-9.0,-10.0
2106,本期產生現金流量,-247.0,-819.0,-966.0,-1676.0,-744.0,-1818.0,201.0,-463.0
2107,來自營運之現金流量,5.0,36.0,124.0,285.0,59.0,-22.0,233.0,66.0
2107,投資活動之現金流量,362.0,515.0,-179.0,-492.0,-399.0,688.0,229.0,370.0
2107,籌資活動之現金流量,-140.0,-791.0,29.0,254.0,90.0,-296.0,-503.0,31.0
2107,本期產生現金流量,227.0,-241.0,-28.0,46.0,-251.0,370.0,-40.0,467.0
2108,來自營運之現金流量,531.0,171.0,640.0,243.0,1129.0,-763.0,70.0,35.0
2108,投資活動之現金流量,-325.0,158.0,-237.0,-327.0,-224.0,-128.0,-45.0,-69.0
2108,籌資活動之現金流量,-10.0,-10.0,-20.0,-448.0,-2.0,28.0,-32.0,-837.0
2108,本期產生現金流量,214.0,321.0,375.0,-513.0,928.0,-988.0,5.0,-933.0
2109,來自營運之現金流量,86.0,-74.0,118.0,33.0,-129.0,21.0,272.0,56.0
2109,投資活動之現金流量,-510.0,120.0,-227.0,-66.0,23.0,-333.0,-31.0,-187.0
2109,籌資活動之現金流量,-2.0,-184.0,99.0,-20.0,82.0,-2.0,-184.0,-24.0
2109,本期產生現金流量,-429.0,-128.0,-12.0,-44.0,-14.0,-357.0,67.0,-182.0
2114,來自營運之現金流量,28.0,101.0,424.0,-288.0,59.0,19.0,178.0,180.0
2114,投資活動之現金流量,-6.0,8.0,-38.0,-23.0,-29.0,-21.0,-21.0,-18.0
2114,籌資活動之現金流量,-200.0,0.0,0.0,-138.0,0.0,-100.0,-241.0,2.0
2114,本期產生現金流量,-178.0,109.0,386.0,-448.0,30.0,-102.0,-84.0,165.0
6582,來自營運之現金流量,174.0,212.0,118.0,104.0,131.0,-59.0,192.0,150.0
6582,投資活動之現金流量,-24.0,-213.0,-52.0,-322.0,-107.0,-16.0,-73.0,72.0
6582,籌資活動之現金流量,7.0,0.0,-33.0,-529.0,713.0,62.0,-95.0,-222.0
6582,本期產生現金流量,157.0,-1.0,33.0,-747.0,737.0,-13.0,24.0,0.0
2201,來自營運之現金流量,-9911.0,-8282.0,-2738.0,-6890.0,-7240.0,-4520.0,-2284.0,-1551.0
2201,投資活動之現金流量,-725.0,-563.0,-4941.0,2566.0,-208.0,-42.0,-3828.0,1867.0
2201,籌資活動之現金流量,10149.0,6420.0,12308.0,6423.0,6830.0,6143.0,4768.0,1035.0
2201,本期產生現金流量,-488.0,-2343.0,4557.0,2258.0,-482.0,1217.0,-1403.0,1157.0
2204,來自營運之現金流量,625.0,796.0,-943.0,795.0,1044.0,840.0,589.0,1440.0
2204,投資活動之現金流量,789.0,-122.0,917.0,324.0,-830.0,-146.0,-237.0,1033.0
2204,籌資活動之現金流量,-88.0,-51.0,-85.0,-2310.0,33.0,-39.0,33.0,-2111.0
2204,本期產生現金流量,1314.0,637.0,-114.0,-1176.0,255.0,619.0,357.0,318.0
2206,來自營運之現金流量,34.0,-53.0,-174.0,1432.0,-225.0,1324.0,1842.0,1102.0
2206,投資活動之現金流量,450.0,-359.0,145.0,-194.0,-647.0,-334.0,-1172.0,-1559.0
2206,籌資活動之現金流量,323.0,-320.0,342.0,-903.0,504.0,-1658.0,-534.0,-1233.0
2206,本期產生現金流量,854.0,-738.0,310.0,342.0,-348.0,-736.0,149.0,-1720.0
2207,來自營運之現金流量,-1399.0,-1200.0,4540.0,-925.0,9669.0,-7382.0,8624.0,5067.0
2207,投資活動之現金流量,-3654.0,-5050.0,7088.0,-5087.0,-9692.0,8952.0,-2879.0,-6129.0
2207,籌資活動之現金流量,5228.0,3745.0,-10141.0,3290.0,-87.0,-1195.0,-5906.0,1389.0
2207,本期產生現金流量,216.0,-2448.0,1659.0,-2821.0,-183.0,441.0,-202.0,302.0
2227,來自營運之現金流量,3.0,-3393.0,-617.0,2112.0,-164.0,825.0,351.0,-323.0
2227,投資活動之現金流量,22.0,-81.0,82.0,5029.0,-40.0,74.0,33.0,5030.0
2227,籌資活動之現金流量,0.0,0.0,0.0,-6600.0,-3630.0,0.0,-38.0,-3712.0
2227,本期產生現金流量,55.0,-3489.0,-561.0,566.0,-3596.0,504.0,8.0,1056.0
2302,來自營運之現金流量,46.0,10.0,-2.0,10.0,57.0,-56.0,56.0,47.0
2302,投資活動之現金流量,-4.0,-3.0,45.0,-95.0,-24.0,-2.0,18.0,-8.0
2302,籌資活動之現金流量,-41.0,41.0,0.0,-253.0,152.0,7.0,82.0,-22.0
2302,本期產生現金流量,5.0,46.0,41.0,-337.0,183.0,-68.0,158.0,14.0
2303,來自營運之現金流量,14264.0,8776.0,12899.0,11447.0,14817.0,13311.0,15546.0,13888.0
2303,投資活動之現金流量,-6077.0,666.0,-6034.0,-4984.0,-8105.0,-16293.0,-18321.0,-15400.0
2303,籌資活動之現金流量,-10795.0,-13714.0,5214.0,-4604.0,707.0,7845.0,4221.0,8885.0
2303,本期產生現金流量,-1950.0,-4532.0,11736.0,1804.0,7322.0,3233.0,2313.0,5841.0
2329,來自營運之現金流量,346.0,-293.0,319.0,381.0,338.0,-23.0,483.0,553.0
2329,投資活動之現金流量,16.0,-11.0,-178.0,-159.0,-72.0,-287.0,-497.0,-878.0
2329,籌資活動之現金流量,-549.0,176.0,-240.0,-3.0,-439.0,585.0,252.0,231.0
2329,本期產生現金流量,-187.0,-127.0,-100.0,219.0,-170.0,272.0,245.0,-98.0
2330,來自營運之現金流量,129773.0,160726.0,204126.0,116783.0,103400.0,161008.0,185220.0,126410.0
2330,投資活動之現金流量,-60076.0,-73459.0,-63052.0,-65663.0,-98220.0,-109230.0,-138501.0,-106885.0
2330,籌資活動之現金流量,-29346.0,-57627.0,9644.0,-212793.0,-639.0,-11910.0,24301.0,-169192.0
2330,本期產生現金流量,54447.0,24391.0,145314.0,-162389.0,5742.0,23471.0,77282.0,-158388.0
2337,來自營運之現金流量,2622.0,2129.0,3969.0,1970.0,608.0,487.0,2988.0,1214.0
2337,投資活動之現金流量,-855.0,-1528.0,-875.0,-661.0,-170.0,-550.0,-114.0,-246.0
2337,籌資活動之現金流量,-838.0,890.0,-1161.0,167.0,-1140.0,-140.0,-1965.0,-954.0
2337,本期產生現金流量,986.0,1618.0,1750.0,1476.0,-655.0,-307.0,975.0,-16.0
2338,來自營運之現金流量,9.0,-146.0,168.0,377.0,54.0,0.0,-19.0,105.0
2338,投資活動之現金流量,-90.0,-75.0,278.0,-3.0,-105.0,-5.0,5.0,-33.0
2338,籌資活動之現金流量,203.0,18.0,-51.0,-357.0,-5.0,1.0,0.0,-68.0
2338,本期產生現金流量,123.0,-203.0,395.0,18.0,-55.0,-1.0,-12.0,4.0
2342,來自營運之現金流量,42.0,73.0,55.0,27.0,-21.0,49.0,4.0,16.0
2342,投資活動之現金流量,-35.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.0,279.0
2342,籌資活動之現金流量,-10.0,-14.0,507.0,-13.0,-13.0,-15.0,-18.0,-183.0
2342,本期產生現金流量,36.0,46.0,552.0,10.0,-33.0,-4.0,34.0,98.0
2344,來自營運之現金流量,3409.0,3800.0,4709.0,3056.0,2334.0,2045.0,3103.0,2666.0
2344,投資活動之現金流量,-4015.0,-6150.0,-3075.0,-3072.0,-5383.0,-3499.0,-2075.0,-971.0
2344,籌資活動之現金流量,-1356.0,-559.0,7287.0,-637.0,2812.0,-15.0,-1762.0,-551.0
2344,本期產生現金流量,-1909.0,-2919.0,8894.0,-624.0,-221.0,-1560.0,-735.0,1093.0
2351,來自營運之現金流量,415.0,191.0,419.0,234.0,170.0,-53.0,652.0,277.0
2351,投資活動之現金流量,-246.0,-201.0,-168.0,-270.0,-259.0,-174.0,-176.0,-170.0
2351,籌資活動之現金流量,54.0,53.0,-149.0,-94.0,117.0,-2.0,-246.0,-187.0
2351,本期產生現金流量,223.0,44.0,102.0,-128.0,28.0,-234.0,233.0,-79.0
2363,來自營運之現金流量,-84.0,-110.0,-61.0,-58.0,-67.0,-75.0,-36.0,-64.0
2363,投資活動之現金流量,19.0,-17.0,-36.0,133.0,-28.0,-211.0,-8.0,64.0
2363,籌資活動之現金流量,-67.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2363,本期產生現金流量,-133.0,-126.0,-97.0,76.0,-94.0,-288.0,-45.0,-1.0
2369,來自營運之現金流量,85.0,255.0,321.0,323.0,310.0,392.0,327.0,84.0
2369,投資活動之現金流量,-105.0,-344.0,-184.0,-254.0,-338.0,-111.0,-54.0,212.0
2369,籌資活動之現金流量,-90.0,-102.0,-65.0,-296.0,-52.0,-55.0,74.0,-217.0
2369,本期產生現金流量,-109.0,-190.0,73.0,-226.0,-78.0,222.0,344.0,77.0
