,0,1,2
1,6191,2016,1.04
2,6191,2015,-0.64
3,6191,2014,0.25
0,6197,2017,1.82
1,6197,2016,2.4
2,6197,2015,1.53
3,6197,2014,1.79
0,6205,2017,1.9
1,6205,2016,3.34
2,6205,2015,3.1
3,6205,2014,3.67
0,6213,2017,4.11
1,6213,2016,3.13
2,6213,2015,1.92
3,6213,2014,1.62
0,6224,2017,4.1
1,6224,2016,5.07
2,6224,2015,5.83
3,6224,2014,5.01
0,6251,2017,0.03
1,6251,2016,0.04
2,6251,2015,-0.33
3,6251,2014,0.85
0,6269,2017,10.07
1,6269,2016,8.42
2,6269,2015,10.83
3,6269,2014,6.71
0,6282,2017,0.6
1,6282,2016,1.01
2,6282,2015,1.29
3,6282,2014,2.11
0,6412,2017,4.21
1,6412,2016,3.71
2,6412,2015,3.22
3,6412,2014,3.16
0,6449,2017,2.67
1,6449,2016,2.9
2,6449,2015,2.87
3,6449,2014,3.05
0,8039,2017,3.55
1,8039,2016,2.81
2,8039,2015,3.61
3,8039,2014,4.32
0,8046,2017,-3.03
1,8046,2016,-1.07
2,8046,2015,1.33
3,8046,2014,2.5
0,8103,2017,2.07
1,8103,2016,3.0
2,8103,2015,1.21
3,8103,2014,5.18
0,8213,2017,2.83
1,8213,2016,3.08
2,8213,2015,4.02
3,8213,2014,5.82
0,8249,2017,1.65
1,8249,2016,2.03
2,8249,2015,2.31
3,8249,2014,2.43
0,2347,2017,3.67
1,2347,2016,2.92
2,2347,2015,2.01
3,2347,2014,3.16
0,2414,2017,1.59
1,2414,2016,1.44
2,2414,2015,1.38
3,2414,2014,1.56
0,2430,2017,1.64
1,2430,2016,2.88
2,2430,2015,1.79
3,2430,2014,0.66
0,2459,2017,4.13
1,2459,2016,3.72
2,2459,2015,3.52
3,2459,2014,3.48
0,3010,2017,6.09
1,3010,2016,4.52
2,3010,2015,4.88
3,3010,2014,5.52
0,3028,2017,2.02
1,3028,2016,1.37
2,3028,2015,1.58
3,3028,2014,1.71
0,3033,2017,1.95
1,3033,2016,1.33
2,3033,2015,1.7
3,3033,2014,1.94
0,3036,2017,5.26
1,3036,2016,3.61
2,3036,2015,4.49
3,3036,2014,5.18
0,3048,2017,1.63
1,3048,2016,1.07
2,3048,2015,2.11
3,3048,2014,2.61
0,3055,2017,0.4
1,3055,2016,1.16
2,3055,2015,4.68
3,3055,2014,2.25
0,3209,2017,1.94
1,3209,2016,1.8
2,3209,2015,3.34
3,3209,2014,3.11
0,3312,2017,-2.22
1,3312,2016,0.48
2,3312,2015,-2.76
3,3312,2014,0.93
0,3528,2017,2.57
1,3528,2016,2.64
2,3528,2015,3.41
3,3528,2014,3.19
0,3702,2017,4.1
1,3702,2016,3.18
2,3702,2015,3.27
3,3702,2014,3.51
0,5434,2017,5.98
1,5434,2016,7.25
2,5434,2015,5.89
3,5434,2014,5.44
0,6145,2017,-6.31
1,6145,2016,0.01
2,6145,2015,0.45
3,6145,2014,0.42
0,6189,2017,1.96
1,6189,2016,2.5
2,6189,2015,3.22
3,6189,2014,3.48
0,6281,2017,4.57
1,6281,2016,4.98
2,6281,2015,4.37
3,6281,2014,4.3
0,8070,2017,13.64
1,8070,2016,11.37
2,8070,2015,13.57
3,8070,2014,5.29
0,8072,2017,-0.25
1,8072,2016,0.31
2,8072,2015,1.38
3,8072,2014,2.85
0,8112,2017,3.95
1,8112,2016,3.7
2,8112,2015,1.2
3,8112,2014,1.29
0,2427,2017,0.39
1,2427,2016,0.27
2,2427,2015,0.18
3,2427,2014,0.12
0,2453,2017,0.91
1,2453,2016,0.66
2,2453,2015,0.65
3,2453,2014,0.97
0,2468,2017,0.53
1,2468,2016,0.65
2,2468,2015,0.82
3,2468,2014,0.6
0,2471,2017,0.69
1,2471,2016,1.79
2,2471,2015,0.78
3,2471,2014,1.3
0,2480,2017,2.56
1,2480,2016,2.25
2,2480,2015,2.02
3,2480,2014,2.01
0,3029,2017,1.61
1,3029,2016,1.85
2,3029,2015,1.65
3,3029,2014,1.18
0,3130,2017,9.6
1,3130,2016,12.04
2,3130,2015,9.99
3,3130,2014,9.41
0,4994,2017,-2.56
1,4994,2016,-0.98
2,4994,2015,0.27
3,4994,2014,3.98
0,5203,2017,2.72
1,5203,2016,3.15
2,5203,2015,5.6
3,5203,2014,7.06
0,6112,2017,2.8
1,6112,2016,2.48
2,6112,2015,2.45
3,6112,2014,2.5
0,6183,2017,1.7
1,6183,2016,1.37
2,6183,2015,1.23
3,6183,2014,1.31
0,6214,2017,4.79
1,6214,2016,4.5
2,6214,2015,2.29
3,6214,2014,3.07
0,2312,2017,0.28
1,2312,2016,0.87
2,2312,2015,1.02
3,2312,2014,1.72
0,2317,2017,8.01
1,2317,2016,8.6
2,2317,2015,9.42
3,2317,2014,8.85
0,2354,2017,7.05
1,2354,2016,7.59
2,2354,2015,8.76
3,2354,2014,6.84
0,2359,2017,0.34
1,2359,2016,0.95
2,2359,2015,2.15
3,2359,2014,1.91
0,2360,2017,6.41
1,2360,2016,4.53
2,2360,2015,3.28
3,2360,2014,3.51
0,2373,2017,6.67
1,2373,2016,4.02
2,2373,2015,3.8
3,2373,2014,3.46
0,2390,2017,-0.65
1,2390,2016,-0.23
2,2390,2015,0.81
3,2390,2014,-0.35
0,2404,2017,5.1
1,2404,2016,6.52
2,2404,2015,5.24
3,2404,2014,3.14
0,2423,2017,1.96
1,2423,2016,1.76
2,2423,2015,1.68
3,2423,2014,1.35
0,2433,2017,3.85
1,2433,2016,2.98
2,2433,2015,3.67
3,2433,2014,3.4
0,2461,2017,1.12
1,2461,2016,1.63
2,2461,2015,1.12
3,2461,2014,0.56
0,2464,2017,2.15
1,2464,2016,2.55
2,2464,2015,2.98
3,2464,2014,2.09
0,2474,2017,28.35
1,2474,2016,28.58
2,2474,2015,32.61
3,2474,2014,23.52
0,2477,2017,1.6
1,2477,2016,1.49
2,2477,2015,1.22
3,2477,2014,-0.76
0,2482,2017,-1.13
1,2482,2016,0.3
2,2482,2015,0.25
3,2482,2014,-0.17
0,2488,2017,2.37
1,2488,2016,5.64
2,2488,2015,2.98
3,2488,2014,2.26
0,2495,2017,0.42
1,2495,2016,1.07
2,2495,2015,1.04
3,2495,2014,0.67
0,2497,2017,-0.77
1,2497,2016,0.1
2,2497,2015,1.78
3,2497,2014,4.51
0,3018,2017,0.88
1,3018,2016,0.28
2,3018,2015,-1.01
3,3018,2014,0.72
0,3030,2017,2.52
1,3030,2016,1.82
2,3030,2015,4.23
3,3030,2014,5.34
0,3043,2017,-0.29
1,3043,2016,-0.34
2,3043,2015,-0.37
3,3043,2014,-0.83
0,3305,2017,0.77
1,3305,2016,2.11
2,3305,2015,0.94
3,3305,2014,2.53
0,3450,2017,5.66
1,3450,2016,10.77
2,3450,2015,12.46
3,3450,2014,9.77
0,3518,2017,-3.09
1,3518,2016,-5.09
2,3518,2015,-1.98
3,3518,2014,-2.92
0,3617,2017,7.11
1,3617,2016,9.02
2,3617,2015,7.45
3,3617,2014,5.64
0,6139,2017,2.76
1,6139,2016,2.97
2,6139,2015,1.02
3,6139,2014,1.32
0,6192,2017,4.47
1,6192,2016,4.35
2,6192,2015,4.86
3,6192,2014,5.34
0,6196,2017,3.77
1,6196,2016,3.12
2,6196,2015,2.78
3,6196,2014,2.33
0,6201,2017,2.3
1,6201,2016,3.39
2,6201,2015,2.24
3,6201,2014,1.74
0,6215,2017,0.63
1,6215,2016,0.57
2,6215,2015,0.32
3,6215,2014,1.54
0,6283,2017,0.26
1,6283,2016,1.09
2,6283,2015,0.1
3,6283,2014,-3.72
0,6409,2017,17.46
1,6409,2016,18.25
2,6409,2015,19.05
3,6409,2014,14.33
0,8021,2017,1.5
1,8021,2016,1.55
2,8021,2015,2.34
3,8021,2014,2.28
0,8201,2017,-1.57
1,8201,2016,-1.16
2,8201,2015,-2.75
3,8201,2014,-3.01
0,2616,2017,4.24
1,2616,2016,3.09
2,2616,2015,1.9
3,2616,2014,2.02
0,6505,2017,8.42
1,6505,2016,7.95
2,6505,2015,4.97
3,6505,2014,0.95
0,8926,2017,1.65
1,8926,2016,1.61
2,8926,2015,1.8
3,8926,2014,2.93
0,9908,2017,1.54
1,9908,2016,1.42
2,9908,2015,1.21
3,9908,2014,1.31
0,9918,2017,1.41
1,9918,2016,1.25
2,9918,2015,1.38
3,9918,2014,1.03
0,9926,2017,2.02
1,9926,2016,1.7
2,9926,2015,1.84
3,9926,2014,1.6
0,9931,2017,1.69
1,9931,2016,1.81
2,9931,2015,1.58
3,9931,2014,1.57
0,9937,2017,2.22
1,9937,2016,2.28
2,9937,2015,1.59
3,9937,2014,1.06
0,1436,2017,3.15
1,1436,2016,0.57
2,1436,2015,-0.55
3,1436,2014,5.35
0,1438,2017,-0.05
1,1438,2016,-0.07
2,1438,2015,0.11
3,1438,2014,0.04
0,1442,2017,2.02
1,1442,2016,2.05
2,1442,2015,2.44
3,1442,2014,1.96
0,1805,2017,-0.03
1,1805,2016,-1.39
2,1805,2015,1.42
3,1805,2014,0.11
0,1808,2017,2.38
1,1808,2016,4.41
2,1808,2015,4.3
3,1808,2014,3.73
0,2501,2017,1.25
1,2501,2016,2.06
2,2501,2015,1.4
3,2501,2014,1.78
0,2504,2017,2.01
1,2504,2016,-3.27
2,2504,2015,0.01
3,2504,2014,0.53
0,2505,2017,0.25
1,2505,2016,0.01
2,2505,2015,0.61
3,2505,2014,0.1
0,2506,2017,0.03
1,2506,2016,0.33
2,2506,2015,0.32
3,2506,2014,0.88
0,2509,2017,0.19
1,2509,2016,-0.37
2,2509,2015,4.0
3,2509,2014,-1.34
0,2511,2017,0.79
1,2511,2016,0.99
2,2511,2015,1.38
3,2511,2014,1.51
0,2515,2017,0.17
1,2515,2016,0.17
2,2515,2015,0.34
3,2515,2014,0.34
0,2516,2017,-2.39
1,2516,2016,0.09
2,2516,2015,0.54
3,2516,2014,0.65
0,2520,2017,0.7
1,2520,2016,1.49
2,2520,2015,1.16
3,2520,2014,5.82
0,2524,2017,2.02
1,2524,2016,1.49
2,2524,2015,0.61
3,2524,2014,2.6
0,2527,2017,0.13
1,2527,2016,0.24
2,2527,2015,2.68
3,2527,2014,3.38
0,2528,2017,-1.18
1,2528,2016,-0.16
2,2528,2015,0.01
3,2528,2014,0.47
0,2530,2017,-0.43
1,2530,2016,1.57
2,2530,2015,2.59
3,2530,2014,-0.65
0,2534,2017,4.39
1,2534,2016,1.46
2,2534,2015,0.68
3,2534,2014,-0.4
0,2535,2017,2.14
1,2535,2016,3.12
2,2535,2015,1.58
3,2535,2014,2.54
0,2536,2017,2.35
1,2536,2016,3.21
2,2536,2015,4.41
3,2536,2014,3.46
0,2537,2017,-0.17
1,2537,2016,1.25
2,2537,2015,2.52
3,2537,2014,1.15
0,2538,2017,0.12
1,2538,2016,-0.23
2,2538,2015,4.02
3,2538,2014,3.18
0,2539,2017,2.61
1,2539,2016,2.84
2,2539,2015,3.51
3,2539,2014,4.64
0,2540,2017,0.12
1,2540,2016,1.78
2,2540,2015,1.46
3,2540,2014,0.73
0,2542,2017,1.69
1,2542,2016,5.57
2,2542,2015,7.06
3,2542,2014,11.44
0,2543,2017,0.04
1,2543,2016,0.47
2,2543,2015,0.49
3,2543,2014,1.31
0,2545,2017,0.7
1,2545,2016,6.01
2,2545,2015,0.28
3,2545,2014,5.6
0,2546,2017,2.79
1,2546,2016,1.93
2,2546,2015,1.27
3,2546,2014,1.68
0,2547,2017,-0.85
1,2547,2016,-5.56
2,2547,2015,-1.54
3,2547,2014,-0.48
0,2548,2017,7.87
1,2548,2016,8.73
2,2548,2015,9.59
3,2548,2014,5.08
0,2597,2017,2.55
1,2597,2016,4.5
2,2597,2015,5.14
3,2597,2014,8.38
0,2841,2017,0.63
1,2841,2016,0.34
2,2841,2015,2.92
3,2841,2014,8.13
0,3052,2017,1.0
1,3052,2016,0.22
2,3052,2015,0.7
3,3052,2014,0.94
0,3056,2017,3.24
1,3056,2016,4.34
2,3056,2015,3.63
3,3056,2014,2.43
0,3266,2017,0.08
1,3266,2016,0.12
2,3266,2015,-1.31
3,3266,2014,4.02
0,3703,2017,0.96
1,3703,2016,0.64
2,3703,2015,0.65
3,3703,2014,-1.11
0,5515,2017,0.51
1,5515,2016,0.13
2,5515,2015,-0.51
3,5515,2014,0.53
0,5519,2017,1.19
1,5519,2016,1.3
2,5519,2015,1.4
3,5519,2014,3.15
0,5521,2017,-1.01
1,5521,2016,0.26
2,5521,2015,0.24
3,5521,2014,-0.46
0,5522,2017,2.4
1,5522,2016,4.19
2,5522,2015,7.74
3,5522,2014,5.99
0,5525,2017,1.2
1,5525,2016,0.24
2,5525,2015,2.4
3,5525,2014,2.46
0,5531,2017,0.63
1,5531,2016,0.57
2,5531,2015,0.25
3,5531,2014,1.37
0,5533,2017,1.17
1,5533,2016,0.94
2,5533,2015,2.18
3,5533,2014,3.83
0,5534,2017,10.48
1,5534,2016,9.69
2,5534,2015,2.44
3,5534,2014,7.22
0,6177,2017,5.17
1,6177,2016,1.83
2,6177,2015,3.66
3,6177,2014,9.02
0,9906,2017,1.31
1,9906,2016,0.69
2,9906,2015,0.63
3,9906,2014,-0.83
0,9946,2017,1.51
1,9946,2016,1.53
2,9946,2015,3.02
3,9946,2014,0.21
0,2208,2017,-7.91
1,2208,2016,-1.73
2,2208,2015,0.63
3,2208,2014,0.61
0,2603,2017,1.97
1,2603,2016,-1.88
2,2603,2015,-1.26
3,2603,2014,0.33
0,2605,2017,0.9
1,2605,2016,1.06
2,2605,2015,1.66
3,2605,2014,1.51
0,2606,2017,1.18
1,2606,2016,-1.04
2,2606,2015,0.96
3,2606,2014,2.43
0,2607,2017,0.83
1,2607,2016,0.76
2,2607,2015,0.79
3,2607,2014,0.63
0,2608,2017,2.54
1,2608,2016,2.68
2,2608,2015,2.74
3,2608,2014,2.05
0,2609,2017,0.17
1,2609,2016,-9.22
2,2609,2015,-2.24
3,2609,2014,0.1
0,2610,2017,0.4
1,2610,2016,0.1
2,2610,2015,1.06
3,2610,2014,-0.14
0,2611,2017,0.06
1,2611,2016,-0.36
2,2611,2015,0.2
3,2611,2014,0.4
0,2612,2017,0.5
1,2612,2016,0.21
2,2612,2015,1.3
3,2612,2014,1.3
0,2613,2017,0.52
1,2613,2016,0.53
2,2613,2015,0.27
3,2613,2014,1.41
0,2615,2017,1.15
1,2615,2016,0.51
2,2615,2015,1.78
3,2615,2014,2.37
0,2617,2017,1.12
1,2617,2016,-0.22
2,2617,2015,0.22
3,2617,2014,0.73
0,2618,2017,1.38
1,2618,2016,0.86
2,2618,2015,1.69
3,2618,2014,-0.4
0,2630,2017,1.14
1,2630,2016,1.85
2,2630,2015,0.36
3,2630,2014,1.47
0,2633,2017,0.95
1,2633,2016,0.74
2,2633,2015,7.19
3,2633,2014,0.55
0,2634,2017,1.86
1,2634,2016,2.29
2,2634,2015,2.23
3,2634,2014,2.06
0,2636,2017,2.07
1,2636,2016,1.11
2,2636,2015,2.7
3,2636,2014,2.21
0,2642,2017,1.24
1,2642,2016,0.87
2,2642,2015,1.06
3,2642,2014,1.63
0,5607,2017,1.58
1,5607,2016,1.09
2,5607,2015,0.97
3,5607,2014,1.33
0,5608,2017,-4.8
1,5608,2016,-2.58
2,5608,2015,-0.12
3,5608,2014,0.56
0,2701,2017,0.91
1,2701,2016,0.86
2,2701,2015,0.83
3,2701,2014,0.74
0,2702,2017,-0.02
1,2702,2016,0.62
2,2702,2015,0.6
3,2702,2014,0.7
0,2704,2017,1.21
1,2704,2016,1.16
2,2704,2015,1.14
3,2704,2014,1.12
0,2705,2017,-3.03
1,2705,2016,-1.05
2,2705,2015,0.35
3,2705,2014,0.2
0,2706,2017,1.14
1,2706,2016,1.11
2,2706,2015,1.09
3,2706,2014,1.01
0,2707,2017,8.37
1,2707,2016,7.53
2,2707,2015,8.96
3,2707,2014,9.6
0,2712,2017,0.16
1,2712,2016,0.59
2,2712,2015,0.84
3,2712,2014,0.94
0,2722,2017,0.88
1,2722,2016,1.37
2,2722,2015,1.7
3,2722,2014,1.93
0,2727,2017,6.01
1,2727,2016,4.2
2,2727,2015,0.45
3,2727,2014,9.14
0,2731,2017,6.5
1,2731,2016,3.54
2,2731,2015,6.43
3,2731,2014,5.48
0,2739,2017,1.06
1,2739,2016,2.63
2,2739,2015,3.0
3,2739,2014,2.52
0,2748,2017,3.48
1,2748,2016,3.18
2,2748,2015,3.02
3,2748,2014,2.35
0,5706,2017,2.71
1,5706,2016,2.76
2,5706,2015,3.2
3,5706,2014,2.07
0,8940,2017,-0.37
1,8940,2016,0.47
2,8940,2015,0.1
3,8940,2014,-1.16
0,9943,2017,4.75
1,9943,2016,4.72
2,9943,2015,6.79
3,9943,2014,4.4
0,2801,2017,
1,2801,2016,
2,2801,2015,
3,2801,2014,
0,2809,2017,
1,2809,2016,
2,2809,2015,
3,2809,2014,
0,2812,2017,
1,2812,2016,
2,2812,2015,
3,2812,2014,
0,2816,2017,213.0
1,2816,2016,213.0
2,2816,2015,213.0
3,2816,2014,213.0
0,2820,2017,
1,2820,2016,
2,2820,2015,
3,2820,2014,
0,2823,2017,3786.0
1,2823,2016,3474.0
2,2823,2015,3340.0
3,2823,2014,3027.0
0,2832,2017,362.0
1,2832,2016,362.0
2,2832,2015,363.0
3,2832,2014,364.0
0,2834,2017,
1,2834,2016,
2,2834,2015,
3,2834,2014,
0,2836,2017,
1,2836,2016,
2,2836,2015,
3,2836,2014,
0,2838,2017,
1,2838,2016,
2,2838,2015,
3,2838,2014,
0,2845,2017,
1,2845,2016,
2,2845,2015,
3,2845,2014,
0,2849,2017,
1,2849,2016,
2,2849,2015,
3,2849,2014,
0,2850,2017,316.0
1,2850,2016,315.0
2,2850,2015,316.0
3,2850,2014,316.0
0,2851,2017,562.0
1,2851,2016,562.0
2,2851,2015,562.0
3,2851,2014,562.0
0,2852,2017,301.0
1,2852,2016,301.0
2,2852,2015,301.0
3,2852,2014,301.0
0,2855,2017,
1,2855,2016,
2,2855,2015,
3,2855,2014,
0,2856,2017,
1,2856,2016,
2,2856,2015,
3,2856,2014,
0,2867,2017,1861.0
1,2867,2016,1667.0
2,2867,2015,1565.0
3,2867,2014,1329.0
0,2880,2017,
1,2880,2016,
2,2880,2015,
3,2880,2014,
0,2881,2017,
1,2881,2016,
2,2881,2015,
3,2881,2014,
0,2882,2017,
1,2882,2016,
2,2882,2015,
3,2882,2014,
0,2883,2017,
1,2883,2016,
2,2883,2015,
3,2883,2014,
0,2884,2017,
1,2884,2016,
2,2884,2015,
3,2884,2014,
0,2885,2017,
1,2885,2016,
2,2885,2015,
3,2885,2014,
0,2886,2017,
1,2886,2016,
2,2886,2015,
3,2886,2014,
0,2887,2017,
1,2887,2016,
2,2887,2015,
3,2887,2014,
0,2888,2017,
1,2888,2016,
2,2888,2015,
3,2888,2014,
0,2889,2017,
1,2889,2016,
2,2889,2015,
3,2889,2014,
0,2890,2017,
1,2890,2016,
2,2890,2015,
3,2890,2014,
0,2891,2017,
1,2891,2016,
2,2891,2015,
3,2891,2014,
0,2892,2017,
1,2892,2016,
2,2892,2015,
3,2892,2014,
0,2897,2017,
1,2897,2016,
2,2897,2015,
3,2897,2014,
0,5880,2017,
1,5880,2016,
2,5880,2015,
3,5880,2014,
0,6005,2017,
1,6005,2016,
2,6005,2015,
3,6005,2014,
0,6024,2017,
1,6024,2016,
2,6024,2015,
3,6024,2014,
0,1432,2017,-0.85
1,1432,2016,-0.85
2,1432,2015,-0.74
3,1432,2014,-0.87
0,2601,2017,1.06
1,2601,2016,-2.93
2,2601,2015,-4.01
3,2601,2014,-0.05
0,2614,2017,3.63
1,2614,2016,0.35
2,2614,2015,-3.1
3,2614,2014,-5.16
0,2901,2017,0.47
1,2901,2016,0.43
2,2901,2015,0.55
3,2901,2014,0.49
0,2903,2017,1.09
1,2903,2016,0.81
2,2903,2015,1.2
3,2903,2014,1.07
0,2905,2017,2.27
1,2905,2016,3.04
2,2905,2015,2.3
3,2905,2014,1.96
0,2906,2017,0.18
1,2906,2016,0.46
2,2906,2015,0.5
3,2906,2014,0.97
0,2908,2017,1.61
1,2908,2016,1.33
2,2908,2015,1.32
3,2908,2014,1.42
0,2910,2017,0.15
1,2910,2016,0.21
2,2910,2015,0.46
3,2910,2014,0.97
0,2911,2017,2.08
1,2911,2016,-0.1
2,2911,2015,-0.32
3,2911,2014,-0.5
0,2912,2017,29.83
1,2912,2016,9.46
2,2912,2015,7.92
3,2912,2014,8.74
0,2913,2017,0.81
1,2913,2016,0.4
2,2913,2015,1.01
3,2913,2014,1.16
0,2915,2017,15.15
1,2915,2016,8.4
2,2915,2015,8.57
3,2915,2014,8.0
0,8443,2017,-0.87
1,8443,2016,0.23
2,8443,2015,1.39
3,8443,2014,2.03
0,8454,2017,9.07
1,8454,2016,8.45
2,8454,2015,7.48
3,8454,2014,9.11
0,1435,2017,0.01
1,1435,2016,-0.05
2,1435,2015,-0.03
3,1435,2014,-0.01
0,1437,2017,1.6
1,1437,2016,2.19
2,1437,2015,0.26
3,1437,2014,1.06
0,1516,2017,0.55
1,1516,2016,0.82
2,1516,2015,2.91
3,1516,2014,1.61
0,2062,2017,1.33
1,2062,2016,4.58
2,2062,2015,3.83
3,2062,2014,3.82
0,2348,2017,2.13
1,2348,2016,0.12
2,2348,2015,1.06
3,2348,2014,4.13
0,2358,2017,0.62
1,2358,2016,-3.11
2,2358,2015,-2.25
3,2358,2014,-0.43
0,2443,2017,-1.86
1,2443,2016,-1.53
2,2443,2015,-1.65
3,2443,2014,-0.86
0,2514,2017,2.44
1,2514,2016,0.72
2,2514,2015,0.45
3,2514,2014,0.97
0,2904,2017,1.39
1,2904,2016,1.52
2,2904,2015,2.24
3,2904,2014,2.22
0,3040,2017,11.06
1,3040,2016,2.44
2,3040,2015,2.2
3,3040,2014,6.42
0,4536,2017,5.32
1,4536,2016,8.58
2,4536,2015,6.73
3,4536,2014,6.07
0,6184,2017,2.37
1,6184,2016,-1.25
2,6184,2015,2.33
3,6184,2014,3.7
0,6464,2017,5.16
1,6464,2016,6.09
2,6464,2015,7.65
3,6464,2014,8.51
0,6504,2017,7.46
1,6504,2016,8.02
2,6504,2015,8.01
3,6504,2014,5.79
0,6581,2017,7.64
1,6581,2016,5.15
2,6581,2015,2.25
3,6581,2014,2.89
0,6625,2017,1.36
1,6625,2016,1.57
2,6625,2015,1.67
3,6625,2014,7.67
0,8033,2017,-0.81
1,8033,2016,-1.52
2,8033,2015,-1.51
3,8033,2014,-1.55
0,8341,2017,7.03
1,8341,2016,5.5
2,8341,2015,4.71
3,8341,2014,3.04
0,8422,2017,12.52
1,8422,2016,13.23
2,8422,2015,11.32
3,8422,2014,9.43
0,8463,2017,0.95
1,8463,2016,1.27
2,8463,2015,1.32
3,8463,2014,3.19
0,8464,2017,12.27
1,8464,2016,12.59
2,8464,2015,10.09
3,8464,2014,8.48
0,8473,2017,3.12
1,8473,2016,3.95
2,8473,2015,3.03
3,8473,2014,2.83
0,8478,2017,3.24
1,8478,2016,8.15
2,8478,2015,5.13
3,8478,2014,1.05
0,8481,2017,3.38
1,8481,2016,2.89
2,8481,2015,4.1
3,8481,2014,4.13
0,8497,2017,3.09
1,8497,2016,3.24
2,8497,2015,8.46
3,8497,2014,483.59
0,9902,2017,0.01
1,9902,2016,0.04
2,9902,2015,0.11
3,9902,2014,0.13
0,9904,2017,4.38
1,9904,2016,4.43
2,9904,2015,3.24
3,9904,2014,2.93
0,9905,2017,1.93
1,9905,2016,1.93
2,9905,2015,2.26
3,9905,2014,2.56
0,9907,2017,0.38
1,9907,2016,0.68
2,9907,2015,0.37
3,9907,2014,0.49
0,9910,2017,6.58
1,9910,2016,6.67
2,9910,2015,7.11
3,9910,2014,5.33
0,9911,2017,3.29
1,9911,2016,2.75
2,9911,2015,1.89
3,9911,2014,1.97
0,9914,2017,2.67
1,9914,2016,6.42
2,9914,2015,10.17
3,9914,2014,11.2
0,9917,2017,5.0
1,9917,2016,1.4
2,9917,2015,4.68
3,9917,2014,4.62
0,9919,2017,0.58
1,9919,2016,-2.26
2,9919,2015,0.21
3,9919,2014,0.3
0,9921,2017,5.48
1,9921,2016,8.17
2,9921,2015,10.25
3,9921,2014,10.96
0,9924,2017,2.92
1,9924,2016,4.35
2,9924,2015,4.22
3,9924,2014,2.7
0,9925,2017,2.46
1,9925,2016,2.55
2,9925,2015,2.81
3,9925,2014,2.71
0,9927,2017,4.79
1,9927,2016,3.8
2,9927,2015,2.4
3,9927,2014,3.56
0,9928,2017,-2.06
1,9928,2016,-3.93
2,9928,2015,-2.24
3,9928,2014,-1.77
0,9929,2017,0.02
1,9929,2016,0.8
2,9929,2015,-2.48
3,9929,2014,-0.92
0,9930,2017,3.37
1,9930,2016,2.71
2,9930,2015,3.99
3,9930,2014,4.57
0,9933,2017,3.68
1,9933,2016,2.92
2,9933,2015,2.69
3,9933,2014,2.79
0,9934,2017,1.98
1,9934,2016,-1.31
2,9934,2015,1.42
3,9934,2014,0.44
0,9935,2017,1.26
1,9935,2016,0.42
2,9935,2015,0.5
3,9935,2014,0.5
0,9938,2017,5.44
1,9938,2016,5.0
2,9938,2015,3.83
3,9938,2014,3.29
0,9939,2017,4.2
1,9939,2016,4.02
2,9939,2015,3.26
3,9939,2014,3.72
0,9940,2017,4.3
1,9940,2016,1.46
2,9940,2015,0.89
3,9940,2014,1.75
0,9941,2017,8.46
1,9941,2016,6.41
2,9941,2015,5.36
3,9941,2014,5.9
0,9942,2017,6.33
1,9942,2016,5.86
2,9942,2015,5.09
3,9942,2014,6.32
0,9944,2017,0.44
1,9944,2016,0.67
2,9944,2015,0.62
3,9944,2014,1.12
0,9945,2017,6.91
1,9945,2016,5.9
2,9945,2015,6.46
3,9945,2014,5.69
0,9955,2017,-0.84
1,9955,2016,-1.22
2,9955,2015,-1.23
3,9955,2014,0.36
